iss_date,DATA_PRELIEVO_DIAGNOSI,CASI
07/03/2022,29/01/2020,<5
07/03/2022,06/02/2020,<5
07/03/2022,20/02/2020,<5
07/03/2022,21/02/2020,36
07/03/2022,22/02/2020,58
07/03/2022,23/02/2020,77
07/03/2022,24/02/2020,86
07/03/2022,25/02/2020,190
07/03/2022,26/02/2020,278
07/03/2022,27/02/2020,287
07/03/2022,28/02/2020,354
07/03/2022,29/02/2020,373
07/03/2022,01/03/2020,410
07/03/2022,02/03/2020,629
07/03/2022,03/03/2020,803
07/03/2022,04/03/2020,1077
07/03/2022,05/03/2020,1302
07/03/2022,06/03/2020,1530
07/03/2022,07/03/2020,1417
07/03/2022,08/03/2020,1451
07/03/2022,09/03/2020,2240
07/03/2022,10/03/2020,2449
07/03/2022,11/03/2020,2779
07/03/2022,12/03/2020,3144
07/03/2022,13/03/2020,4105
07/03/2022,14/03/2020,3535
07/03/2022,15/03/2020,2850
07/03/2022,16/03/2020,4820
07/03/2022,17/03/2020,5347
07/03/2022,18/03/2020,5692
07/03/2022,19/03/2020,5688
07/03/2022,20/03/2020,6257
07/03/2022,21/03/2020,4922
07/03/2022,22/03/2020,3926
07/03/2022,23/03/2020,6101
07/03/2022,24/03/2020,5916
07/03/2022,25/03/2020,5804
07/03/2022,26/03/2020,5706
07/03/2022,27/03/2020,5795
07/03/2022,28/03/2020,4531
07/03/2022,29/03/2020,3012
07/03/2022,30/03/2020,5085
07/03/2022,31/03/2020,5361
07/03/2022,01/04/2020,5025
07/03/2022,02/04/2020,4775
07/03/2022,03/04/2020,4448
07/03/2022,04/04/2020,3663
07/03/2022,05/04/2020,2601
07/03/2022,06/04/2020,4090
07/03/2022,07/04/2020,4143
07/03/2022,08/04/2020,4796
07/03/2022,09/04/2020,4688
07/03/2022,10/04/2020,5132
07/03/2022,11/04/2020,3430
07/03/2022,12/04/2020,1918
07/03/2022,13/04/2020,2268
07/03/2022,14/04/2020,3279
07/03/2022,15/04/2020,3948
07/03/2022,16/04/2020,3705
07/03/2022,17/04/2020,3499
07/03/2022,18/04/2020,2640
07/03/2022,19/04/2020,1387
07/03/2022,20/04/2020,3005
07/03/2022,21/04/2020,3079
07/03/2022,22/04/2020,2606
07/03/2022,23/04/2020,2812
07/03/2022,24/04/2020,2739
07/03/2022,25/04/2020,1667
07/03/2022,26/04/2020,1017
07/03/2022,27/04/2020,1982
07/03/2022,28/04/2020,2240
07/03/2022,29/04/2020,2329
07/03/2022,30/04/2020,2269
07/03/2022,01/05/2020,1084
07/03/2022,02/05/2020,1021
