iss_date,DATARICOVERO1,RICOVERI
07/03/2022,20/02/2020,92
07/03/2022,21/02/2020,123
07/03/2022,22/02/2020,107
07/03/2022,23/02/2020,151
07/03/2022,24/02/2020,191
07/03/2022,25/02/2020,268
07/03/2022,26/02/2020,273
07/03/2022,27/02/2020,317
07/03/2022,28/02/2020,380
07/03/2022,29/02/2020,374
07/03/2022,01/03/2020,441
07/03/2022,02/03/2020,669
07/03/2022,03/03/2020,816
07/03/2022,04/03/2020,915
07/03/2022,05/03/2020,1096
07/03/2022,06/03/2020,1228
07/03/2022,07/03/2020,1203
07/03/2022,08/03/2020,1162
07/03/2022,09/03/2020,1458
07/03/2022,10/03/2020,1586
07/03/2022,11/03/2020,1757
07/03/2022,12/03/2020,1909
07/03/2022,13/03/2020,2332
07/03/2022,14/03/2020,1997
07/03/2022,15/03/2020,1909
07/03/2022,16/03/2020,2489
07/03/2022,17/03/2020,2668
07/03/2022,18/03/2020,2709
07/03/2022,19/03/2020,2788
07/03/2022,20/03/2020,2861
07/03/2022,21/03/2020,2546
07/03/2022,22/03/2020,2197
07/03/2022,23/03/2020,2715
07/03/2022,24/03/2020,2623
07/03/2022,25/03/2020,2318
07/03/2022,26/03/2020,2126
07/03/2022,27/03/2020,2237
07/03/2022,28/03/2020,1751
07/03/2022,29/03/2020,1440
07/03/2022,30/03/2020,1685
07/03/2022,31/03/2020,1589
07/03/2022,01/04/2020,1506
07/03/2022,02/04/2020,1465
07/03/2022,03/04/2020,1267
07/03/2022,04/04/2020,1028
07/03/2022,05/04/2020,841
07/03/2022,06/04/2020,1025
07/03/2022,07/04/2020,1031
07/03/2022,08/04/2020,1046
07/03/2022,09/04/2020,1001
07/03/2022,10/04/2020,923
07/03/2022,11/04/2020,822
07/03/2022,12/04/2020,668
07/03/2022,13/04/2020,625
07/03/2022,14/04/2020,859
07/03/2022,15/04/2020,711
07/03/2022,16/04/2020,710
07/03/2022,17/04/2020,721
07/03/2022,18/04/2020,573
07/03/2022,19/04/2020,469
07/03/2022,20/04/2020,665
07/03/2022,21/04/2020,604
07/03/2022,22/04/2020,606
07/03/2022,23/04/2020,589
07/03/2022,24/04/2020,554
07/03/2022,25/04/2020,430
07/03/2022,26/04/2020,362
07/03/2022,27/04/2020,441
07/03/2022,28/04/2020,439
07/03/2022,29/04/2020,417
07/03/2022,30/04/2020,373
07/03/2022,01/05/2020,277
07/03/2022,02/05/2020,244
07/03/2022,03/05/2020,186
07/03/2022,04/05/2020,298
07/03/2022,05/05/2020,289
07/03/2022,06/05/2020,295
07/03/2022,07/05/2020,286
07/03/2022,08/05/2020,282
07/03/2022,09/05/2020,172
07/03/2022,10/05/2020,164
07/03/2022,11/05/2020,246
07/03/2022,12/05/2020,181
07/03/2022,13/05/2020,196
07/03/2022,14/05/2020,204
07/03/2022,15/05/2020,210
07/03/2022,16/05/2020,138
07/03/2022,17/05/2020,124
07/03/2022,18/05/2020,163
07/03/2022,19/05/2020,151
07/03/2022,20/05/2020,146
07/03/2022,21/05/2020,120
07/03/2022,22/05/2020,124
07/03/2022,23/05/2020,96
07/03/2022,24/05/2020,94
07/03/2022,25/05/2020,150
07/03/2022,26/05/2020,113
07/03/2022,27/05/2020,109
07/03/2022,28/05/2020,83
07/03/2022,29/05/2020,106
07/03/2022,30/05/2020,86
07/03/2022,31/05/2020,54
07/03/2022,01/06/2020,116
07/03/2022,02/06/2020,65
07/03/2022,03/06/2020,90
07/03/2022,04/06/2020,85
07/03/2022,05/06/2020,92
07/03/2022,06/06/2020,52
07/03/2022,07/06/2020,44
07/03/2022,08/06/2020,113
07/03/2022,09/06/2020,76
07/03/2022,10/06/2020,72
07/03/2022,11/06/2020,62
07/03/2022,12/06/2020,80
07/03/2022,13/06/2020,63
07/03/2022,14/06/2020,53
07/03/2022,15/06/2020,77
07/03/2022,16/06/2020,58
07/03/2022,17/06/2020,76
07/03/2022,18/06/2020,79
07/03/2022,19/06/2020,87
07/03/2022,20/06/2020,37
07/03/2022,21/06/2020,50
07/03/2022,22/06/2020,94
07/03/2022,23/06/2020,62
07/03/2022,24/06/2020,82
07/03/2022,25/06/2020,72
07/03/2022,26/06/2020,87
07/03/2022,27/06/2020,42
07/03/2022,28/06/2020,29
07/03/2022,29/06/2020,88
07/03/2022,30/06/2020,66
07/03/2022,01/07/2020,59
07/03/2022,02/07/2020,71
07/03/2022,03/07/2020,81
07/03/2022,04/07/2020,37
07/03/2022,05/07/2020,50
07/03/2022,06/07/2020,75
07/03/2022,07/07/2020,64
07/03/2022,08/07/2020,68
07/03/2022,09/07/2020,61
07/03/2022,10/07/2020,70
07/03/2022,11/07/2020,52
07/03/2022,12/07/2020,38
07/03/2022,13/07/2020,70
07/03/2022,14/07/2020,64
07/03/2022,15/07/2020,65
07/03/2022,16/07/2020,58
07/03/2022,17/07/2020,88
07/03/2022,18/07/2020,49
07/03/2022,19/07/2020,37
07/03/2022,20/07/2020,79
