iss_date,DATARICOVERO1,RICOVERI
24/03/2021,20/02/2020,93
24/03/2021,21/02/2020,121
24/03/2021,22/02/2020,106
24/03/2021,23/02/2020,152
24/03/2021,24/02/2020,191
24/03/2021,25/02/2020,268
24/03/2021,26/02/2020,275
24/03/2021,27/02/2020,319
24/03/2021,28/02/2020,380
24/03/2021,29/02/2020,373
24/03/2021,01/03/2020,444
24/03/2021,02/03/2020,666
24/03/2021,03/03/2020,816
24/03/2021,04/03/2020,916
24/03/2021,05/03/2020,1091
24/03/2021,06/03/2020,1233
24/03/2021,07/03/2020,1202
24/03/2021,08/03/2020,1160
24/03/2021,09/03/2020,1453
24/03/2021,10/03/2020,1594
24/03/2021,11/03/2020,1753
24/03/2021,12/03/2020,1906
24/03/2021,13/03/2020,2326
24/03/2021,14/03/2020,1994
24/03/2021,15/03/2020,1901
24/03/2021,16/03/2020,2487
24/03/2021,17/03/2020,2667
24/03/2021,18/03/2020,2704
24/03/2021,19/03/2020,2782
24/03/2021,20/03/2020,2853
24/03/2021,21/03/2020,2537
24/03/2021,22/03/2020,2193
24/03/2021,23/03/2020,2701
24/03/2021,24/03/2020,2610
24/03/2021,25/03/2020,2316
24/03/2021,26/03/2020,2118
24/03/2021,27/03/2020,2212
24/03/2021,28/03/2020,1732
24/03/2021,29/03/2020,1424
24/03/2021,30/03/2020,1679
24/03/2021,31/03/2020,1565
24/03/2021,01/04/2020,1484
24/03/2021,02/04/2020,1449
24/03/2021,03/04/2020,1255
24/03/2021,04/04/2020,1011
24/03/2021,05/04/2020,836
24/03/2021,06/04/2020,1010
24/03/2021,07/04/2020,1011
24/03/2021,08/04/2020,1032
24/03/2021,09/04/2020,983
24/03/2021,10/04/2020,896
24/03/2021,11/04/2020,795
24/03/2021,12/04/2020,657
24/03/2021,13/04/2020,618
24/03/2021,14/04/2020,830
24/03/2021,15/04/2020,683
24/03/2021,16/04/2020,690
24/03/2021,17/04/2020,701
24/03/2021,18/04/2020,568
24/03/2021,19/04/2020,456
24/03/2021,20/04/2020,640
24/03/2021,21/04/2020,573
24/03/2021,22/04/2020,583
24/03/2021,23/04/2020,573
24/03/2021,24/04/2020,537
24/03/2021,25/04/2020,425
24/03/2021,26/04/2020,347
24/03/2021,27/04/2020,412
24/03/2021,28/04/2020,412
24/03/2021,29/04/2020,397
24/03/2021,30/04/2020,347
24/03/2021,01/05/2020,266
24/03/2021,02/05/2020,233
24/03/2021,03/05/2020,179
24/03/2021,04/05/2020,281
24/03/2021,05/05/2020,267
24/03/2021,06/05/2020,278
24/03/2021,07/05/2020,260
24/03/2021,08/05/2020,272
24/03/2021,09/05/2020,160
24/03/2021,10/05/2020,154
24/03/2021,11/05/2020,229
24/03/2021,12/05/2020,174
24/03/2021,13/05/2020,177
24/03/2021,14/05/2020,185
24/03/2021,15/05/2020,190
24/03/2021,16/05/2020,133
24/03/2021,17/05/2020,111
24/03/2021,18/05/2020,143
24/03/2021,19/05/2020,139
24/03/2021,20/05/2020,134
24/03/2021,21/05/2020,106
24/03/2021,22/05/2020,110
24/03/2021,23/05/2020,87
24/03/2021,24/05/2020,80
24/03/2021,25/05/2020,133
24/03/2021,26/05/2020,98
24/03/2021,27/05/2020,93
24/03/2021,28/05/2020,73
24/03/2021,29/05/2020,93
24/03/2021,30/05/2020,79
24/03/2021,31/05/2020,47
24/03/2021,01/06/2020,96
24/03/2021,02/06/2020,58
24/03/2021,03/06/2020,77
24/03/2021,04/06/2020,69
24/03/2021,05/06/2020,75
24/03/2021,06/06/2020,47
24/03/2021,07/06/2020,40
24/03/2021,08/06/2020,89
24/03/2021,09/06/2020,61
24/03/2021,10/06/2020,65
24/03/2021,11/06/2020,48
24/03/2021,12/06/2020,64
24/03/2021,13/06/2020,57
24/03/2021,14/06/2020,48
24/03/2021,15/06/2020,62
24/03/2021,16/06/2020,47
24/03/2021,17/06/2020,51
24/03/2021,18/06/2020,60
24/03/2021,19/06/2020,66
24/03/2021,20/06/2020,32
24/03/2021,21/06/2020,39
24/03/2021,22/06/2020,66
24/03/2021,23/06/2020,49
24/03/2021,24/06/2020,63
24/03/2021,25/06/2020,63
24/03/2021,26/06/2020,66
24/03/2021,27/06/2020,37
24/03/2021,28/06/2020,28
24/03/2021,29/06/2020,66
24/03/2021,30/06/2020,56
24/03/2021,01/07/2020,46
24/03/2021,02/07/2020,62
24/03/2021,03/07/2020,67
24/03/2021,04/07/2020,36
24/03/2021,05/07/2020,47
24/03/2021,06/07/2020,54
24/03/2021,07/07/2020,45
24/03/2021,08/07/2020,53
24/03/2021,09/07/2020,42
24/03/2021,10/07/2020,59
24/03/2021,11/07/2020,43
24/03/2021,12/07/2020,34
24/03/2021,13/07/2020,51
24/03/2021,14/07/2020,45
24/03/2021,15/07/2020,50
24/03/2021,16/07/2020,48
24/03/2021,17/07/2020,71
24/03/2021,18/07/2020,40
24/03/2021,19/07/2020,35
24/03/2021,20/07/2020,54
24/03/2021,21/07/2020,64
24/03/2021,22/07/2020,55
24/03/2021,23/07/2020,59
24/03/2021,24/07/2020,55
24/03/2021,25/07/2020,55
24/03/2021,26/07/2020,41
24/03/2021,27/07/2020,48
24/03/2021,28/07/2020,54
24/03/2021,29/07/2020,50
24/03/2021,30/07/2020,51
24/03/2021,31/07/2020,71
24/03/2021,01/08/2020,65
24/03/2021,02/08/2020,48
24/03/2021,03/08/2020,73
24/03/2021,04/08/2020,57
24/03/2021,05/08/2020,72
24/03/2021,06/08/2020,51
24/03/2021,07/08/2020,61
24/03/2021,08/08/2020,56
24/03/2021,09/08/2020,59
24/03/2021,10/08/2020,75
24/03/2021,11/08/2020,56
24/03/2021,12/08/2020,86
24/03/2021,13/08/2020,76
24/03/2021,14/08/2020,80
24/03/2021,15/08/2020,60
24/03/2021,16/08/2020,62
24/03/2021,17/08/2020,82
24/03/2021,18/08/2020,97
24/03/2021,19/08/2020,126
24/03/2021,20/08/2020,77
24/03/2021,21/08/2020,91
24/03/2021,22/08/2020,111
24/03/2021,23/08/2020,90
24/03/2021,24/08/2020,113
24/03/2021,25/08/2020,138
24/03/2021,26/08/2020,139
24/03/2021,27/08/2020,133
24/03/2021,28/08/2020,135
24/03/2021,29/08/2020,105
24/03/2021,30/08/2020,112
24/03/2021,31/08/2020,121
24/03/2021,01/09/2020,150
24/03/2021,02/09/2020,163
24/03/2021,03/09/2020,179
24/03/2021,04/09/2020,162
24/03/2021,05/09/2020,146
24/03/2021,06/09/2020,118
24/03/2021,07/09/2020,200
24/03/2021,08/09/2020,165
24/03/2021,09/09/2020,181
24/03/2021,10/09/2020,202
24/03/2021,11/09/2020,183
24/03/2021,12/09/2020,181
24/03/2021,13/09/2020,172
24/03/2021,14/09/2020,206
24/03/2021,15/09/2020,226
24/03/2021,16/09/2020,224
24/03/2021,17/09/2020,231
24/03/2021,18/09/2020,238
24/03/2021,19/09/2020,191
24/03/2021,20/09/2020,167
24/03/2021,21/09/2020,238
24/03/2021,22/09/2020,244
24/03/2021,23/09/2020,238
24/03/2021,24/09/2020,235
24/03/2021,25/09/2020,260
24/03/2021,26/09/2020,218
24/03/2021,27/09/2020,190
24/03/2021,28/09/2020,251
24/03/2021,29/09/2020,276
24/03/2021,30/09/2020,241
24/03/2021,01/10/2020,316
24/03/2021,02/10/2020,341
24/03/2021,03/10/2020,354
24/03/2021,04/10/2020,320
24/03/2021,05/10/2020,421
