iss_date,DATA_INIZIO_SINTOMI,CASI
24/03/2021,28/01/2020,17
24/03/2021,29/01/2020,20
24/03/2021,30/01/2020,27
24/03/2021,31/01/2020,30
24/03/2021,01/02/2020,52
24/03/2021,02/02/2020,41
24/03/2021,03/02/2020,25
24/03/2021,04/02/2020,25
24/03/2021,05/02/2020,30
24/03/2021,06/02/2020,26
24/03/2021,07/02/2020,21
24/03/2021,08/02/2020,17
24/03/2021,09/02/2020,17
24/03/2021,10/02/2020,62
24/03/2021,11/02/2020,31
24/03/2021,12/02/2020,52
24/03/2021,13/02/2020,52
24/03/2021,14/02/2020,69
24/03/2021,15/02/2020,151
24/03/2021,16/02/2020,86
24/03/2021,17/02/2020,140
24/03/2021,18/02/2020,164
24/03/2021,19/02/2020,139
24/03/2021,20/02/2020,408
24/03/2021,21/02/2020,316
24/03/2021,22/02/2020,390
24/03/2021,23/02/2020,516
24/03/2021,24/02/2020,689
24/03/2021,25/02/2020,825
24/03/2021,26/02/2020,743
24/03/2021,27/02/2020,899
24/03/2021,28/02/2020,1223
24/03/2021,29/02/2020,1078
24/03/2021,01/03/2020,2488
24/03/2021,02/03/2020,1954
24/03/2021,03/03/2020,2255
24/03/2021,04/03/2020,1944
24/03/2021,05/03/2020,2636
24/03/2021,06/03/2020,2976
24/03/2021,07/03/2020,3130
24/03/2021,08/03/2020,3677
24/03/2021,09/03/2020,4445
24/03/2021,10/03/2020,6156
24/03/2021,11/03/2020,4222
24/03/2021,12/03/2020,4796
24/03/2021,13/03/2020,5358
24/03/2021,14/03/2020,4717
24/03/2021,15/03/2020,5880
24/03/2021,16/03/2020,5339
24/03/2021,17/03/2020,4529
24/03/2021,18/03/2020,4826
24/03/2021,19/03/2020,4279
24/03/2021,20/03/2020,6152
24/03/2021,21/03/2020,3834
24/03/2021,22/03/2020,3767
24/03/2021,23/03/2020,4388
24/03/2021,24/03/2020,3574
24/03/2021,25/03/2020,3834
24/03/2021,26/03/2020,3320
24/03/2021,27/03/2020,3552
24/03/2021,28/03/2020,3161
24/03/2021,29/03/2020,2385
24/03/2021,30/03/2020,3678
24/03/2021,31/03/2020,2600
24/03/2021,01/04/2020,4085
24/03/2021,02/04/2020,2669
24/03/2021,03/04/2020,2714
24/03/2021,04/04/2020,2319
24/03/2021,05/04/2020,2043
24/03/2021,06/04/2020,2480
24/03/2021,07/04/2020,2249
24/03/2021,08/04/2020,2145
24/03/2021,09/04/2020,2026
24/03/2021,10/04/2020,2735
24/03/2021,11/04/2020,1619
24/03/2021,12/04/2020,1641
24/03/2021,13/04/2020,1512
24/03/2021,14/04/2020,1831
24/03/2021,15/04/2020,2147
24/03/2021,16/04/2020,1640
24/03/2021,17/04/2020,1612
24/03/2021,18/04/2020,1273
24/03/2021,19/04/2020,1016
24/03/2021,20/04/2020,1886
24/03/2021,21/04/2020,1188
24/03/2021,22/04/2020,1209
24/03/2021,23/04/2020,1243
24/03/2021,24/04/2020,1116
24/03/2021,25/04/2020,876
24/03/2021,26/04/2020,660
24/03/2021,27/04/2020,1112
24/03/2021,28/04/2020,864
24/03/2021,29/04/2020,916
24/03/2021,30/04/2020,856
24/03/2021,01/05/2020,693
24/03/2021,02/05/2020,505
24/03/2021,03/05/2020,410
24/03/2021,04/05/2020,647
24/03/2021,05/05/2020,617
24/03/2021,06/05/2020,558
24/03/2021,07/05/2020,489
24/03/2021,08/05/2020,513
24/03/2021,09/05/2020,294
24/03/2021,10/05/2020,339
24/03/2021,11/05/2020,437
24/03/2021,12/05/2020,445
24/03/2021,13/05/2020,382
24/03/2021,14/05/2020,330
24/03/2021,15/05/2020,339
24/03/2021,16/05/2020,236
24/03/2021,17/05/2020,183
24/03/2021,18/05/2020,310
24/03/2021,19/05/2020,257
24/03/2021,20/05/2020,293
24/03/2021,21/05/2020,223
24/03/2021,22/05/2020,190
24/03/2021,23/05/2020,133
24/03/2021,24/05/2020,97
24/03/2021,25/05/2020,227
24/03/2021,26/05/2020,181
24/03/2021,27/05/2020,209
24/03/2021,28/05/2020,165
24/03/2021,29/05/2020,138
24/03/2021,30/05/2020,121
24/03/2021,31/05/2020,67
24/03/2021,01/06/2020,174
24/03/2021,02/06/2020,66
24/03/2021,03/06/2020,134
24/03/2021,04/06/2020,125
24/03/2021,05/06/2020,165
24/03/2021,06/06/2020,96
24/03/2021,07/06/2020,72
24/03/2021,08/06/2020,138
24/03/2021,09/06/2020,122
24/03/2021,10/06/2020,117
24/03/2021,11/06/2020,106
24/03/2021,12/06/2020,120
24/03/2021,13/06/2020,75
24/03/2021,14/06/2020,84
24/03/2021,15/06/2020,122
24/03/2021,16/06/2020,103
24/03/2021,17/06/2020,98
24/03/2021,18/06/2020,92
24/03/2021,19/06/2020,90
24/03/2021,20/06/2020,66
24/03/2021,21/06/2020,64
24/03/2021,22/06/2020,90
24/03/2021,23/06/2020,75
24/03/2021,24/06/2020,98
24/03/2021,25/06/2020,92
24/03/2021,26/06/2020,102
24/03/2021,27/06/2020,79
24/03/2021,28/06/2020,59
24/03/2021,29/06/2020,101
24/03/2021,30/06/2020,72
24/03/2021,01/07/2020,119
24/03/2021,02/07/2020,90
24/03/2021,03/07/2020,76
24/03/2021,04/07/2020,81
24/03/2021,05/07/2020,68
24/03/2021,06/07/2020,104
24/03/2021,07/07/2020,106
24/03/2021,08/07/2020,106
24/03/2021,09/07/2020,84
24/03/2021,10/07/2020,116
24/03/2021,11/07/2020,83
24/03/2021,12/07/2020,74
24/03/2021,13/07/2020,106
24/03/2021,14/07/2020,115
24/03/2021,15/07/2020,102
24/03/2021,16/07/2020,93
24/03/2021,17/07/2020,105
24/03/2021,18/07/2020,98
24/03/2021,19/07/2020,93
24/03/2021,20/07/2020,144
24/03/2021,21/07/2020,129
24/03/2021,22/07/2020,121
24/03/2021,23/07/2020,137
24/03/2021,24/07/2020,119
24/03/2021,25/07/2020,131
24/03/2021,26/07/2020,98
24/03/2021,27/07/2020,138
24/03/2021,28/07/2020,142
24/03/2021,29/07/2020,139
24/03/2021,30/07/2020,124
24/03/2021,31/07/2020,129
24/03/2021,01/08/2020,161
24/03/2021,02/08/2020,128
24/03/2021,03/08/2020,215
24/03/2021,04/08/2020,201
24/03/2021,05/08/2020,219
24/03/2021,06/08/2020,217
24/03/2021,07/08/2020,216
24/03/2021,08/08/2020,260
24/03/2021,09/08/2020,211
24/03/2021,10/08/2020,296
24/03/2021,11/08/2020,269
24/03/2021,12/08/2020,282
24/03/2021,13/08/2020,313
24/03/2021,14/08/2020,314
24/03/2021,15/08/2020,361
24/03/2021,16/08/2020,374
24/03/2021,17/08/2020,574
24/03/2021,18/08/2020,632
24/03/2021,19/08/2020,580
24/03/2021,20/08/2020,597
24/03/2021,21/08/2020,632
24/03/2021,22/08/2020,595
24/03/2021,23/08/2020,614
24/03/2021,24/08/2020,691
24/03/2021,25/08/2020,652
24/03/2021,26/08/2020,631
24/03/2021,27/08/2020,582
24/03/2021,28/08/2020,594
24/03/2021,29/08/2020,447
24/03/2021,30/08/2020,441
24/03/2021,31/08/2020,581
24/03/2021,01/09/2020,745
24/03/2021,02/09/2020,649
24/03/2021,03/09/2020,597
24/03/2021,04/09/2020,650
24/03/2021,05/09/2020,556
24/03/2021,06/09/2020,531
24/03/2021,07/09/2020,821
24/03/2021,08/09/2020,692
24/03/2021,09/09/2020,690
24/03/2021,10/09/2020,781
24/03/2021,11/09/2020,671
24/03/2021,12/09/2020,658
24/03/2021,13/09/2020,604
24/03/2021,14/09/2020,901
24/03/2021,15/09/2020,910
24/03/2021,16/09/2020,839
24/03/2021,17/09/2020,861
24/03/2021,18/09/2020,869
24/03/2021,19/09/2020,854
24/03/2021,20/09/2020,842
24/03/2021,21/09/2020,992
24/03/2021,22/09/2020,974
24/03/2021,23/09/2020,897
24/03/2021,24/09/2020,870
24/03/2021,25/09/2020,1005
24/03/2021,26/09/2020,972
24/03/2021,27/09/2020,1006
24/03/2021,28/09/2020,1383
24/03/2021,29/09/2020,1277
24/03/2021,30/09/2020,1710
24/03/2021,01/10/2020,2335
24/03/2021,02/10/2020,2277
24/03/2021,03/10/2020,2382
24/03/2021,04/10/2020,2360
