iss_date,DATA_PRELIEVO_DIAGNOSI,CASI
06/10/2021,29/01/2020,<5
06/10/2021,06/02/2020,<5
06/10/2021,20/02/2020,<5
06/10/2021,21/02/2020,37
06/10/2021,22/02/2020,57
06/10/2021,23/02/2020,77
06/10/2021,24/02/2020,86
06/10/2021,25/02/2020,190
06/10/2021,26/02/2020,278
06/10/2021,27/02/2020,286
06/10/2021,28/02/2020,354
06/10/2021,29/02/2020,373
06/10/2021,01/03/2020,410
06/10/2021,02/03/2020,629
06/10/2021,03/03/2020,805
06/10/2021,04/03/2020,1076
06/10/2021,05/03/2020,1301
06/10/2021,06/03/2020,1528
06/10/2021,07/03/2020,1458
06/10/2021,08/03/2020,1451
06/10/2021,09/03/2020,2240
06/10/2021,10/03/2020,2455
06/10/2021,11/03/2020,2776
06/10/2021,12/03/2020,3140
06/10/2021,13/03/2020,4105
06/10/2021,14/03/2020,3537
06/10/2021,15/03/2020,2848
06/10/2021,16/03/2020,4815
06/10/2021,17/03/2020,5342
06/10/2021,18/03/2020,5689
06/10/2021,19/03/2020,5680
06/10/2021,20/03/2020,6254
06/10/2021,21/03/2020,4922
06/10/2021,22/03/2020,3926
06/10/2021,23/03/2020,6101
06/10/2021,24/03/2020,5917
06/10/2021,25/03/2020,5803
06/10/2021,26/03/2020,5703
06/10/2021,27/03/2020,5795
06/10/2021,28/03/2020,4530
06/10/2021,29/03/2020,3014
06/10/2021,30/03/2020,5090
06/10/2021,31/03/2020,5361
06/10/2021,01/04/2020,5024
06/10/2021,02/04/2020,4776
06/10/2021,03/04/2020,4452
06/10/2021,04/04/2020,3661
06/10/2021,05/04/2020,2600
06/10/2021,06/04/2020,4088
06/10/2021,07/04/2020,4142
06/10/2021,08/04/2020,4800
06/10/2021,09/04/2020,4686
06/10/2021,10/04/2020,5130
06/10/2021,11/04/2020,3431
06/10/2021,12/04/2020,1923
06/10/2021,13/04/2020,2267
06/10/2021,14/04/2020,3278
06/10/2021,15/04/2020,3950
06/10/2021,16/04/2020,3708
06/10/2021,17/04/2020,3504
06/10/2021,18/04/2020,2640
06/10/2021,19/04/2020,1389
06/10/2021,20/04/2020,3007
06/10/2021,21/04/2020,3076
06/10/2021,22/04/2020,2605
06/10/2021,23/04/2020,2812
06/10/2021,24/04/2020,2739
06/10/2021,25/04/2020,1667
06/10/2021,26/04/2020,1018
06/10/2021,27/04/2020,1982
06/10/2021,28/04/2020,2240
06/10/2021,29/04/2020,2326
06/10/2021,30/04/2020,2267
06/10/2021,01/05/2020,1085
06/10/2021,02/05/2020,1020
06/10/2021,03/05/2020,506
06/10/2021,04/05/2020,1458
06/10/2021,05/05/2020,1536
06/10/2021,06/05/2020,1442
06/10/2021,07/05/2020,1389
06/10/2021,08/05/2020,1379
06/10/2021,09/05/2020,731
06/10/2021,10/05/2020,337
06/10/2021,11/05/2020,872
06/10/2021,12/05/2020,915
06/10/2021,13/05/2020,889
06/10/2021,14/05/2020,902
06/10/2021,15/05/2020,791
06/10/2021,16/05/2020,606
06/10/2021,17/05/2020,298
06/10/2021,18/05/2020,655
06/10/2021,19/05/2020,720
06/10/2021,20/05/2020,674
06/10/2021,21/05/2020,622
06/10/2021,22/05/2020,685
06/10/2021,23/05/2020,356
06/10/2021,24/05/2020,147
06/10/2021,25/05/2020,513
06/10/2021,26/05/2020,540
06/10/2021,27/05/2020,524
06/10/2021,28/05/2020,516
06/10/2021,29/05/2020,388
06/10/2021,30/05/2020,285
06/10/2021,31/05/2020,89
06/10/2021,01/06/2020,375
06/10/2021,02/06/2020,87
06/10/2021,03/06/2020,358
06/10/2021,04/06/2020,361
06/10/2021,05/06/2020,384
06/10/2021,06/06/2020,203
06/10/2021,07/06/2020,84
06/10/2021,08/06/2020,300
06/10/2021,09/06/2020,368
06/10/2021,10/06/2020,394
06/10/2021,11/06/2020,447
06/10/2021,12/06/2020,369
06/10/2021,13/06/2020,214
06/10/2021,14/06/2020,68
06/10/2021,15/06/2020,276
06/10/2021,16/06/2020,280
06/10/2021,17/06/2020,302
06/10/2021,18/06/2020,232
06/10/2021,19/06/2020,290
06/10/2021,20/06/2020,165
06/10/2021,21/06/2020,62
06/10/2021,22/06/2020,333
06/10/2021,23/06/2020,292
06/10/2021,24/06/2020,206
06/10/2021,25/06/2020,201
06/10/2021,26/06/2020,184
06/10/2021,27/06/2020,121
06/10/2021,28/06/2020,62
06/10/2021,29/06/2020,236
06/10/2021,30/06/2020,197
06/10/2021,01/07/2020,235
06/10/2021,02/07/2020,249
06/10/2021,03/07/2020,238
06/10/2021,04/07/2020,224
06/10/2021,05/07/2020,76
06/10/2021,06/07/2020,235
06/10/2021,07/07/2020,224
06/10/2021,08/07/2020,285
06/10/2021,09/07/2020,219
06/10/2021,10/07/2020,250
06/10/2021,11/07/2020,163
06/10/2021,12/07/2020,62
06/10/2021,13/07/2020,188
06/10/2021,14/07/2020,237
06/10/2021,15/07/2020,237
06/10/2021,16/07/2020,257
06/10/2021,17/07/2020,285
06/10/2021,18/07/2020,166
06/10/2021,19/07/2020,110
06/10/2021,20/07/2020,317
06/10/2021,21/07/2020,279
06/10/2021,22/07/2020,275
06/10/2021,23/07/2020,269
06/10/2021,24/07/2020,305
06/10/2021,25/07/2020,193
06/10/2021,26/07/2020,92
06/10/2021,27/07/2020,324
06/10/2021,28/07/2020,317
06/10/2021,29/07/2020,470
06/10/2021,30/07/2020,361
06/10/2021,31/07/2020,320
06/10/2021,01/08/2020,202
06/10/2021,02/08/2020,107
06/10/2021,03/08/2020,420
06/10/2021,04/08/2020,393
06/10/2021,05/08/2020,507
06/10/2021,06/08/2020,398
06/10/2021,07/08/2020,497
06/10/2021,08/08/2020,343
06/10/2021,09/08/2020,193
06/10/2021,10/08/2020,503
06/10/2021,11/08/2020,536
06/10/2021,12/08/2020,626
06/10/2021,13/08/2020,551
06/10/2021,14/08/2020,633
06/10/2021,15/08/2020,323
06/10/2021,16/08/2020,300
06/10/2021,17/08/2020,703
06/10/2021,18/08/2020,926
06/10/2021,19/08/2020,1075
06/10/2021,20/08/2020,1166
06/10/2021,21/08/2020,1422
06/10/2021,22/08/2020,1059
06/10/2021,23/08/2020,718
06/10/2021,24/08/2020,1684
06/10/2021,25/08/2020,1596
06/10/2021,26/08/2020,1547
06/10/2021,27/08/2020,1518
06/10/2021,28/08/2020,1470
06/10/2021,29/08/2020,1067
06/10/2021,30/08/2020,578
06/10/2021,31/08/2020,1433
06/10/2021,01/09/2020,1425
06/10/2021,02/09/2020,1635
06/10/2021,03/09/2020,1599
06/10/2021,04/09/2020,1654
06/10/2021,05/09/2020,1150
06/10/2021,06/09/2020,563
06/10/2021,07/09/2020,1580
06/10/2021,08/09/2020,1621
06/10/2021,09/09/2020,1641
06/10/2021,10/09/2020,1675
06/10/2021,11/09/2020,1621
06/10/2021,12/09/2020,1231
06/10/2021,13/09/2020,599
06/10/2021,14/09/2020,1671
06/10/2021,15/09/2020,1830
06/10/2021,16/09/2020,1617
06/10/2021,17/09/2020,1755
06/10/2021,18/09/2020,1928
06/10/2021,19/09/2020,1329
06/10/2021,20/09/2020,659
06/10/2021,21/09/2020,1985
06/10/2021,22/09/2020,1948
06/10/2021,23/09/2020,2051
06/10/2021,24/09/2020,2012
06/10/2021,25/09/2020,2115
06/10/2021,26/09/2020,1505
06/10/2021,27/09/2020,902
06/10/2021,28/09/2020,2284
06/10/2021,29/09/2020,2329
06/10/2021,30/09/2020,2617
06/10/2021,01/10/2020,3054
06/10/2021,02/10/2020,3333
06/10/2021,03/10/2020,2618
06/10/2021,04/10/2020,1757
06/10/2021,05/10/2020,4722
06/10/2021,06/10/2020,4953
06/10/2021,07/10/2020,5479
06/10/2021,08/10/2020,6180
06/10/2021,09/10/2020,6961
06/10/2021,10/10/2020,6062
06/10/2021,11/10/2020,3423
06/10/2021,12/10/2020,9603
06/10/2021,13/10/2020,10467
06/10/2021,14/10/2020,11489
06/10/2021,15/10/2020,12222
06/10/2021,16/10/2020,13818
06/10/2021,17/10/2020,11918
06/10/2021,18/10/2020,6417
06/10/2021,19/10/2020,17660
06/10/2021,20/10/2020,19758
06/10/2021,21/10/2020,22814
06/10/2021,22/10/2020,24233
06/10/2021,23/10/2020,26171
06/10/2021,24/10/2020,20263
06/10/2021,25/10/2020,11327
06/10/2021,26/10/2020,28766
06/10/2021,27/10/2020,31808
06/10/2021,28/10/2020,34232
06/10/2021,29/10/2020,33351
06/10/2021,30/10/2020,35565
06/10/2021,31/10/2020,25829
06/10/2021,01/11/2020,13855
06/10/2021,02/11/2020,35386
06/10/2021,03/11/2020,38399
06/10/2021,04/11/2020,41677
06/10/2021,05/11/2020,40647
06/10/2021,06/11/2020,42010
06/10/2021,07/11/2020,30400
06/10/2021,08/11/2020,15649
06/10/2021,09/11/2020,39318
06/10/2021,10/11/2020,40839
06/10/2021,11/11/2020,39731
06/10/2021,12/11/2020,39275
06/10/2021,13/11/2020,40064
06/10/2021,14/11/2020,29137
06/10/2021,15/11/2020,14574
06/10/2021,16/11/2020,36678
06/10/2021,17/11/2020,38468
06/10/2021,18/11/2020,37024
06/10/2021,19/11/2020,35472
06/10/2021,20/11/2020,32881
06/10/2021,21/11/2020,22851
06/10/2021,22/11/2020,10848
06/10/2021,23/11/2020,28484
06/10/2021,24/11/2020,28870
06/10/2021,25/11/2020,27487
06/10/2021,26/11/2020,26593
06/10/2021,27/11/2020,24468
06/10/2021,28/11/2020,18233
06/10/2021,29/11/2020,8251
06/10/2021,30/11/2020,22566
06/10/2021,01/12/2020,23234
06/10/2021,02/12/2020,21663
06/10/2021,03/12/2020,20245
06/10/2021,04/12/2020,20502
06/10/2021,05/12/2020,15428
06/10/2021,06/12/2020,6327
06/10/2021,07/12/2020,19537
06/10/2021,08/12/2020,7737
06/10/2021,09/12/2020,20164
06/10/2021,10/12/2020,20703
06/10/2021,11/12/2020,19818
06/10/2021,12/12/2020,14333
06/10/2021,13/12/2020,5771
06/10/2021,14/12/2020,18177
06/10/2021,15/12/2020,18569
06/10/2021,16/12/2020,16995
06/10/2021,17/12/2020,16548
06/10/2021,18/12/2020,16994
06/10/2021,19/12/2020,12953
06/10/2021,20/12/2020,6454
06/10/2021,21/12/2020,17329
06/10/2021,22/12/2020,19647
06/10/2021,23/12/2020,19156
06/10/2021,24/12/2020,15957
06/10/2021,25/12/2020,4586
06/10/2021,26/12/2020,7973
06/10/2021,27/12/2020,7716
06/10/2021,28/12/2020,19197
06/10/2021,29/12/2020,24179
06/10/2021,30/12/2020,23941
06/10/2021,31/12/2020,19218
06/10/2021,01/01/2021,5654
06/10/2021,02/01/2021,15634
06/10/2021,03/01/2021,8365
06/10/2021,04/01/2021,22893
06/10/2021,05/01/2021,24831
06/10/2021,06/01/2021,9127
06/10/2021,07/01/2021,21505
06/10/2021,08/01/2021,21139
06/10/2021,09/01/2021,15594
06/10/2021,10/01/2021,6892
06/10/2021,11/01/2021,17067
