iss_date,DATARICOVERO1,RICOVERI
06/10/2021,20/02/2020,92
06/10/2021,21/02/2020,122
06/10/2021,22/02/2020,106
06/10/2021,23/02/2020,152
06/10/2021,24/02/2020,191
06/10/2021,25/02/2020,269
06/10/2021,26/02/2020,276
06/10/2021,27/02/2020,319
06/10/2021,28/02/2020,379
06/10/2021,29/02/2020,373
06/10/2021,01/03/2020,444
06/10/2021,02/03/2020,665
06/10/2021,03/03/2020,818
06/10/2021,04/03/2020,915
06/10/2021,05/03/2020,1088
06/10/2021,06/03/2020,1232
06/10/2021,07/03/2020,1206
06/10/2021,08/03/2020,1160
06/10/2021,09/03/2020,1454
06/10/2021,10/03/2020,1596
06/10/2021,11/03/2020,1755
06/10/2021,12/03/2020,1905
06/10/2021,13/03/2020,2328
06/10/2021,14/03/2020,1994
06/10/2021,15/03/2020,1901
06/10/2021,16/03/2020,2491
06/10/2021,17/03/2020,2669
06/10/2021,18/03/2020,2709
06/10/2021,19/03/2020,2785
06/10/2021,20/03/2020,2856
06/10/2021,21/03/2020,2540
06/10/2021,22/03/2020,2191
06/10/2021,23/03/2020,2711
06/10/2021,24/03/2020,2617
06/10/2021,25/03/2020,2330
06/10/2021,26/03/2020,2118
06/10/2021,27/03/2020,2227
06/10/2021,28/03/2020,1744
06/10/2021,29/03/2020,1437
06/10/2021,30/03/2020,1686
06/10/2021,31/03/2020,1576
06/10/2021,01/04/2020,1497
06/10/2021,02/04/2020,1461
06/10/2021,03/04/2020,1257
06/10/2021,04/04/2020,1015
06/10/2021,05/04/2020,837
06/10/2021,06/04/2020,1012
06/10/2021,07/04/2020,1014
06/10/2021,08/04/2020,1035
06/10/2021,09/04/2020,993
06/10/2021,10/04/2020,901
06/10/2021,11/04/2020,808
06/10/2021,12/04/2020,661
06/10/2021,13/04/2020,622
06/10/2021,14/04/2020,837
06/10/2021,15/04/2020,688
06/10/2021,16/04/2020,696
06/10/2021,17/04/2020,707
06/10/2021,18/04/2020,569
06/10/2021,19/04/2020,461
06/10/2021,20/04/2020,649
06/10/2021,21/04/2020,580
06/10/2021,22/04/2020,585
06/10/2021,23/04/2020,575
06/10/2021,24/04/2020,542
06/10/2021,25/04/2020,425
06/10/2021,26/04/2020,349
06/10/2021,27/04/2020,422
06/10/2021,28/04/2020,416
06/10/2021,29/04/2020,401
06/10/2021,30/04/2020,353
06/10/2021,01/05/2020,270
06/10/2021,02/05/2020,234
06/10/2021,03/05/2020,180
06/10/2021,04/05/2020,284
06/10/2021,05/05/2020,276
06/10/2021,06/05/2020,280
06/10/2021,07/05/2020,264
06/10/2021,08/05/2020,274
06/10/2021,09/05/2020,164
06/10/2021,10/05/2020,154
06/10/2021,11/05/2020,226
06/10/2021,12/05/2020,176
06/10/2021,13/05/2020,178
06/10/2021,14/05/2020,187
06/10/2021,15/05/2020,191
06/10/2021,16/05/2020,134
06/10/2021,17/05/2020,115
06/10/2021,18/05/2020,150
06/10/2021,19/05/2020,143
06/10/2021,20/05/2020,138
06/10/2021,21/05/2020,108
06/10/2021,22/05/2020,111
06/10/2021,23/05/2020,88
06/10/2021,24/05/2020,81
06/10/2021,25/05/2020,137
06/10/2021,26/05/2020,103
06/10/2021,27/05/2020,97
06/10/2021,28/05/2020,76
06/10/2021,29/05/2020,93
06/10/2021,30/05/2020,79
06/10/2021,31/05/2020,47
06/10/2021,01/06/2020,100
06/10/2021,02/06/2020,59
06/10/2021,03/06/2020,80
06/10/2021,04/06/2020,72
06/10/2021,05/06/2020,78
06/10/2021,06/06/2020,46
06/10/2021,07/06/2020,42
06/10/2021,08/06/2020,92
06/10/2021,09/06/2020,64
06/10/2021,10/06/2020,68
06/10/2021,11/06/2020,54
06/10/2021,12/06/2020,66
06/10/2021,13/06/2020,58
06/10/2021,14/06/2020,48
06/10/2021,15/06/2020,64
06/10/2021,16/06/2020,50
06/10/2021,17/06/2020,56
06/10/2021,18/06/2020,62
06/10/2021,19/06/2020,69
06/10/2021,20/06/2020,34
06/10/2021,21/06/2020,40
06/10/2021,22/06/2020,70
06/10/2021,23/06/2020,50
06/10/2021,24/06/2020,65
06/10/2021,25/06/2020,64
06/10/2021,26/06/2020,69
06/10/2021,27/06/2020,36
06/10/2021,28/06/2020,29
06/10/2021,29/06/2020,70
06/10/2021,30/06/2020,59
06/10/2021,01/07/2020,49
06/10/2021,02/07/2020,64
06/10/2021,03/07/2020,69
06/10/2021,04/07/2020,36
06/10/2021,05/07/2020,47
06/10/2021,06/07/2020,56
06/10/2021,07/07/2020,45
06/10/2021,08/07/2020,55
06/10/2021,09/07/2020,44
06/10/2021,10/07/2020,61
06/10/2021,11/07/2020,45
06/10/2021,12/07/2020,35
06/10/2021,13/07/2020,58
06/10/2021,14/07/2020,48
06/10/2021,15/07/2020,53
06/10/2021,16/07/2020,53
06/10/2021,17/07/2020,75
06/10/2021,18/07/2020,44
06/10/2021,19/07/2020,34
06/10/2021,20/07/2020,60
06/10/2021,21/07/2020,65
06/10/2021,22/07/2020,56
06/10/2021,23/07/2020,59
06/10/2021,24/07/2020,56
06/10/2021,25/07/2020,58
06/10/2021,26/07/2020,41
06/10/2021,27/07/2020,50
06/10/2021,28/07/2020,57
06/10/2021,29/07/2020,50
06/10/2021,30/07/2020,53
06/10/2021,31/07/2020,72
06/10/2021,01/08/2020,65
06/10/2021,02/08/2020,48
06/10/2021,03/08/2020,76
06/10/2021,04/08/2020,59
06/10/2021,05/08/2020,73
06/10/2021,06/08/2020,53
06/10/2021,07/08/2020,65
06/10/2021,08/08/2020,57
06/10/2021,09/08/2020,60
06/10/2021,10/08/2020,79
06/10/2021,11/08/2020,58
06/10/2021,12/08/2020,87
06/10/2021,13/08/2020,77
06/10/2021,14/08/2020,79
06/10/2021,15/08/2020,60
06/10/2021,16/08/2020,62
06/10/2021,17/08/2020,81
06/10/2021,18/08/2020,103
06/10/2021,19/08/2020,127
06/10/2021,20/08/2020,77
06/10/2021,21/08/2020,91
06/10/2021,22/08/2020,111
06/10/2021,23/08/2020,89
06/10/2021,24/08/2020,116
06/10/2021,25/08/2020,139
06/10/2021,26/08/2020,141
06/10/2021,27/08/2020,135
06/10/2021,28/08/2020,135
06/10/2021,29/08/2020,107
06/10/2021,30/08/2020,113
06/10/2021,31/08/2020,121
06/10/2021,01/09/2020,151
06/10/2021,02/09/2020,165
06/10/2021,03/09/2020,179
06/10/2021,04/09/2020,165
06/10/2021,05/09/2020,147
06/10/2021,06/09/2020,120
06/10/2021,07/09/2020,201
06/10/2021,08/09/2020,169
06/10/2021,09/09/2020,179
06/10/2021,10/09/2020,200
06/10/2021,11/09/2020,187
06/10/2021,12/09/2020,181
06/10/2021,13/09/2020,173
06/10/2021,14/09/2020,207
06/10/2021,15/09/2020,228
06/10/2021,16/09/2020,226
06/10/2021,17/09/2020,233
06/10/2021,18/09/2020,236
06/10/2021,19/09/2020,189
06/10/2021,20/09/2020,168
06/10/2021,21/09/2020,240
06/10/2021,22/09/2020,248
06/10/2021,23/09/2020,241
06/10/2021,24/09/2020,240
06/10/2021,25/09/2020,260
06/10/2021,26/09/2020,218
06/10/2021,27/09/2020,191
06/10/2021,28/09/2020,258
06/10/2021,29/09/2020,277
06/10/2021,30/09/2020,242
06/10/2021,01/10/2020,316
06/10/2021,02/10/2020,344
06/10/2021,03/10/2020,355
06/10/2021,04/10/2020,322
06/10/2021,05/10/2020,424
06/10/2021,06/10/2020,469
06/10/2021,07/10/2020,462
06/10/2021,08/10/2020,512
06/10/2021,09/10/2020,555
06/10/2021,10/10/2020,566
06/10/2021,11/10/2020,586
06/10/2021,12/10/2020,736
06/10/2021,13/10/2020,806
06/10/2021,14/10/2020,827
06/10/2021,15/10/2020,942
06/10/2021,16/10/2020,944
06/10/2021,17/10/2020,1109
06/10/2021,18/10/2020,1042
06/10/2021,19/10/2020,1281
06/10/2021,20/10/2020,1388
06/10/2021,21/10/2020,1408
06/10/2021,22/10/2020,1510
06/10/2021,23/10/2020,1706
06/10/2021,24/10/2020,1574
06/10/2021,25/10/2020,1661
06/10/2021,26/10/2020,1968
06/10/2021,27/10/2020,1963
06/10/2021,28/10/2020,2002
06/10/2021,29/10/2020,2103
06/10/2021,30/10/2020,2286
06/10/2021,31/10/2020,2069
06/10/2021,01/11/2020,1929
06/10/2021,02/11/2020,2423
06/10/2021,03/11/2020,2481
06/10/2021,04/11/2020,2599
06/10/2021,05/11/2020,2621
06/10/2021,06/11/2020,2560
06/10/2021,07/11/2020,2432
06/10/2021,08/11/2020,2185
06/10/2021,09/11/2020,2495
06/10/2021,10/11/2020,2527
06/10/2021,11/11/2020,2634
06/10/2021,12/11/2020,2535
06/10/2021,13/11/2020,2559
06/10/2021,14/11/2020,2318
06/10/2021,15/11/2020,2010
06/10/2021,16/11/2020,2478
06/10/2021,17/11/2020,2468
06/10/2021,18/11/2020,2318
06/10/2021,19/11/2020,2308
06/10/2021,20/11/2020,2209
06/10/2021,21/11/2020,1819
06/10/2021,22/11/2020,1604
06/10/2021,23/11/2020,2027
06/10/2021,24/11/2020,1958
