DATARICOVERO1,RICOVERI,iss_date
29/04/2022,667,25/08/2022
29/05/2020,125,25/08/2022
29/05/2021,217,25/08/2022
29/05/2022,261,25/08/2022
29/06/2020,105,25/08/2022
29/06/2021,72,25/08/2022
29/06/2022,795,25/08/2022
29/07/2020,79,25/08/2022
29/07/2021,212,25/08/2022
29/07/2022,669,25/08/2022
29/08/2020,114,25/08/2022
29/08/2021,322,25/08/2022
29/09/2020,289,25/08/2022
29/09/2021,170,25/08/2022
29/10/2020,2115,25/08/2022
29/10/2021,253,25/08/2022
29/11/2020,1373,25/08/2022
29/11/2021,514,25/08/2022
29/12/2020,1410,25/08/2022
29/12/2021,1353,25/08/2022
30/01/2021,904,25/08/2022
30/01/2022,1080,25/08/2022
30/03/2020,1689,25/08/2022
30/03/2021,1759,25/08/2022
30/03/2022,818,25/08/2022
30/04/2020,381,25/08/2022
30/04/2021,890,25/08/2022
30/04/2022,531,25/08/2022
30/05/2020,91,25/08/2022
30/05/2021,183,25/08/2022
30/05/2022,331,25/08/2022
30/06/2020,77,25/08/2022
30/06/2021,66,25/08/2022
30/06/2022,835,25/08/2022
30/07/2020,66,25/08/2022
30/07/2021,256,25/08/2022
30/07/2022,595,25/08/2022
30/08/2020,117,25/08/2022
30/08/2021,326,25/08/2022
30/09/2020,268,25/08/2022
30/09/2021,179,25/08/2022
30/10/2020,2298,25/08/2022
30/10/2021,247,25/08/2022
30/11/2020,1601,25/08/2022
30/11/2021,480,25/08/2022
30/12/2020,1342,25/08/2022
30/12/2021,1249,25/08/2022
31/01/2021,828,25/08/2022
31/01/2022,1444,25/08/2022
31/03/2020,1597,25/08/2022
31/03/2021,1718,25/08/2022
31/03/2022,879,25/08/2022
31/05/2020,60,25/08/2022
31/05/2021,220,25/08/2022
31/05/2022,344,25/08/2022
31/07/2020,88,25/08/2022
31/07/2021,231,25/08/2022
31/07/2022,481,25/08/2022
31/08/2020,145,25/08/2022
31/08/2021,347,25/08/2022
31/10/2020,2070,25/08/2022
31/10/2021,236,25/08/2022
31/12/2020,1372,25/08/2022
31/12/2021,1343,25/08/2022
,21200208,25/08/2022
