DATA_DECESSO,DECESSI,iss_date
29/10/2021,47,25/08/2022
29/11/2020,672,25/08/2022
29/11/2021,87,25/08/2022
29/12/2020,449,25/08/2022
29/12/2021,145,25/08/2022
30/01/2021,380,25/08/2022
30/01/2022,342,25/08/2022
30/03/2020,780,25/08/2022
30/03/2021,419,25/08/2022
30/03/2022,140,25/08/2022
30/04/2020,261,25/08/2022
30/04/2021,247,25/08/2022
30/04/2022,110,25/08/2022
30/05/2020,49,25/08/2022
30/05/2021,51,25/08/2022
30/05/2022,39,25/08/2022
30/06/2020,16,25/08/2022
30/06/2021,14,25/08/2022
30/06/2022,69,25/08/2022
30/07/2020,7,25/08/2022
30/07/2021,8,25/08/2022
30/07/2022,113,25/08/2022
30/08/2020,7,25/08/2022
30/08/2021,50,25/08/2022
30/09/2020,19,25/08/2022
30/09/2021,45,25/08/2022
30/10/2020,354,25/08/2022
30/10/2021,31,25/08/2022
30/11/2020,694,25/08/2022
30/11/2021,72,25/08/2022
30/12/2020,477,25/08/2022
30/12/2021,150,25/08/2022
31/01/2021,365,25/08/2022
31/01/2022,381,25/08/2022
31/03/2020,703,25/08/2022
31/03/2021,450,25/08/2022
31/03/2022,134,25/08/2022
31/05/2020,48,25/08/2022
31/05/2021,67,25/08/2022
31/05/2022,53,25/08/2022
31/07/2020,<5,25/08/2022
31/07/2021,16,25/08/2022
31/07/2022,109,25/08/2022
31/08/2020,9,25/08/2022
31/08/2021,62,25/08/2022
31/10/2020,371,25/08/2022
31/10/2021,43,25/08/2022
31/12/2020,434,25/08/2022
31/12/2021,157,25/08/2022
,21682919,25/08/2022
