DATA_INIZIO_SINTOMI,CASI,iss_date
05/08/2020,220,25/08/2022
05/08/2021,3743,25/08/2022
05/08/2022,8719,25/08/2022
05/09/2020,558,25/08/2022
05/09/2021,2643,25/08/2022
05/10/2020,3372,25/08/2022
05/10/2021,1716,25/08/2022
05/11/2020,17960,25/08/2022
05/11/2021,4315,25/08/2022
05/12/2020,7657,25/08/2022
05/12/2021,8494,25/08/2022
06/01/2021,7829,25/08/2022
06/01/2022,40751,25/08/2022
06/02/2020,24,25/08/2022
06/02/2021,6412,25/08/2022
06/02/2022,18151,25/08/2022
06/03/2020,2970,25/08/2022
06/03/2021,12357,25/08/2022
06/03/2022,13569,25/08/2022
06/04/2020,2459,25/08/2022
06/04/2021,8631,25/08/2022
06/04/2022,21580,25/08/2022
06/05/2020,565,25/08/2022
06/05/2021,4113,25/08/2022
06/05/2022,11876,25/08/2022
06/06/2020,98,25/08/2022
06/06/2021,783,25/08/2022
06/06/2022,8701,25/08/2022
06/07/2020,103,25/08/2022
06/07/2021,812,25/08/2022
06/07/2022,28285,25/08/2022
06/08/2020,210,25/08/2022
06/08/2021,3602,25/08/2022
06/08/2022,7888,25/08/2022
06/09/2020,538,25/08/2022
06/09/2021,3074,25/08/2022
06/10/2020,3218,25/08/2022
06/10/2021,1646,25/08/2022
06/11/2020,18346,25/08/2022
06/11/2021,3872,25/08/2022
06/12/2020,6417,25/08/2022
06/12/2021,10665,25/08/2022
07/01/2021,8094,25/08/2022
07/01/2022,46347,25/08/2022
07/02/2020,22,25/08/2022
07/02/2021,5873,25/08/2022
07/02/2022,24684,25/08/2022
07/03/2020,3128,25/08/2022
07/03/2021,11591,25/08/2022
07/03/2022,19822,25/08/2022
07/04/2020,2273,25/08/2022
07/04/2021,8588,25/08/2022
07/04/2022,19611,25/08/2022
07/05/2020,499,25/08/2022
07/05/2021,3907,25/08/2022
07/05/2022,10783,25/08/2022
07/06/2020,74,25/08/2022
07/06/2021,935,25/08/2022
07/06/2022,8157,25/08/2022
07/07/2020,108,25/08/2022
07/07/2021,872,25/08/2022
07/07/2022,25561,25/08/2022
07/08/2020,216,25/08/2022
07/08/2021,3357,25/08/2022
07/08/2022,6982,25/08/2022
07/09/2020,822,25/08/2022
07/09/2021,2843,25/08/2022
07/10/2020,3722,25/08/2022
07/10/2021,1452,25/08/2022
07/11/2020,16782,25/08/2022
07/11/2021,4114,25/08/2022
07/12/2020,8778,25/08/2022
07/12/2021,10214,25/08/2022
08/01/2021,7712,25/08/2022
08/01/2022,41417,25/08/2022
08/02/2020,17,25/08/2022
08/02/2021,7341,25/08/2022
08/02/2022,20002,25/08/2022
08/03/2020,3700,25/08/2022
08/03/2021,15393,25/08/2022
08/03/2022,18102,25/08/2022
08/04/2020,2145,25/08/2022
08/04/2021,8337,25/08/2022
08/04/2022,18422,25/08/2022
08/05/2020,525,25/08/2022
08/05/2021,3430,25/08/2022
08/05/2022,10647,25/08/2022
08/06/2020,138,25/08/2022
08/06/2021,789,25/08/2022
08/06/2022,7979,25/08/2022
08/07/2020,105,25/08/2022
08/07/2021,908,25/08/2022
08/07/2022,23903,25/08/2022
08/08/2020,266,25/08/2022
08/08/2021,3386,25/08/2022
08/08/2022,11118,25/08/2022
08/09/2020,695,25/08/2022
08/09/2021,2708,25/08/2022
08/10/2020,4067,25/08/2022
08/10/2021,1516,25/08/2022
08/11/2020,15673,25/08/2022
08/11/2021,5339,25/08/2022
08/12/2020,7135,25/08/2022
08/12/2021,10383,25/08/2022
09/01/2021,6856,25/08/2022
09/01/2022,41264,25/08/2022
09/02/2020,17,25/08/2022
09/02/2021,6510,25/08/2022
09/02/2022,18433,25/08/2022
09/03/2020,4438,25/08/2022
09/03/2021,13045,25/08/2022
09/03/2022,18525,25/08/2022
09/04/2020,2065,25/08/2022
09/04/2021,7575,25/08/2022
09/04/2022,17027,25/08/2022
09/05/2020,301,25/08/2022
09/05/2021,3270,25/08/2022
09/05/2022,15521,25/08/2022
09/06/2020,126,25/08/2022
09/06/2021,784,25/08/2022
09/06/2022,7522,25/08/2022
09/07/2020,87,25/08/2022
09/07/2021,1094,25/08/2022
09/07/2022,21148,25/08/2022
09/08/2020,211,25/08/2022
09/08/2021,4211,25/08/2022
09/08/2022,8445,25/08/2022
09/09/2020,693,25/08/2022
09/09/2021,2531,25/08/2022
09/10/2020,4561,25/08/2022
09/10/2021,1377,25/08/2022
09/11/2020,19041,25/08/2022
09/11/2021,4989,25/08/2022
09/12/2020,8268,25/08/2022
09/12/2021,10743,25/08/2022
10/01/2021,6554,25/08/2022
10/01/2022,56522,25/08/2022
10/02/2020,61,25/08/2022
10/02/2021,7095,25/08/2022
10/02/2022,17200,25/08/2022
10/03/2020,6135,25/08/2022
10/03/2021,14606,25/08/2022
10/03/2022,18385,25/08/2022
10/04/2020,2724,25/08/2022
10/04/2021,7706,25/08/2022
10/04/2022,15507,25/08/2022
10/05/2020,334,25/08/2022
10/05/2021,4001,25/08/2022
10/05/2022,13520,25/08/2022
10/06/2020,116,25/08/2022
10/06/2021,755,25/08/2022
10/06/2022,7567,25/08/2022
10/07/2020,117,25/08/2022
10/07/2021,1183,25/08/2022
10/07/2022,21365,25/08/2022
10/08/2020,297,25/08/2022
10/08/2021,4251,25/08/2022
10/08/2022,8311,25/08/2022
10/09/2020,779,25/08/2022
10/09/2021,2505,25/08/2022
10/10/2020,5013,25/08/2022
10/10/2021,1612,25/08/2022
10/11/2020,18369,25/08/2022
10/11/2021,5122,25/08/2022
10/12/2020,8344,25/08/2022
10/12/2021,11435,25/08/2022
11/01/2021,7564,25/08/2022
11/01/2022,49336,25/08/2022
11/02/2020,34,25/08/2022
11/02/2021,6150,25/08/2022
11/02/2022,15167,25/08/2022
11/03/2020,4236,25/08/2022
11/03/2021,12688,25/08/2022
11/03/2022,18575,25/08/2022
11/04/2020,1623,25/08/2022
11/04/2021,6876,25/08/2022
11/04/2022,22517,25/08/2022
11/05/2020,441,25/08/2022
11/05/2021,3298,25/08/2022
11/05/2022,12574,25/08/2022
11/06/2020,111,25/08/2022
11/06/2021,587,25/08/2022
11/06/2022,7515,25/08/2022
11/07/2020,83,25/08/2022
11/07/2021,1226,25/08/2022
11/07/2022,32586,25/08/2022
11/08/2020,276,25/08/2022
11/08/2021,3771,25/08/2022
11/08/2022,7183,25/08/2022
11/09/2020,674,25/08/2022
11/09/2021,2168,25/08/2022
11/10/2020,4418,25/08/2022
11/10/2021,1863,25/08/2022
11/11/2020,16036,25/08/2022
11/11/2021,4998,25/08/2022
11/12/2020,7551,25/08/2022
11/12/2021,11001,25/08/2022
12/01/2021,6719,25/08/2022
12/01/2022,46905,25/08/2022
12/02/2020,54,25/08/2022
12/02/2021,6373,25/08/2022
12/02/2022,13359,25/08/2022
12/03/2020,4806,25/08/2022
12/03/2021,13339,25/08/2022
12/03/2022,19175,25/08/2022
12/04/2020,1651,25/08/2022
12/04/2021,8666,25/08/2022
12/04/2022,19328,25/08/2022
12/05/2020,453,25/08/2022
12/05/2021,3127,25/08/2022
12/05/2022,11214,25/08/2022
12/06/2020,126,25/08/2022
12/06/2021,538,25/08/2022
12/06/2022,8669,25/08/2022
12/07/2020,82,25/08/2022
12/07/2021,1711,25/08/2022
12/07/2022,27377,25/08/2022
12/08/2020,286,25/08/2022
12/08/2021,3688,25/08/2022
12/08/2022,6556,25/08/2022
12/09/2020,666,25/08/2022
12/09/2021,2172,25/08/2022
12/10/2020,7076,25/08/2022
12/10/2021,1672,25/08/2022
12/11/2020,16037,25/08/2022
12/11/2021,5094,25/08/2022
12/12/2020,7289,25/08/2022
12/12/2021,11411,25/08/2022
13/01/2021,6328,25/08/2022
13/01/2022,44981,25/08/2022
13/02/2020,51,25/08/2022
13/02/2021,6034,25/08/2022
13/02/2022,13421,25/08/2022
13/03/2020,5371,25/08/2022
13/03/2021,12167,25/08/2022
13/03/2022,19228,25/08/2022
13/04/2020,1513,25/08/2022
13/04/2021,7655,25/08/2022
13/04/2022,19349,25/08/2022
13/05/2020,386,25/08/2022
13/05/2021,2877,25/08/2022
13/05/2022,9948,25/08/2022
13/06/2020,76,25/08/2022
13/06/2021,543,25/08/2022
13/06/2022,13448,25/08/2022
13/07/2020,109,25/08/2022
13/07/2021,1876,25/08/2022
13/07/2022,26305,25/08/2022
13/08/2020,314,25/08/2022
13/08/2021,3543,25/08/2022
13/08/2022,5727,25/08/2022
13/09/2020,621,25/08/2022
13/09/2021,2649,25/08/2022
13/10/2020,6752,25/08/2022
13/10/2021,1838,25/08/2022
13/11/2020,16560,25/08/2022
13/11/2021,5071,25/08/2022
13/12/2020,6426,25/08/2022
13/12/2021,14118,25/08/2022
14/01/2021,6148,25/08/2022
14/01/2022,42054,25/08/2022
14/02/2020,68,25/08/2022
14/02/2021,5964,25/08/2022
14/02/2022,20127,25/08/2022
14/03/2020,4690,25/08/2022
14/03/2021,11552,25/08/2022
14/03/2022,28214,25/08/2022
14/04/2020,1858,25/08/2022
14/04/2021,7369,25/08/2022
14/04/2022,17381,25/08/2022
14/05/2020,338,25/08/2022
14/05/2021,2596,25/08/2022
14/05/2022,8565,25/08/2022
14/06/2020,82,25/08/2022
14/06/2021,644,25/08/2022
14/06/2022,12410,25/08/2022
14/07/2020,115,25/08/2022
14/07/2021,2294,25/08/2022
14/07/2022,22541,25/08/2022
14/08/2020,311,25/08/2022
14/08/2021,3370,25/08/2022
14/08/2022,4905,25/08/2022
14/09/2020,906,25/08/2022
14/09/2021,2449,25/08/2022
14/10/2020,7464,25/08/2022
14/10/2021,1777,25/08/2022
14/11/2020,15698,25/08/2022
14/11/2021,5312,25/08/2022
14/12/2020,8898,25/08/2022
14/12/2021,13794,25/08/2022
15/01/2021,6363,25/08/2022
15/01/2022,41658,25/08/2022
15/02/2020,150,25/08/2022
15/02/2021,7996,25/08/2022
15/02/2022,16687,25/08/2022
15/03/2020,5858,25/08/2022
15/03/2021,14993,25/08/2022
15/03/2022,25544,25/08/2022
15/04/2020,2178,25/08/2022
15/04/2021,7125,25/08/2022
15/04/2022,16188,25/08/2022
15/05/2020,343,25/08/2022
15/05/2021,2403,25/08/2022
15/05/2022,7917,25/08/2022
15/06/2020,120,25/08/2022
15/06/2021,479,25/08/2022
15/06/2022,12631,25/08/2022
15/07/2020,101,25/08/2022
15/07/2021,2368,25/08/2022
15/07/2022,20457,25/08/2022
15/08/2020,360,25/08/2022
15/08/2021,3418,25/08/2022
15/08/2022,6059,25/08/2022
15/09/2020,921,25/08/2022
15/09/2021,2405,25/08/2022
15/10/2020,8347,25/08/2022
15/10/2021,1819,25/08/2022
15/11/2020,13909,25/08/2022
15/11/2021,6764,25/08/2022
15/12/2020,8130,25/08/2022
15/12/2021,13731,25/08/2022
16/01/2021,5760,25/08/2022
16/01/2022,42318,25/08/2022
16/02/2020,83,25/08/2022
16/02/2021,7575,25/08/2022
16/02/2022,16731,25/08/2022
16/03/2020,5338,25/08/2022
16/03/2021,12702,25/08/2022
16/03/2022,26257,25/08/2022
16/04/2020,1677,25/08/2022
16/04/2021,7069,25/08/2022
16/04/2022,14357,25/08/2022
16/05/2020,243,25/08/2022
16/05/2021,2163,25/08/2022
16/05/2022,12135,25/08/2022
16/06/2020,108,25/08/2022
16/06/2021,523,25/08/2022
16/06/2022,11949,25/08/2022
16/07/2020,96,25/08/2022
16/07/2021,2259,25/08/2022
16/07/2022,18145,25/08/2022
16/08/2020,372,25/08/2022
16/08/2021,4341,25/08/2022
16/08/2022,9185,25/08/2022
16/09/2020,846,25/08/2022
16/09/2021,2177,25/08/2022
16/10/2020,9420,25/08/2022
16/10/2021,1790,25/08/2022
16/11/2020,16418,25/08/2022
16/11/2021,6472,25/08/2022
16/12/2020,7833,25/08/2022
16/12/2021,13324,25/08/2022
17/01/2021,5294,25/08/2022
17/01/2022,55923,25/08/2022
17/02/2020,146,25/08/2022
17/02/2021,8320,25/08/2022
17/02/2022,15824,25/08/2022
17/03/2020,4555,25/08/2022
17/03/2021,12740,25/08/2022
17/03/2022,23500,25/08/2022
17/04/2020,1641,25/08/2022
17/04/2021,6307,25/08/2022
17/04/2022,12373,25/08/2022
17/05/2020,186,25/08/2022
17/05/2021,2511,25/08/2022
17/05/2022,9396,25/08/2022
17/06/2020,97,25/08/2022
17/06/2021,446,25/08/2022
17/06/2022,12076,25/08/2022
17/07/2020,105,25/08/2022
17/07/2021,2270,25/08/2022
17/07/2022,16676,25/08/2022
17/08/2020,581,25/08/2022
17/08/2021,4260,25/08/2022
17/08/2022,7341,25/08/2022
17/09/2020,865,25/08/2022
17/09/2021,2164,25/08/2022
17/10/2020,9146,25/08/2022
17/10/2021,1925,25/08/2022
17/11/2020,13162,25/08/2022
17/11/2021,6490,25/08/2022
17/12/2020,7392,25/08/2022
17/12/2021,14516,25/08/2022
18/01/2021,6927,25/08/2022
18/01/2022,50194,25/08/2022
18/02/2020,163,25/08/2022
18/02/2021,8451,25/08/2022
18/02/2022,14550,25/08/2022
18/03/2020,4781,25/08/2022
18/03/2021,12184,25/08/2022
18/03/2022,22060,25/08/2022
18/04/2020,1302,25/08/2022
18/04/2021,6572,25/08/2022
18/04/2022,16161,25/08/2022
18/05/2020,306,25/08/2022
18/05/2021,2366,25/08/2022
18/05/2022,8927,25/08/2022
18/06/2020,97,25/08/2022
18/06/2021,396,25/08/2022
18/06/2022,11358,25/08/2022
18/07/2020,98,25/08/2022
18/07/2021,2575,25/08/2022
18/07/2022,26923,25/08/2022
18/08/2020,635,25/08/2022
18/08/2021,4284,25/08/2022
18/08/2022,6594,25/08/2022
18/09/2020,873,25/08/2022
18/09/2021,1955,25/08/2022
18/10/2020,9267,25/08/2022
18/10/2021,2582,25/08/2022
18/11/2020,14036,25/08/2022
18/11/2021,6523,25/08/2022
18/12/2020,7884,25/08/2022
18/12/2021,14874,25/08/2022
19/01/2021,6319,25/08/2022
19/01/2022,46258,25/08/2022
19/02/2020,145,25/08/2022
19/02/2021,8587,25/08/2022
19/02/2022,13068,25/08/2022
19/03/2020,4270,25/08/2022
19/03/2021,12162,25/08/2022
19/03/2022,20623,25/08/2022
19/04/2020,1047,25/08/2022
19/04/2021,7850,25/08/2022
19/04/2022,25378,25/08/2022
19/05/2020,254,25/08/2022
19/05/2021,2161,25/08/2022
19/05/2022,7474,25/08/2022
19/06/2020,92,25/08/2022
19/06/2021,339,25/08/2022
19/06/2022,12657,25/08/2022
19/07/2020,93,25/08/2022
19/07/2021,2953,25/08/2022
19/07/2022,21510,25/08/2022
19/08/2020,584,25/08/2022
19/08/2021,3872,25/08/2022
19/08/2022,5903,25/08/2022
19/09/2020,857,25/08/2022
19/09/2021,1851,25/08/2022
19/10/2020,13019,25/08/2022
19/10/2021,2456,25/08/2022
19/11/2020,12261,25/08/2022
19/11/2021,6314,25/08/2022
19/12/2020,7115,25/08/2022
19/12/2021,16317,25/08/2022
20/01/2021,6798,25/08/2022
20/01/2022,43662,25/08/2022
20/02/2020,408,25/08/2022
20/02/2021,9283,25/08/2022
20/02/2022,13049,25/08/2022
20/03/2020,6192,25/08/2022
20/03/2021,12111,25/08/2022
20/03/2022,20225,25/08/2022
20/04/2020,1911,25/08/2022
20/04/2021,7498,25/08/2022
20/04/2022,22553,25/08/2022
20/05/2020,294,25/08/2022
20/05/2021,1992,25/08/2022
20/05/2022,6891,25/08/2022
20/06/2020,69,25/08/2022
20/06/2021,362,25/08/2022
20/06/2022,19856,25/08/2022
20/07/2020,144,25/08/2022
20/07/2021,3228,25/08/2022
20/07/2022,20183,25/08/2022
20/08/2020,597,25/08/2022
20/08/2021,3768,25/08/2022
20/08/2022,5083,25/08/2022
20/09/2020,838,25/08/2022
20/09/2021,2163,25/08/2022
20/10/2020,14056,25/08/2022
20/10/2021,2549,25/08/2022
20/11/2020,13035,25/08/2022
20/11/2021,6578,25/08/2022
20/12/2020,7616,25/08/2022
20/12/2021,23977,25/08/2022
21/01/2021,5930,25/08/2022
21/01/2022,39558,25/08/2022
21/02/2020,317,25/08/2022
21/02/2021,8495,25/08/2022
21/02/2022,17294,25/08/2022
21/03/2020,3839,25/08/2022
21/03/2021,10698,25/08/2022
21/03/2022,29550,25/08/2022
21/04/2020,1197,25/08/2022
21/04/2021,7271,25/08/2022
21/04/2022,20333,25/08/2022
21/05/2020,228,25/08/2022
21/05/2021,1798,25/08/2022
21/05/2022,6143,25/08/2022
21/06/2020,66,25/08/2022
21/06/2021,393,25/08/2022
21/06/2022,17658,25/08/2022
21/07/2020,130,25/08/2022
21/07/2021,3203,25/08/2022
21/07/2022,17469,25/08/2022
21/08/2020,640,25/08/2022
21/08/2021,3493,25/08/2022
21/08/2022,3674,25/08/2022
21/09/2020,991,25/08/2022
21/09/2021,1986,25/08/2022
21/10/2020,13376,25/08/2022
21/10/2021,2565,25/08/2022
21/11/2020,10480,25/08/2022
21/11/2021,6220,25/08/2022
21/12/2020,8636,25/08/2022
21/12/2021,24208,25/08/2022
22/01/2021,6308,25/08/2022
22/01/2022,35917,25/08/2022
22/02/2020,400,25/08/2022
22/02/2021,11306,25/08/2022
22/02/2022,14731,25/08/2022
22/03/2020,3797,25/08/2022
22/03/2021,13937,25/08/2022
22/03/2022,25464,25/08/2022
22/04/2020,1233,25/08/2022
22/04/2021,6988,25/08/2022
22/04/2022,17936,25/08/2022
22/05/2020,193,25/08/2022
22/05/2021,1577,25/08/2022
22/05/2022,5864,25/08/2022
22/06/2020,90,25/08/2022
22/06/2021,408,25/08/2022
22/06/2022,17782,25/08/2022
22/07/2020,123,25/08/2022
22/07/2021,3002,25/08/2022
22/07/2022,16521,25/08/2022
22/08/2020,600,25/08/2022
22/08/2021,3569,25/08/2022
22/08/2022,4242,25/08/2022
22/09/2020,967,25/08/2022
22/09/2021,1988,25/08/2022
22/10/2020,13518,25/08/2022
22/10/2021,2674,25/08/2022
22/11/2020,8917,25/08/2022
22/11/2021,8178,25/08/2022
22/12/2020,8464,25/08/2022
22/12/2021,25978,25/08/2022
23/01/2021,6214,25/08/2022
23/01/2022,34061,25/08/2022
23/02/2020,500,25/08/2022
23/02/2021,10339,25/08/2022
23/02/2022,15201,25/08/2022
23/03/2020,4380,25/08/2022
23/03/2021,12285,25/08/2022
23/03/2022,25287,25/08/2022
23/04/2020,1252,25/08/2022
23/04/2021,6893,25/08/2022
23/04/2022,14529,25/08/2022
23/05/2020,142,25/08/2022
23/05/2021,1590,25/08/2022
23/05/2022,8811,25/08/2022
23/06/2020,79,25/08/2022
23/06/2021,389,25/08/2022
23/06/2022,17096,25/08/2022
23/07/2020,146,25/08/2022
23/07/2021,2949,25/08/2022
23/07/2022,14420,25/08/2022
23/08/2020,615,25/08/2022
23/08/2021,4250,25/08/2022
23/08/2022,1862,25/08/2022
23/09/2020,914,25/08/2022
23/09/2021,1891,25/08/2022
23/10/2020,15257,25/08/2022
23/10/2021,2598,25/08/2022
23/11/2020,11500,25/08/2022
23/11/2021,7625,25/08/2022
23/12/2020,8715,25/08/2022
23/12/2021,26913,25/08/2022
24/01/2021,5668,25/08/2022
24/01/2022,46797,25/08/2022
24/02/2020,676,25/08/2022
24/02/2021,10570,25/08/2022
24/02/2022,12657,25/08/2022
24/03/2020,3578,25/08/2022
24/03/2021,11853,25/08/2022
24/03/2022,23463,25/08/2022
24/04/2020,1125,25/08/2022
24/04/2021,6283,25/08/2022
24/04/2022,12476,25/08/2022
24/05/2020,107,25/08/2022
24/05/2021,1885,25/08/2022
24/05/2022,6936,25/08/2022
24/06/2020,99,25/08/2022
24/06/2021,363,25/08/2022
24/06/2022,16934,25/08/2022
24/07/2020,117,25/08/2022
24/07/2021,2904,25/08/2022
24/07/2022,13574,25/08/2022
24/08/2020,705,25/08/2022
24/08/2021,3763,25/08/2022
24/08/2022,272,25/08/2022
24/09/2020,868,25/08/2022
24/09/2021,1922,25/08/2022
24/10/2020,13912,25/08/2022
24/10/2021,2560,25/08/2022
24/11/2020,10381,25/08/2022
24/11/2021,7717,25/08/2022
24/12/2020,8784,25/08/2022
24/12/2021,30060,25/08/2022
25/01/2021,7081,25/08/2022
25/01/2022,39496,25/08/2022
25/02/2020,814,25/08/2022
25/02/2021,10160,25/08/2022
25/02/2022,11612,25/08/2022
25/03/2020,3834,25/08/2022
25/03/2021,11849,25/08/2022
25/03/2022,21555,25/08/2022
25/04/2020,884,25/08/2022
25/04/2021,5940,25/08/2022
25/04/2022,15407,25/08/2022
25/05/2020,237,25/08/2022
25/05/2021,1606,25/08/2022
25/05/2022,6576,25/08/2022
25/06/2020,91,25/08/2022
25/06/2021,347,25/08/2022
25/06/2022,16098,25/08/2022
25/07/2020,131,25/08/2022
25/07/2021,3192,25/08/2022
25/07/2022,21732,25/08/2022
25/08/2020,652,25/08/2022
25/08/2021,3730,25/08/2022
25/08/2022,10,25/08/2022
25/09/2020,1003,25/08/2022
25/09/2021,1680,25/08/2022
25/10/2020,14171,25/08/2022
25/10/2021,3191,25/08/2022
25/11/2020,10109,25/08/2022
25/11/2021,7645,25/08/2022
25/12/2020,7629,25/08/2022
25/12/2021,30465,25/08/2022
26/01/2021,6162,25/08/2022
26/01/2022,36346,25/08/2022
26/02/2020,741,25/08/2022
26/02/2021,10752,25/08/2022
26/02/2022,10528,25/08/2022
26/03/2020,3291,25/08/2022
26/03/2021,11210,25/08/2022
26/03/2022,20000,25/08/2022
26/04/2020,677,25/08/2022
26/04/2021,7095,25/08/2022
26/04/2022,22833,25/08/2022
26/05/2020,186,25/08/2022
26/05/2021,1581,25/08/2022
26/05/2022,5783,25/08/2022
26/06/2020,110,25/08/2022
26/06/2021,322,25/08/2022
26/06/2022,16741,25/08/2022
26/07/2020,102,25/08/2022
26/07/2021,3807,25/08/2022
26/07/2022,17317,25/08/2022
26/08/2020,642,25/08/2022
26/08/2021,3282,25/08/2022
26/09/2020,972,25/08/2022
26/09/2021,1679,25/08/2022
26/10/2020,19434,25/08/2022
26/10/2021,2880,25/08/2022
26/11/2020,9572,25/08/2022
26/11/2021,7659,25/08/2022
26/12/2020,8414,25/08/2022
26/12/2021,41938,25/08/2022
27/01/2021,6133,25/08/2022
27/01/2022,32461,25/08/2022
27/02/2020,897,25/08/2022
27/02/2021,10158,25/08/2022
27/02/2022,10220,25/08/2022
27/03/2020,3525,25/08/2022
27/03/2021,10113,25/08/2022
27/03/2022,18958,25/08/2022
27/04/2020,1127,25/08/2022
27/04/2021,6218,25/08/2022
27/04/2022,18429,25/08/2022
27/05/2020,213,25/08/2022
27/05/2021,1461,25/08/2022
27/05/2022,5464,25/08/2022
27/06/2020,77,25/08/2022
27/06/2021,380,25/08/2022
27/06/2022,25993,25/08/2022
27/07/2020,138,25/08/2022
27/07/2021,3786,25/08/2022
27/07/2022,15729,25/08/2022
27/08/2020,587,25/08/2022
27/08/2021,3195,25/08/2022
27/09/2020,1022,25/08/2022
27/09/2021,2153,25/08/2022
27/10/2020,17175,25/08/2022
27/10/2021,3081,25/08/2022
