DATA_PRELIEVO_DIAGNOSI,CASI,iss_date
28/01/2022,132505,25/08/2022
28/02/2020,354,25/08/2022
28/02/2021,7103,25/08/2022
28/02/2022,53138,25/08/2022
28/03/2020,4529,25/08/2022
28/03/2021,8209,25/08/2022
28/03/2022,109528,25/08/2022
28/04/2020,2240,25/08/2022
28/04/2021,13796,25/08/2022
28/04/2022,57753,25/08/2022
28/05/2020,516,25/08/2022
28/05/2021,3419,25/08/2022
28/05/2022,14899,25/08/2022
28/06/2020,66,25/08/2022
28/06/2021,840,25/08/2022
28/06/2022,80142,25/08/2022
28/07/2020,319,25/08/2022
28/07/2021,6186,25/08/2022
28/07/2022,52532,25/08/2022
28/08/2020,1465,25/08/2022
28/08/2021,5612,25/08/2022
28/09/2020,2280,25/08/2022
28/09/2021,3687,25/08/2022
28/10/2020,34305,25/08/2022
28/10/2021,5101,25/08/2022
28/11/2020,18242,25/08/2022
28/11/2021,5777,25/08/2022
28/12/2020,19236,25/08/2022
28/12/2021,131811,25/08/2022
29/01/2020,<5,25/08/2022
29/01/2021,13034,25/08/2022
29/01/2022,103397,25/08/2022
29/02/2020,373,25/08/2022
29/03/2020,3011,25/08/2022
29/03/2021,22445,25/08/2022
29/03/2022,79417,25/08/2022
29/04/2020,2328,25/08/2022
29/04/2021,12454,25/08/2022
29/04/2022,53908,25/08/2022
29/05/2020,386,25/08/2022
29/05/2021,2706,25/08/2022
29/05/2022,7067,25/08/2022
29/06/2020,231,25/08/2022
29/06/2021,805,25/08/2022
29/06/2022,84814,25/08/2022
29/07/2020,473,25/08/2022
29/07/2021,5961,25/08/2022
29/07/2022,49567,25/08/2022
29/08/2020,1080,25/08/2022
29/08/2021,2911,25/08/2022
29/09/2020,2331,25/08/2022
29/09/2021,3470,25/08/2022
29/10/2020,33378,25/08/2022
29/10/2021,5101,25/08/2022
29/11/2020,8258,25/08/2022
29/11/2021,16246,25/08/2022
29/12/2020,24227,25/08/2022
29/12/2021,162362,25/08/2022
30/01/2021,10291,25/08/2022
30/01/2022,46875,25/08/2022
30/03/2020,5086,25/08/2022
30/03/2021,23476,25/08/2022
30/03/2022,77182,25/08/2022
30/04/2020,2267,25/08/2022
30/04/2021,12953,25/08/2022
30/04/2022,40910,25/08/2022
30/05/2020,286,25/08/2022
30/05/2021,1194,25/08/2022
30/05/2022,26052,25/08/2022
30/06/2020,203,25/08/2022
30/06/2021,883,25/08/2022
30/06/2022,86499,25/08/2022
30/07/2020,384,25/08/2022
30/07/2021,6218,25/08/2022
30/07/2022,38264,25/08/2022
30/08/2020,575,25/08/2022
30/08/2021,6881,25/08/2022
30/09/2020,2626,25/08/2022
30/09/2021,3319,25/08/2022
30/10/2020,35608,25/08/2022
30/10/2021,4588,25/08/2022
30/11/2020,22588,25/08/2022
30/11/2021,16422,25/08/2022
30/12/2020,23980,25/08/2022
30/12/2021,170406,25/08/2022
31/01/2021,4826,25/08/2022
31/01/2022,153144,25/08/2022
31/03/2020,5361,25/08/2022
31/03/2021,22299,25/08/2022
31/03/2022,74130,25/08/2022
31/05/2020,89,25/08/2022
31/05/2021,2979,25/08/2022
31/05/2022,18571,25/08/2022
31/07/2020,324,25/08/2022
31/07/2021,4975,25/08/2022
31/07/2022,15944,25/08/2022
31/08/2020,1426,25/08/2022
31/08/2021,7100,25/08/2022
31/10/2020,25831,25/08/2022
31/10/2021,2207,25/08/2022
31/12/2020,19239,25/08/2022
31/12/2021,142660,25/08/2022
