DATA_INIZIO_SINTOMI,CASI,iss_date
22/06/2020,90,11/08/2022
23/06/2020,79,11/08/2022
24/06/2020,99,11/08/2022
25/06/2020,91,11/08/2022
26/06/2020,110,11/08/2022
27/06/2020,77,11/08/2022
28/06/2020,61,11/08/2022
29/06/2020,106,11/08/2022
30/06/2020,71,11/08/2022
01/07/2020,118,11/08/2022
02/07/2020,90,11/08/2022
03/07/2020,76,11/08/2022
04/07/2020,84,11/08/2022
05/07/2020,69,11/08/2022
06/07/2020,103,11/08/2022
07/07/2020,108,11/08/2022
08/07/2020,105,11/08/2022
09/07/2020,87,11/08/2022
10/07/2020,117,11/08/2022
11/07/2020,83,11/08/2022
12/07/2020,82,11/08/2022
13/07/2020,109,11/08/2022
14/07/2020,115,11/08/2022
15/07/2020,101,11/08/2022
16/07/2020,96,11/08/2022
17/07/2020,105,11/08/2022
18/07/2020,98,11/08/2022
19/07/2020,93,11/08/2022
20/07/2020,144,11/08/2022
21/07/2020,130,11/08/2022
22/07/2020,123,11/08/2022
23/07/2020,146,11/08/2022
24/07/2020,117,11/08/2022
25/07/2020,131,11/08/2022
26/07/2020,102,11/08/2022
27/07/2020,138,11/08/2022
28/07/2020,146,11/08/2022
29/07/2020,142,11/08/2022
30/07/2020,125,11/08/2022
31/07/2020,126,11/08/2022
01/08/2020,161,11/08/2022
02/08/2020,127,11/08/2022
03/08/2020,224,11/08/2022
04/08/2020,200,11/08/2022
05/08/2020,220,11/08/2022
06/08/2020,210,11/08/2022
07/08/2020,216,11/08/2022
08/08/2020,266,11/08/2022
09/08/2020,211,11/08/2022
10/08/2020,297,11/08/2022
11/08/2020,276,11/08/2022
12/08/2020,285,11/08/2022
13/08/2020,315,11/08/2022
14/08/2020,311,11/08/2022
15/08/2020,360,11/08/2022
16/08/2020,372,11/08/2022
17/08/2020,581,11/08/2022
18/08/2020,635,11/08/2022
19/08/2020,584,11/08/2022
20/08/2020,597,11/08/2022
21/08/2020,639,11/08/2022
22/08/2020,601,11/08/2022
23/08/2020,615,11/08/2022
24/08/2020,705,11/08/2022
25/08/2020,652,11/08/2022
26/08/2020,642,11/08/2022
27/08/2020,588,11/08/2022
28/08/2020,598,11/08/2022
29/08/2020,450,11/08/2022
30/08/2020,452,11/08/2022
31/08/2020,584,11/08/2022
01/09/2020,748,11/08/2022
02/09/2020,650,11/08/2022
03/09/2020,598,11/08/2022
04/09/2020,654,11/08/2022
05/09/2020,557,11/08/2022
06/09/2020,538,11/08/2022
07/09/2020,822,11/08/2022
08/09/2020,695,11/08/2022
09/09/2020,693,11/08/2022
10/09/2020,779,11/08/2022
11/09/2020,674,11/08/2022
12/09/2020,666,11/08/2022
13/09/2020,621,11/08/2022
14/09/2020,907,11/08/2022
15/09/2020,921,11/08/2022
16/09/2020,846,11/08/2022
17/09/2020,864,11/08/2022
18/09/2020,874,11/08/2022
19/09/2020,857,11/08/2022
20/09/2020,838,11/08/2022
21/09/2020,991,11/08/2022
22/09/2020,965,11/08/2022
23/09/2020,914,11/08/2022
24/09/2020,868,11/08/2022
25/09/2020,1003,11/08/2022
26/09/2020,972,11/08/2022
27/09/2020,1023,11/08/2022
28/09/2020,1390,11/08/2022
29/09/2020,1302,11/08/2022
30/09/2020,1720,11/08/2022
01/10/2020,2346,11/08/2022
02/10/2020,2279,11/08/2022
03/10/2020,2385,11/08/2022
04/10/2020,2365,11/08/2022
05/10/2020,3371,11/08/2022
06/10/2020,3218,11/08/2022
07/10/2020,3720,11/08/2022
08/10/2020,4065,11/08/2022
09/10/2020,4559,11/08/2022
10/10/2020,5014,11/08/2022
11/10/2020,4418,11/08/2022
12/10/2020,7068,11/08/2022
13/10/2020,6751,11/08/2022
14/10/2020,7463,11/08/2022
15/10/2020,8345,11/08/2022
16/10/2020,9415,11/08/2022
17/10/2020,9147,11/08/2022
18/10/2020,9266,11/08/2022
19/10/2020,13021,11/08/2022
20/10/2020,14053,11/08/2022
21/10/2020,13379,11/08/2022
22/10/2020,13514,11/08/2022
23/10/2020,15255,11/08/2022
24/10/2020,13917,11/08/2022
25/10/2020,14170,11/08/2022
26/10/2020,19430,11/08/2022
27/10/2020,17177,11/08/2022
28/10/2020,18217,11/08/2022
29/10/2020,18431,11/08/2022
30/10/2020,17967,11/08/2022
31/10/2020,14705,11/08/2022
01/11/2020,17724,11/08/2022
02/11/2020,20926,11/08/2022
03/11/2020,17481,11/08/2022
04/11/2020,19846,11/08/2022
05/11/2020,17952,11/08/2022
06/11/2020,18342,11/08/2022
07/11/2020,16783,11/08/2022
08/11/2020,15667,11/08/2022
09/11/2020,19038,11/08/2022
10/11/2020,18375,11/08/2022
11/11/2020,16027,11/08/2022
12/11/2020,16035,11/08/2022
13/11/2020,16562,11/08/2022
14/11/2020,15696,11/08/2022
15/11/2020,13906,11/08/2022
16/11/2020,16417,11/08/2022
17/11/2020,13162,11/08/2022
18/11/2020,14032,11/08/2022
19/11/2020,12266,11/08/2022
20/11/2020,13032,11/08/2022
21/11/2020,10480,11/08/2022
22/11/2020,8917,11/08/2022
23/11/2020,11495,11/08/2022
24/11/2020,10381,11/08/2022
25/11/2020,10105,11/08/2022
26/11/2020,9572,11/08/2022
27/11/2020,9366,11/08/2022
28/11/2020,8931,11/08/2022
29/11/2020,6980,11/08/2022
30/11/2020,9951,11/08/2022
01/12/2020,10539,11/08/2022
02/12/2020,9151,11/08/2022
03/12/2020,8396,11/08/2022
04/12/2020,8953,11/08/2022
05/12/2020,7653,11/08/2022
06/12/2020,6416,11/08/2022
07/12/2020,8777,11/08/2022
08/12/2020,7135,11/08/2022
09/12/2020,8269,11/08/2022
10/12/2020,8341,11/08/2022
11/12/2020,7553,11/08/2022
12/12/2020,7289,11/08/2022
13/12/2020,6425,11/08/2022
14/12/2020,8897,11/08/2022
15/12/2020,8127,11/08/2022
16/12/2020,7834,11/08/2022
17/12/2020,7395,11/08/2022
18/12/2020,7880,11/08/2022
19/12/2020,7121,11/08/2022
20/12/2020,7611,11/08/2022
21/12/2020,8637,11/08/2022
22/12/2020,8464,11/08/2022
23/12/2020,8713,11/08/2022
24/12/2020,8786,11/08/2022
25/12/2020,7628,11/08/2022
26/12/2020,8414,11/08/2022
27/12/2020,9099,11/08/2022
28/12/2020,11347,11/08/2022
29/12/2020,9810,11/08/2022
30/12/2020,9653,11/08/2022
31/12/2020,9181,11/08/2022
01/01/2021,9565,11/08/2022
02/01/2021,9734,11/08/2022
03/01/2021,8618,11/08/2022
04/01/2021,10990,11/08/2022
05/01/2021,9911,11/08/2022
06/01/2021,7830,11/08/2022
07/01/2021,8092,11/08/2022
08/01/2021,7711,11/08/2022
09/01/2021,6858,11/08/2022
10/01/2021,6554,11/08/2022
11/01/2021,7566,11/08/2022
12/01/2021,6719,11/08/2022
13/01/2021,6327,11/08/2022
14/01/2021,6148,11/08/2022
15/01/2021,6363,11/08/2022
16/01/2021,5761,11/08/2022
17/01/2021,5294,11/08/2022
18/01/2021,6927,11/08/2022
19/01/2021,6321,11/08/2022
20/01/2021,6802,11/08/2022
21/01/2021,5928,11/08/2022
22/01/2021,6310,11/08/2022
23/01/2021,6214,11/08/2022
24/01/2021,5667,11/08/2022
25/01/2021,7078,11/08/2022
26/01/2021,6164,11/08/2022
27/01/2021,6133,11/08/2022
28/01/2021,6021,11/08/2022
29/01/2021,5836,11/08/2022
30/01/2021,5668,11/08/2022
31/01/2021,5212,11/08/2022
01/02/2021,7924,11/08/2022
02/02/2021,6582,11/08/2022
03/02/2021,6564,11/08/2022
04/02/2021,6305,11/08/2022
05/02/2021,6502,11/08/2022
06/02/2021,6410,11/08/2022
07/02/2021,5873,11/08/2022
08/02/2021,7345,11/08/2022
09/02/2021,6511,11/08/2022
10/02/2021,7096,11/08/2022
11/02/2021,6149,11/08/2022
12/02/2021,6373,11/08/2022
13/02/2021,6033,11/08/2022
14/02/2021,5964,11/08/2022
15/02/2021,7995,11/08/2022
16/02/2021,7577,11/08/2022
17/02/2021,8322,11/08/2022
18/02/2021,8451,11/08/2022
19/02/2021,8585,11/08/2022
20/02/2021,9284,11/08/2022
21/02/2021,8497,11/08/2022
22/02/2021,11308,11/08/2022
23/02/2021,10340,11/08/2022
24/02/2021,10574,11/08/2022
25/02/2021,10161,11/08/2022
26/02/2021,10751,11/08/2022
27/02/2021,10160,11/08/2022
28/02/2021,9521,11/08/2022
01/03/2021,14982,11/08/2022
02/03/2021,12571,11/08/2022
03/03/2021,12647,11/08/2022
04/03/2021,12187,11/08/2022
05/03/2021,13248,11/08/2022
06/03/2021,12366,11/08/2022
07/03/2021,11593,11/08/2022
08/03/2021,15387,11/08/2022
09/03/2021,13043,11/08/2022
10/03/2021,14602,11/08/2022
11/03/2021,12686,11/08/2022
12/03/2021,13347,11/08/2022
13/03/2021,12168,11/08/2022
14/03/2021,11546,11/08/2022
15/03/2021,14994,11/08/2022
16/03/2021,12711,11/08/2022
17/03/2021,12735,11/08/2022
18/03/2021,12178,11/08/2022
19/03/2021,12166,11/08/2022
20/03/2021,12111,11/08/2022
21/03/2021,10696,11/08/2022
22/03/2021,13945,11/08/2022
23/03/2021,12282,11/08/2022
24/03/2021,11853,11/08/2022
25/03/2021,11849,11/08/2022
26/03/2021,11211,11/08/2022
27/03/2021,10119,11/08/2022
28/03/2021,9464,11/08/2022
29/03/2021,11876,11/08/2022
30/03/2021,10341,11/08/2022
31/03/2021,9106,11/08/2022
01/04/2021,10060,11/08/2022
02/04/2021,8794,11/08/2022
03/04/2021,7443,11/08/2022
04/04/2021,6642,11/08/2022
05/04/2021,7663,11/08/2022
06/04/2021,8627,11/08/2022
07/04/2021,8584,11/08/2022
08/04/2021,8341,11/08/2022
09/04/2021,7571,11/08/2022
10/04/2021,7712,11/08/2022
11/04/2021,6885,11/08/2022
12/04/2021,8668,11/08/2022
13/04/2021,7650,11/08/2022
14/04/2021,7373,11/08/2022
15/04/2021,7122,11/08/2022
16/04/2021,7065,11/08/2022
17/04/2021,6307,11/08/2022
18/04/2021,6575,11/08/2022
19/04/2021,7853,11/08/2022
20/04/2021,7496,11/08/2022
21/04/2021,7277,11/08/2022
22/04/2021,6987,11/08/2022
23/04/2021,6895,11/08/2022
24/04/2021,6290,11/08/2022
25/04/2021,5944,11/08/2022
26/04/2021,7099,11/08/2022
27/04/2021,6213,11/08/2022
28/04/2021,5930,11/08/2022
29/04/2021,5264,11/08/2022
30/04/2021,4898,11/08/2022
01/05/2021,5092,11/08/2022
02/05/2021,4315,11/08/2022
03/05/2021,5436,11/08/2022
04/05/2021,4714,11/08/2022
05/05/2021,4717,11/08/2022
06/05/2021,4112,11/08/2022
07/05/2021,3904,11/08/2022
08/05/2021,3431,11/08/2022
09/05/2021,3271,11/08/2022
10/05/2021,4002,11/08/2022
11/05/2021,3300,11/08/2022
12/05/2021,3124,11/08/2022
13/05/2021,2875,11/08/2022
14/05/2021,2594,11/08/2022
15/05/2021,2398,11/08/2022
16/05/2021,2163,11/08/2022
17/05/2021,2512,11/08/2022
18/05/2021,2362,11/08/2022
19/05/2021,2159,11/08/2022
20/05/2021,1993,11/08/2022
21/05/2021,1796,11/08/2022
22/05/2021,1576,11/08/2022
23/05/2021,1591,11/08/2022
24/05/2021,1881,11/08/2022
25/05/2021,1608,11/08/2022
26/05/2021,1583,11/08/2022
27/05/2021,1459,11/08/2022
28/05/2021,1390,11/08/2022
29/05/2021,1163,11/08/2022
30/05/2021,1127,11/08/2022
31/05/2021,1223,11/08/2022
01/06/2021,1253,11/08/2022
02/06/2021,1142,11/08/2022
03/06/2021,1135,11/08/2022
04/06/2021,1068,11/08/2022
05/06/2021,928,11/08/2022
06/06/2021,783,11/08/2022
07/06/2021,935,11/08/2022
08/06/2021,789,11/08/2022
09/06/2021,784,11/08/2022
10/06/2021,755,11/08/2022
11/06/2021,587,11/08/2022
12/06/2021,538,11/08/2022
13/06/2021,544,11/08/2022
14/06/2021,643,11/08/2022
15/06/2021,479,11/08/2022
16/06/2021,523,11/08/2022
17/06/2021,446,11/08/2022
18/06/2021,396,11/08/2022
19/06/2021,339,11/08/2022
20/06/2021,362,11/08/2022
21/06/2021,393,11/08/2022
22/06/2021,408,11/08/2022
23/06/2021,389,11/08/2022
24/06/2021,363,11/08/2022
25/06/2021,348,11/08/2022
26/06/2021,322,11/08/2022
27/06/2021,380,11/08/2022
28/06/2021,461,11/08/2022
29/06/2021,481,11/08/2022
30/06/2021,552,11/08/2022
01/07/2021,637,11/08/2022
02/07/2021,565,11/08/2022
03/07/2021,578,11/08/2022
04/07/2021,627,11/08/2022
05/07/2021,797,11/08/2022
06/07/2021,812,11/08/2022
07/07/2021,872,11/08/2022
08/07/2021,908,11/08/2022
09/07/2021,1094,11/08/2022
10/07/2021,1183,11/08/2022
11/07/2021,1227,11/08/2022
12/07/2021,1711,11/08/2022
13/07/2021,1876,11/08/2022
14/07/2021,2294,11/08/2022
15/07/2021,2366,11/08/2022
16/07/2021,2259,11/08/2022
17/07/2021,2270,11/08/2022
18/07/2021,2575,11/08/2022
19/07/2021,2953,11/08/2022
20/07/2021,3229,11/08/2022
21/07/2021,3204,11/08/2022
22/07/2021,3002,11/08/2022
23/07/2021,2949,11/08/2022
24/07/2021,2904,11/08/2022
25/07/2021,3192,11/08/2022
26/07/2021,3806,11/08/2022
27/07/2021,3786,11/08/2022
28/07/2021,3656,11/08/2022
29/07/2021,3322,11/08/2022
30/07/2021,3304,11/08/2022
31/07/2021,3055,11/08/2022
01/08/2021,3605,11/08/2022
02/08/2021,4191,11/08/2022
03/08/2021,4098,11/08/2022
04/08/2021,4025,11/08/2022
05/08/2021,3743,11/08/2022
06/08/2021,3602,11/08/2022
07/08/2021,3357,11/08/2022
08/08/2021,3387,11/08/2022
09/08/2021,4211,11/08/2022
10/08/2021,4251,11/08/2022
11/08/2021,3770,11/08/2022
12/08/2021,3685,11/08/2022
13/08/2021,3543,11/08/2022
14/08/2021,3368,11/08/2022
15/08/2021,3417,11/08/2022
16/08/2021,4341,11/08/2022
17/08/2021,4262,11/08/2022
18/08/2021,4284,11/08/2022
19/08/2021,3873,11/08/2022
20/08/2021,3769,11/08/2022
21/08/2021,3492,11/08/2022
22/08/2021,3569,11/08/2022
23/08/2021,4250,11/08/2022
24/08/2021,3765,11/08/2022
25/08/2021,3730,11/08/2022
26/08/2021,3282,11/08/2022
27/08/2021,3196,11/08/2022
28/08/2021,3011,11/08/2022
29/08/2021,2898,11/08/2022
30/08/2021,3558,11/08/2022
31/08/2021,3103,11/08/2022
01/09/2021,3617,11/08/2022
02/09/2021,2975,11/08/2022
03/09/2021,2920,11/08/2022
04/09/2021,2705,11/08/2022
05/09/2021,2642,11/08/2022
06/09/2021,3073,11/08/2022
07/09/2021,2842,11/08/2022
08/09/2021,2707,11/08/2022
09/09/2021,2532,11/08/2022
10/09/2021,2505,11/08/2022
11/09/2021,2168,11/08/2022
12/09/2021,2172,11/08/2022
13/09/2021,2649,11/08/2022
14/09/2021,2449,11/08/2022
15/09/2021,2405,11/08/2022
16/09/2021,2177,11/08/2022
17/09/2021,2164,11/08/2022
18/09/2021,1955,11/08/2022
19/09/2021,1851,11/08/2022
20/09/2021,2163,11/08/2022
21/09/2021,1986,11/08/2022
22/09/2021,1988,11/08/2022
23/09/2021,1892,11/08/2022
24/09/2021,1922,11/08/2022
25/09/2021,1679,11/08/2022
26/09/2021,1680,11/08/2022
27/09/2021,2154,11/08/2022
28/09/2021,1953,11/08/2022
29/09/2021,1810,11/08/2022
30/09/2021,1685,11/08/2022
01/10/2021,1843,11/08/2022
02/10/2021,1600,11/08/2022
03/10/2021,1497,11/08/2022
04/10/2021,1923,11/08/2022
05/10/2021,1716,11/08/2022
06/10/2021,1647,11/08/2022
07/10/2021,1452,11/08/2022
08/10/2021,1516,11/08/2022
09/10/2021,1377,11/08/2022
10/10/2021,1612,11/08/2022
11/10/2021,1863,11/08/2022
12/10/2021,1672,11/08/2022
13/10/2021,1837,11/08/2022
14/10/2021,1777,11/08/2022
15/10/2021,1820,11/08/2022
16/10/2021,1789,11/08/2022
17/10/2021,1925,11/08/2022
18/10/2021,2582,11/08/2022
19/10/2021,2456,11/08/2022
20/10/2021,2549,11/08/2022
21/10/2021,2566,11/08/2022
22/10/2021,2674,11/08/2022
23/10/2021,2598,11/08/2022
24/10/2021,2561,11/08/2022
25/10/2021,3192,11/08/2022
26/10/2021,2880,11/08/2022
27/10/2021,3080,11/08/2022
28/10/2021,3033,11/08/2022
29/10/2021,2831,11/08/2022
30/10/2021,2967,11/08/2022
31/10/2021,2674,11/08/2022
01/11/2021,3839,11/08/2022
02/11/2021,4147,11/08/2022
03/11/2021,4461,11/08/2022
04/11/2021,4259,11/08/2022
05/11/2021,4316,11/08/2022
06/11/2021,3872,11/08/2022
07/11/2021,4115,11/08/2022
08/11/2021,5339,11/08/2022
09/11/2021,4989,11/08/2022
10/11/2021,5122,11/08/2022
11/11/2021,4998,11/08/2022
12/11/2021,5094,11/08/2022
13/11/2021,5071,11/08/2022
14/11/2021,5311,11/08/2022
15/11/2021,6764,11/08/2022
16/11/2021,6472,11/08/2022
17/11/2021,6491,11/08/2022
18/11/2021,6523,11/08/2022
19/11/2021,6315,11/08/2022
20/11/2021,6577,11/08/2022
21/11/2021,6220,11/08/2022
22/11/2021,8177,11/08/2022
23/11/2021,7627,11/08/2022
24/11/2021,7718,11/08/2022
25/11/2021,7646,11/08/2022
26/11/2021,7659,11/08/2022
27/11/2021,7318,11/08/2022
28/11/2021,7338,11/08/2022
29/11/2021,9128,11/08/2022
30/11/2021,8517,11/08/2022
01/12/2021,10128,11/08/2022
02/12/2021,8676,11/08/2022
03/12/2021,8886,11/08/2022
04/12/2021,8569,11/08/2022
05/12/2021,8497,11/08/2022
06/12/2021,10665,11/08/2022
07/12/2021,10212,11/08/2022
08/12/2021,10382,11/08/2022
09/12/2021,10744,11/08/2022
10/12/2021,11436,11/08/2022
11/12/2021,11003,11/08/2022
12/12/2021,11410,11/08/2022
13/12/2021,14120,11/08/2022
14/12/2021,13794,11/08/2022
15/12/2021,13730,11/08/2022
16/12/2021,13326,11/08/2022
17/12/2021,14516,11/08/2022
18/12/2021,14874,11/08/2022
19/12/2021,16316,11/08/2022
20/12/2021,23976,11/08/2022
21/12/2021,24207,11/08/2022
22/12/2021,25979,11/08/2022
23/12/2021,26913,11/08/2022
24/12/2021,30064,11/08/2022
25/12/2021,30469,11/08/2022
26/12/2021,41930,11/08/2022
27/12/2021,59196,11/08/2022
28/12/2021,57169,11/08/2022
29/12/2021,51498,11/08/2022
30/12/2021,44033,11/08/2022
31/12/2021,37308,11/08/2022
01/01/2022,45857,11/08/2022
02/01/2022,46922,11/08/2022
03/01/2022,69245,11/08/2022
04/01/2022,55772,11/08/2022
05/01/2022,49655,11/08/2022
06/01/2022,40716,11/08/2022
07/01/2022,46328,11/08/2022
08/01/2022,41412,11/08/2022
09/01/2022,41259,11/08/2022
10/01/2022,56520,11/08/2022
11/01/2022,49333,11/08/2022
12/01/2022,46901,11/08/2022
13/01/2022,44974,11/08/2022
14/01/2022,42051,11/08/2022
15/01/2022,41647,11/08/2022
16/01/2022,42301,11/08/2022
17/01/2022,55882,11/08/2022
18/01/2022,50118,11/08/2022
19/01/2022,46187,11/08/2022
20/01/2022,43599,11/08/2022
21/01/2022,39528,11/08/2022
22/01/2022,35899,11/08/2022
23/01/2022,34049,11/08/2022
24/01/2022,46738,11/08/2022
25/01/2022,39442,11/08/2022
26/01/2022,36322,11/08/2022
27/01/2022,32409,11/08/2022
28/01/2022,30132,11/08/2022
29/01/2022,26020,11/08/2022
30/01/2022,24191,11/08/2022
31/01/2022,33790,11/08/2022
01/02/2022,31113,11/08/2022
02/02/2022,28124,11/08/2022
03/02/2022,24676,11/08/2022
04/02/2022,21780,11/08/2022
05/02/2022,20064,11/08/2022
06/02/2022,18121,11/08/2022
07/02/2022,24659,11/08/2022
08/02/2022,19953,11/08/2022
09/02/2022,18397,11/08/2022
10/02/2022,17176,11/08/2022
11/02/2022,15157,11/08/2022
12/02/2022,13351,11/08/2022
13/02/2022,13401,11/08/2022
14/02/2022,20086,11/08/2022
15/02/2022,16667,11/08/2022
16/02/2022,16701,11/08/2022
17/02/2022,15795,11/08/2022
18/02/2022,14536,11/08/2022
19/02/2022,13054,11/08/2022
20/02/2022,13027,11/08/2022
21/02/2022,17284,11/08/2022
22/02/2022,14716,11/08/2022
23/02/2022,15193,11/08/2022
24/02/2022,12642,11/08/2022
25/02/2022,11606,11/08/2022
26/02/2022,10528,11/08/2022
27/02/2022,10220,11/08/2022
28/02/2022,15449,11/08/2022
01/03/2022,14560,11/08/2022
02/03/2022,14801,11/08/2022
03/03/2022,14195,11/08/2022
04/03/2022,14172,11/08/2022
05/03/2022,14085,11/08/2022
06/03/2022,13570,11/08/2022
07/03/2022,19823,11/08/2022
08/03/2022,18112,11/08/2022
09/03/2022,18529,11/08/2022
10/03/2022,18388,11/08/2022
11/03/2022,18580,11/08/2022
12/03/2022,19182,11/08/2022
13/03/2022,19237,11/08/2022
14/03/2022,28231,11/08/2022
15/03/2022,25550,11/08/2022
16/03/2022,26260,11/08/2022
17/03/2022,23508,11/08/2022
18/03/2022,22063,11/08/2022
19/03/2022,20634,11/08/2022
20/03/2022,20232,11/08/2022
21/03/2022,29558,11/08/2022
22/03/2022,25471,11/08/2022
23/03/2022,25292,11/08/2022
24/03/2022,23467,11/08/2022
25/03/2022,21559,11/08/2022
26/03/2022,20007,11/08/2022
27/03/2022,18946,11/08/2022
28/03/2022,28829,11/08/2022
29/03/2022,23998,11/08/2022
30/03/2022,23143,11/08/2022
31/03/2022,20185,11/08/2022
01/04/2022,20567,11/08/2022
02/04/2022,17767,11/08/2022
03/04/2022,16165,11/08/2022
04/04/2022,24670,11/08/2022
05/04/2022,21506,11/08/2022
06/04/2022,21582,11/08/2022
07/04/2022,19611,11/08/2022
08/04/2022,18426,11/08/2022
09/04/2022,17027,11/08/2022
10/04/2022,15511,11/08/2022
11/04/2022,22516,11/08/2022
12/04/2022,19329,11/08/2022
13/04/2022,19353,11/08/2022
14/04/2022,17381,11/08/2022
15/04/2022,16189,11/08/2022
16/04/2022,14360,11/08/2022
17/04/2022,12374,11/08/2022
18/04/2022,16163,11/08/2022
19/04/2022,25380,11/08/2022
20/04/2022,22552,11/08/2022
21/04/2022,20335,11/08/2022
22/04/2022,17936,11/08/2022
23/04/2022,14529,11/08/2022
24/04/2022,12481,11/08/2022
25/04/2022,15408,11/08/2022
26/04/2022,22837,11/08/2022
27/04/2022,18429,11/08/2022
28/04/2022,16106,11/08/2022
29/04/2022,14185,11/08/2022
30/04/2022,12098,11/08/2022
01/05/2022,12381,11/08/2022
02/05/2022,17196,11/08/2022
03/05/2022,14400,11/08/2022
04/05/2022,14286,11/08/2022
05/05/2022,12948,11/08/2022
06/05/2022,11876,11/08/2022
07/05/2022,10790,11/08/2022
08/05/2022,10651,11/08/2022
09/05/2022,15524,11/08/2022
