DATA_INIZIO_SINTOMI,CASI,iss_date
10/05/2022,13523,11/08/2022
11/05/2022,12577,11/08/2022
12/05/2022,11214,11/08/2022
13/05/2022,9948,11/08/2022
14/05/2022,8565,11/08/2022
15/05/2022,7921,11/08/2022
16/05/2022,12133,11/08/2022
17/05/2022,9404,11/08/2022
18/05/2022,8930,11/08/2022
19/05/2022,7476,11/08/2022
20/05/2022,6894,11/08/2022
21/05/2022,6143,11/08/2022
22/05/2022,5867,11/08/2022
23/05/2022,8813,11/08/2022
24/05/2022,6938,11/08/2022
25/05/2022,6576,11/08/2022
26/05/2022,5782,11/08/2022
27/05/2022,5464,11/08/2022
28/05/2022,4698,11/08/2022
29/05/2022,4201,11/08/2022
30/05/2022,6771,11/08/2022
31/05/2022,5446,11/08/2022
01/06/2022,5921,11/08/2022
02/06/2022,4516,11/08/2022
03/06/2022,6630,11/08/2022
04/06/2022,5798,11/08/2022
05/06/2022,5733,11/08/2022
06/06/2022,8707,11/08/2022
07/06/2022,8158,11/08/2022
08/06/2022,7979,11/08/2022
09/06/2022,7524,11/08/2022
10/06/2022,7568,11/08/2022
11/06/2022,7514,11/08/2022
12/06/2022,8666,11/08/2022
13/06/2022,13449,11/08/2022
14/06/2022,12410,11/08/2022
15/06/2022,12632,11/08/2022
16/06/2022,11945,11/08/2022
17/06/2022,12082,11/08/2022
18/06/2022,11360,11/08/2022
19/06/2022,12656,11/08/2022
20/06/2022,19851,11/08/2022
21/06/2022,17660,11/08/2022
22/06/2022,17781,11/08/2022
23/06/2022,17095,11/08/2022
24/06/2022,16943,11/08/2022
25/06/2022,16097,11/08/2022
26/06/2022,16742,11/08/2022
27/06/2022,25994,11/08/2022
28/06/2022,23455,11/08/2022
29/06/2022,22675,11/08/2022
30/06/2022,22347,11/08/2022
01/07/2022,22724,11/08/2022
02/07/2022,19340,11/08/2022
03/07/2022,20391,11/08/2022
04/07/2022,32375,11/08/2022
05/07/2022,28396,11/08/2022
06/07/2022,28271,11/08/2022
07/07/2022,25524,11/08/2022
08/07/2022,23858,11/08/2022
09/07/2022,21105,11/08/2022
10/07/2022,21333,11/08/2022
11/07/2022,32478,11/08/2022
12/07/2022,27338,11/08/2022
13/07/2022,26263,11/08/2022
14/07/2022,22477,11/08/2022
15/07/2022,20364,11/08/2022
16/07/2022,17999,11/08/2022
17/07/2022,16446,11/08/2022
18/07/2022,26660,11/08/2022
,13594556,11/08/2022
19/07/2022,20982,11/08/2022
20/07/2022,19621,11/08/2022
21/07/2022,17307,11/08/2022
22/07/2022,16282,11/08/2022
23/07/2022,14183,11/08/2022
24/07/2022,13205,11/08/2022
25/07/2022,21056,11/08/2022
26/07/2022,16689,11/08/2022
27/07/2022,15098,11/08/2022
28/07/2022,13299,11/08/2022
29/07/2022,12226,11/08/2022
30/07/2022,10587,11/08/2022
31/07/2022,9048,11/08/2022
01/08/2022,16003,11/08/2022
02/08/2022,11833,11/08/2022
03/08/2022,10427,11/08/2022
04/08/2022,9121,11/08/2022
05/08/2022,7723,11/08/2022
06/08/2022,6418,11/08/2022
07/08/2022,4567,11/08/2022
08/08/2022,5525,11/08/2022
09/08/2022,2300,11/08/2022
10/08/2022,1341,11/08/2022
11/08/2022,18,11/08/2022
