DATA_PRELIEVO_DIAGNOSI,CASI,iss_date
26/05/2022,19629,11/08/2022
27/05/2022,18604,11/08/2022
28/05/2022,14898,11/08/2022
29/05/2022,7066,11/08/2022
30/05/2022,26051,11/08/2022
31/05/2022,18571,11/08/2022
01/06/2022,19486,11/08/2022
02/06/2022,6905,11/08/2022
03/06/2022,24518,11/08/2022
04/06/2022,15489,11/08/2022
05/06/2022,8109,11/08/2022
06/06/2022,30761,11/08/2022
07/06/2022,22773,11/08/2022
08/06/2022,23592,11/08/2022
09/06/2022,22599,11/08/2022
10/06/2022,22919,11/08/2022
11/06/2022,19285,11/08/2022
12/06/2022,10064,11/08/2022
13/06/2022,43085,11/08/2022
14/06/2022,33983,11/08/2022
15/06/2022,37906,11/08/2022
16/06/2022,37714,11/08/2022
17/06/2022,38640,11/08/2022
18/06/2022,31364,11/08/2022
19/06/2022,15646,11/08/2022
20/06/2022,68981,11/08/2022
21/06/2022,52875,11/08/2022
22/06/2022,58214,11/08/2022
23/06/2022,57562,11/08/2022
24/06/2022,58315,11/08/2022
25/06/2022,50012,11/08/2022
26/06/2022,23715,11/08/2022
27/06/2022,105271,11/08/2022
28/06/2022,80098,11/08/2022
29/06/2022,84763,11/08/2022
30/06/2022,86454,11/08/2022
01/07/2022,88968,11/08/2022
02/07/2022,72195,11/08/2022
03/07/2022,33536,11/08/2022
04/07/2022,146731,11/08/2022
05/07/2022,107174,11/08/2022
06/07/2022,109044,11/08/2022
07/07/2022,99007,11/08/2022
08/07/2022,101539,11/08/2022
09/07/2022,81015,11/08/2022
10/07/2022,34961,11/08/2022
11/07/2022,152938,11/08/2022
12/07/2022,109907,11/08/2022
13/07/2022,107285,11/08/2022
14/07/2022,95427,11/08/2022
15/07/2022,90907,11/08/2022
16/07/2022,68930,11/08/2022
17/07/2022,28666,11/08/2022
18/07/2022,126149,11/08/2022
19/07/2022,82884,11/08/2022
20/07/2022,79291,11/08/2022
21/07/2022,69952,11/08/2022
22/07/2022,68098,11/08/2022
23/07/2022,51103,11/08/2022
24/07/2022,20907,11/08/2022
25/07/2022,93175,11/08/2022
26/07/2022,61725,11/08/2022
27/07/2022,57773,11/08/2022
28/07/2022,51350,11/08/2022
29/07/2022,48623,11/08/2022
30/07/2022,37440,11/08/2022
31/07/2022,15564,11/08/2022
01/08/2022,67924,11/08/2022
02/08/2022,43542,11/08/2022
03/08/2022,40939,11/08/2022
04/08/2022,36196,11/08/2022
05/08/2022,33622,11/08/2022
06/08/2022,25637,11/08/2022
07/08/2022,10097,11/08/2022
08/08/2022,36074,11/08/2022
09/08/2022,19543,11/08/2022
10/08/2022,3688,11/08/2022
11/08/2022,49,11/08/2022
