DATARICOVERO1,RICOVERI,iss_date
26/06/2022,512,11/08/2022
27/06/2022,778,11/08/2022
28/06/2022,742,11/08/2022
29/06/2022,795,11/08/2022
01/07/2022,905,11/08/2022
02/07/2022,790,11/08/2022
03/07/2022,705,11/08/2022
04/07/2022,976,11/08/2022
05/07/2022,960,11/08/2022
06/07/2022,973,11/08/2022
07/07/2022,1008,11/08/2022
08/07/2022,940,11/08/2022
09/07/2022,830,11/08/2022
10/07/2022,709,11/08/2022
11/07/2022,1025,11/08/2022
12/07/2022,1003,11/08/2022
13/07/2022,944,11/08/2022
14/07/2022,984,11/08/2022
15/07/2022,934,11/08/2022
17/07/2022,683,11/08/2022
,20874022,11/08/2022
12/06/2022,313,11/08/2022
30/06/2022,828,11/08/2022
16/07/2022,818,11/08/2022
18/07/2022,985,11/08/2022
19/07/2022,958,11/08/2022
20/07/2022,980,11/08/2022
21/07/2022,923,11/08/2022
22/07/2022,877,11/08/2022
23/07/2022,706,11/08/2022
24/07/2022,605,11/08/2022
25/07/2022,870,11/08/2022
26/07/2022,824,11/08/2022
27/07/2022,763,11/08/2022
28/07/2022,718,11/08/2022
29/07/2022,638,11/08/2022
30/07/2022,564,11/08/2022
31/07/2022,458,11/08/2022
01/08/2022,672,11/08/2022
02/08/2022,638,11/08/2022
03/08/2022,528,11/08/2022
04/08/2022,497,11/08/2022
05/08/2022,509,11/08/2022
06/08/2022,418,11/08/2022
07/08/2022,343,11/08/2022
08/08/2022,422,11/08/2022
09/08/2022,278,11/08/2022
10/08/2022,102,11/08/2022
11/08/2022,<5,11/08/2022
