iss_date,DATA_INIZIO_SINTOMI,CASI
08/09/2021,28/01/2020,15
08/09/2021,29/01/2020,20
08/09/2021,30/01/2020,26
08/09/2021,31/01/2020,31
08/09/2021,01/02/2020,51
08/09/2021,02/02/2020,41
08/09/2021,03/02/2020,26
08/09/2021,04/02/2020,25
08/09/2021,05/02/2020,30
08/09/2021,06/02/2020,26
08/09/2021,07/02/2020,21
08/09/2021,08/02/2020,15
08/09/2021,09/02/2020,17
08/09/2021,10/02/2020,62
08/09/2021,11/02/2020,30
08/09/2021,12/02/2020,53
08/09/2021,13/02/2020,51
08/09/2021,14/02/2020,67
08/09/2021,15/02/2020,150
08/09/2021,16/02/2020,87
08/09/2021,17/02/2020,141
08/09/2021,18/02/2020,167
08/09/2021,19/02/2020,139
08/09/2021,20/02/2020,406
08/09/2021,21/02/2020,322
08/09/2021,22/02/2020,392
08/09/2021,23/02/2020,515
08/09/2021,24/02/2020,685
08/09/2021,25/02/2020,826
08/09/2021,26/02/2020,745
08/09/2021,27/02/2020,902
08/09/2021,28/02/2020,1218
08/09/2021,29/02/2020,1080
08/09/2021,01/03/2020,2482
08/09/2021,02/03/2020,1954
08/09/2021,03/03/2020,2254
08/09/2021,04/03/2020,1940
08/09/2021,05/03/2020,2632
08/09/2021,06/03/2020,2975
08/09/2021,07/03/2020,3127
08/09/2021,08/03/2020,3685
08/09/2021,09/03/2020,4435
08/09/2021,10/03/2020,6128
08/09/2021,11/03/2020,4211
08/09/2021,12/03/2020,4795
08/09/2021,13/03/2020,5357
08/09/2021,14/03/2020,4711
08/09/2021,15/03/2020,5882
08/09/2021,16/03/2020,5346
08/09/2021,17/03/2020,4550
08/09/2021,18/03/2020,4831
08/09/2021,19/03/2020,4291
08/09/2021,20/03/2020,6151
08/09/2021,21/03/2020,3830
08/09/2021,22/03/2020,3801
08/09/2021,23/03/2020,4399
08/09/2021,24/03/2020,3599
08/09/2021,25/03/2020,3839
08/09/2021,26/03/2020,3326
08/09/2021,27/03/2020,3557
08/09/2021,28/03/2020,3174
08/09/2021,29/03/2020,2408
08/09/2021,30/03/2020,3703
08/09/2021,31/03/2020,2615
08/09/2021,01/04/2020,4096
08/09/2021,02/04/2020,2684
08/09/2021,03/04/2020,2716
08/09/2021,04/04/2020,2328
08/09/2021,05/04/2020,2037
08/09/2021,06/04/2020,2482
08/09/2021,07/04/2020,2258
08/09/2021,08/04/2020,2153
08/09/2021,09/04/2020,2027
08/09/2021,10/04/2020,2728
08/09/2021,11/04/2020,1626
08/09/2021,12/04/2020,1643
08/09/2021,13/04/2020,1510
08/09/2021,14/04/2020,1833
08/09/2021,15/04/2020,2144
08/09/2021,16/04/2020,1643
08/09/2021,17/04/2020,1610
08/09/2021,18/04/2020,1273
08/09/2021,19/04/2020,1021
08/09/2021,20/04/2020,1880
08/09/2021,21/04/2020,1185
08/09/2021,22/04/2020,1212
08/09/2021,23/04/2020,1240
08/09/2021,24/04/2020,1116
08/09/2021,25/04/2020,877
08/09/2021,26/04/2020,662
08/09/2021,27/04/2020,1115
08/09/2021,28/04/2020,864
08/09/2021,29/04/2020,920
08/09/2021,30/04/2020,858
08/09/2021,01/05/2020,691
08/09/2021,02/05/2020,504
08/09/2021,03/05/2020,415
08/09/2021,04/05/2020,651
08/09/2021,05/05/2020,617
08/09/2021,06/05/2020,562
