iss_date,DATA_PRELIEVO_DIAGNOSI,CASI
08/09/2021,29/01/2020,<5
08/09/2021,06/02/2020,<5
08/09/2021,20/02/2020,<5
08/09/2021,21/02/2020,36
08/09/2021,22/02/2020,57
08/09/2021,23/02/2020,77
08/09/2021,24/02/2020,86
08/09/2021,25/02/2020,191
08/09/2021,26/02/2020,277
08/09/2021,27/02/2020,286
08/09/2021,28/02/2020,354
08/09/2021,29/02/2020,373
08/09/2021,01/03/2020,410
08/09/2021,02/03/2020,630
08/09/2021,03/03/2020,804
08/09/2021,04/03/2020,1075
08/09/2021,05/03/2020,1301
08/09/2021,06/03/2020,1528
08/09/2021,07/03/2020,1448
08/09/2021,08/03/2020,1452
08/09/2021,09/03/2020,2240
08/09/2021,10/03/2020,2455
08/09/2021,11/03/2020,2776
08/09/2021,12/03/2020,3140
08/09/2021,13/03/2020,4105
08/09/2021,14/03/2020,3536
08/09/2021,15/03/2020,2849
08/09/2021,16/03/2020,4814
08/09/2021,17/03/2020,5343
08/09/2021,18/03/2020,5690
08/09/2021,19/03/2020,5679
08/09/2021,20/03/2020,6255
08/09/2021,21/03/2020,4921
08/09/2021,22/03/2020,3926
08/09/2021,23/03/2020,6101
08/09/2021,24/03/2020,5917
08/09/2021,25/03/2020,5803
08/09/2021,26/03/2020,5702
08/09/2021,27/03/2020,5795
08/09/2021,28/03/2020,4528
08/09/2021,29/03/2020,3015
08/09/2021,30/03/2020,5088
08/09/2021,31/03/2020,5362
08/09/2021,01/04/2020,5023
08/09/2021,02/04/2020,4776
08/09/2021,03/04/2020,4453
08/09/2021,04/04/2020,3661
08/09/2021,05/04/2020,2600
08/09/2021,06/04/2020,4088
08/09/2021,07/04/2020,4141
08/09/2021,08/04/2020,4801
08/09/2021,09/04/2020,4686
08/09/2021,10/04/2020,5130
08/09/2021,11/04/2020,3430
08/09/2021,12/04/2020,1924
08/09/2021,13/04/2020,2266
08/09/2021,14/04/2020,3277
08/09/2021,15/04/2020,3951
08/09/2021,16/04/2020,3706
08/09/2021,17/04/2020,3503
08/09/2021,18/04/2020,2640
08/09/2021,19/04/2020,1389
08/09/2021,20/04/2020,3007
08/09/2021,21/04/2020,3076
08/09/2021,22/04/2020,2605
08/09/2021,23/04/2020,2812
08/09/2021,24/04/2020,2738
08/09/2021,25/04/2020,1667
08/09/2021,26/04/2020,1018
08/09/2021,27/04/2020,1982
08/09/2021,28/04/2020,2240
08/09/2021,29/04/2020,2327
08/09/2021,30/04/2020,2267
08/09/2021,01/05/2020,1085
08/09/2021,02/05/2020,1020
08/09/2021,03/05/2020,506
08/09/2021,04/05/2020,1458
08/09/2021,05/05/2020,1536
08/09/2021,06/05/2020,1443
08/09/2021,07/05/2020,1389
08/09/2021,08/05/2020,1379
08/09/2021,09/05/2020,731
08/09/2021,10/05/2020,337
08/09/2021,11/05/2020,872
08/09/2021,12/05/2020,916
08/09/2021,13/05/2020,889
08/09/2021,14/05/2020,902
08/09/2021,15/05/2020,791
08/09/2021,16/05/2020,606
08/09/2021,17/05/2020,298
08/09/2021,18/05/2020,655
08/09/2021,19/05/2020,720
08/09/2021,20/05/2020,674
08/09/2021,21/05/2020,622
08/09/2021,22/05/2020,685
08/09/2021,23/05/2020,356
08/09/2021,24/05/2020,147
08/09/2021,25/05/2020,513
08/09/2021,26/05/2020,540
08/09/2021,27/05/2020,524
08/09/2021,28/05/2020,516
08/09/2021,29/05/2020,388
08/09/2021,30/05/2020,285
08/09/2021,31/05/2020,89
08/09/2021,01/06/2020,375
08/09/2021,02/06/2020,87
08/09/2021,03/06/2020,358
08/09/2021,04/06/2020,361
08/09/2021,05/06/2020,384
08/09/2021,06/06/2020,203
08/09/2021,07/06/2020,84
08/09/2021,08/06/2020,300
08/09/2021,09/06/2020,368
08/09/2021,10/06/2020,394
08/09/2021,11/06/2020,447
08/09/2021,12/06/2020,369
08/09/2021,13/06/2020,214
08/09/2021,14/06/2020,68
08/09/2021,15/06/2020,276
08/09/2021,16/06/2020,280
08/09/2021,17/06/2020,302
08/09/2021,18/06/2020,232
08/09/2021,19/06/2020,290
08/09/2021,20/06/2020,165
08/09/2021,21/06/2020,62
08/09/2021,22/06/2020,333
08/09/2021,23/06/2020,292
08/09/2021,24/06/2020,206
08/09/2021,25/06/2020,201
08/09/2021,26/06/2020,184
08/09/2021,27/06/2020,121
08/09/2021,28/06/2020,62
08/09/2021,29/06/2020,233
08/09/2021,30/06/2020,198
08/09/2021,01/07/2020,235
08/09/2021,02/07/2020,249
08/09/2021,03/07/2020,238
