iss_date,DATARICOVERO1,RICOVERI
08/09/2021,20/02/2020,92
08/09/2021,21/02/2020,122
08/09/2021,22/02/2020,106
08/09/2021,23/02/2020,152
08/09/2021,24/02/2020,191
08/09/2021,25/02/2020,269
08/09/2021,26/02/2020,276
08/09/2021,27/02/2020,319
08/09/2021,28/02/2020,379
08/09/2021,29/02/2020,373
08/09/2021,01/03/2020,444
08/09/2021,02/03/2020,665
08/09/2021,03/03/2020,818
08/09/2021,04/03/2020,915
08/09/2021,05/03/2020,1090
08/09/2021,06/03/2020,1233
08/09/2021,07/03/2020,1206
08/09/2021,08/03/2020,1160
08/09/2021,09/03/2020,1454
08/09/2021,10/03/2020,1597
08/09/2021,11/03/2020,1755
08/09/2021,12/03/2020,1905
08/09/2021,13/03/2020,2328
08/09/2021,14/03/2020,1994
08/09/2021,15/03/2020,1901
08/09/2021,16/03/2020,2491
08/09/2021,17/03/2020,2669
08/09/2021,18/03/2020,2709
08/09/2021,19/03/2020,2786
08/09/2021,20/03/2020,2856
08/09/2021,21/03/2020,2540
08/09/2021,22/03/2020,2192
08/09/2021,23/03/2020,2711
08/09/2021,24/03/2020,2619
08/09/2021,25/03/2020,2329
08/09/2021,26/03/2020,2118
08/09/2021,27/03/2020,2226
08/09/2021,28/03/2020,1744
08/09/2021,29/03/2020,1436
08/09/2021,30/03/2020,1685
08/09/2021,31/03/2020,1576
08/09/2021,01/04/2020,1496
08/09/2021,02/04/2020,1462
08/09/2021,03/04/2020,1257
08/09/2021,04/04/2020,1015
08/09/2021,05/04/2020,837
08/09/2021,06/04/2020,1012
08/09/2021,07/04/2020,1014
08/09/2021,08/04/2020,1035
08/09/2021,09/04/2020,993
08/09/2021,10/04/2020,899
08/09/2021,11/04/2020,808
08/09/2021,12/04/2020,660
08/09/2021,13/04/2020,622
08/09/2021,14/04/2020,837
08/09/2021,15/04/2020,688
08/09/2021,16/04/2020,695
08/09/2021,17/04/2020,706
08/09/2021,18/04/2020,569
08/09/2021,19/04/2020,461
08/09/2021,20/04/2020,647
08/09/2021,21/04/2020,579
08/09/2021,22/04/2020,584
08/09/2021,23/04/2020,574
08/09/2021,24/04/2020,541
08/09/2021,25/04/2020,425
08/09/2021,26/04/2020,349
08/09/2021,27/04/2020,422
08/09/2021,28/04/2020,416
08/09/2021,29/04/2020,401
08/09/2021,30/04/2020,353
08/09/2021,01/05/2020,270
08/09/2021,02/05/2020,234
08/09/2021,03/05/2020,180
08/09/2021,04/05/2020,284
08/09/2021,05/05/2020,275
08/09/2021,06/05/2020,281
08/09/2021,07/05/2020,264
08/09/2021,08/05/2020,274
08/09/2021,09/05/2020,164
08/09/2021,10/05/2020,154
08/09/2021,11/05/2020,225
08/09/2021,12/05/2020,177
08/09/2021,13/05/2020,178
08/09/2021,14/05/2020,187
08/09/2021,15/05/2020,191
08/09/2021,16/05/2020,134
08/09/2021,17/05/2020,115
08/09/2021,18/05/2020,149
08/09/2021,19/05/2020,143
08/09/2021,20/05/2020,138
08/09/2021,21/05/2020,108
08/09/2021,22/05/2020,111
08/09/2021,23/05/2020,88
08/09/2021,24/05/2020,81
08/09/2021,25/05/2020,138
08/09/2021,26/05/2020,103
08/09/2021,27/05/2020,97
08/09/2021,28/05/2020,76
08/09/2021,29/05/2020,93
08/09/2021,30/05/2020,79
08/09/2021,31/05/2020,47
08/09/2021,01/06/2020,100
08/09/2021,02/06/2020,59
08/09/2021,03/06/2020,80
08/09/2021,04/06/2020,71
08/09/2021,05/06/2020,78
08/09/2021,06/06/2020,46
08/09/2021,07/06/2020,42
08/09/2021,08/06/2020,92
08/09/2021,09/06/2020,64
08/09/2021,10/06/2020,68
08/09/2021,11/06/2020,53
08/09/2021,12/06/2020,66
08/09/2021,13/06/2020,58
08/09/2021,14/06/2020,48
08/09/2021,15/06/2020,64
08/09/2021,16/06/2020,50
08/09/2021,17/06/2020,56
08/09/2021,18/06/2020,62
08/09/2021,19/06/2020,69
08/09/2021,20/06/2020,34
08/09/2021,21/06/2020,40
08/09/2021,22/06/2020,70
08/09/2021,23/06/2020,50
08/09/2021,24/06/2020,65
08/09/2021,25/06/2020,64
08/09/2021,26/06/2020,69
08/09/2021,27/06/2020,36
08/09/2021,28/06/2020,29
08/09/2021,29/06/2020,70
08/09/2021,30/06/2020,59
08/09/2021,01/07/2020,49
08/09/2021,02/07/2020,64
08/09/2021,03/07/2020,69
08/09/2021,04/07/2020,36
08/09/2021,05/07/2020,47
08/09/2021,06/07/2020,56
08/09/2021,07/07/2020,45
08/09/2021,08/07/2020,54
08/09/2021,09/07/2020,44
08/09/2021,10/07/2020,61
08/09/2021,11/07/2020,45
08/09/2021,12/07/2020,36
08/09/2021,13/07/2020,58
08/09/2021,14/07/2020,48
08/09/2021,15/07/2020,53
08/09/2021,16/07/2020,53
08/09/2021,17/07/2020,74
08/09/2021,18/07/2020,44
08/09/2021,19/07/2020,34
08/09/2021,20/07/2020,60
08/09/2021,21/07/2020,65
08/09/2021,22/07/2020,56
08/09/2021,23/07/2020,59
08/09/2021,24/07/2020,56
08/09/2021,25/07/2020,58
08/09/2021,26/07/2020,41
08/09/2021,27/07/2020,50
08/09/2021,28/07/2020,57
08/09/2021,29/07/2020,50
08/09/2021,30/07/2020,52
08/09/2021,31/07/2020,71
08/09/2021,01/08/2020,65
08/09/2021,02/08/2020,48
08/09/2021,03/08/2020,76
08/09/2021,04/08/2020,59
08/09/2021,05/08/2020,73
08/09/2021,06/08/2020,53
08/09/2021,07/08/2020,65
08/09/2021,08/08/2020,57
08/09/2021,09/08/2020,60
