iss_date,DATARICOVERO1,RICOVERI
11/01/2022,20/02/2020,92
11/01/2022,21/02/2020,123
11/01/2022,22/02/2020,106
11/01/2022,23/02/2020,151
11/01/2022,24/02/2020,191
11/01/2022,25/02/2020,267
11/01/2022,26/02/2020,273
11/01/2022,27/02/2020,317
11/01/2022,28/02/2020,379
11/01/2022,29/02/2020,374
11/01/2022,01/03/2020,441
11/01/2022,02/03/2020,669
11/01/2022,03/03/2020,816
11/01/2022,04/03/2020,914
11/01/2022,05/03/2020,1096
11/01/2022,06/03/2020,1226
11/01/2022,07/03/2020,1203
11/01/2022,08/03/2020,1162
11/01/2022,09/03/2020,1460
11/01/2022,10/03/2020,1586
11/01/2022,11/03/2020,1756
11/01/2022,12/03/2020,1907
11/01/2022,13/03/2020,2332
11/01/2022,14/03/2020,1996
11/01/2022,15/03/2020,1908
11/01/2022,16/03/2020,2489
11/01/2022,17/03/2020,2665
11/01/2022,18/03/2020,2705
11/01/2022,19/03/2020,2786
11/01/2022,20/03/2020,2861
11/01/2022,21/03/2020,2541
11/01/2022,22/03/2020,2197
11/01/2022,23/03/2020,2712
11/01/2022,24/03/2020,2619
11/01/2022,25/03/2020,2313
11/01/2022,26/03/2020,2120
11/01/2022,27/03/2020,2230
11/01/2022,28/03/2020,1749
11/01/2022,29/03/2020,1438
11/01/2022,30/03/2020,1680
11/01/2022,31/03/2020,1585
11/01/2022,01/04/2020,1500
11/01/2022,02/04/2020,1460
11/01/2022,03/04/2020,1261
11/01/2022,04/04/2020,1019
11/01/2022,05/04/2020,837
11/01/2022,06/04/2020,1016
11/01/2022,07/04/2020,1017
11/01/2022,08/04/2020,1034
11/01/2022,09/04/2020,994
11/01/2022,10/04/2020,911
11/01/2022,11/04/2020,815
11/01/2022,12/04/2020,663
11/01/2022,13/04/2020,623
11/01/2022,14/04/2020,839
11/01/2022,15/04/2020,696
11/01/2022,16/04/2020,697
11/01/2022,17/04/2020,707
11/01/2022,18/04/2020,570
11/01/2022,19/04/2020,466
11/01/2022,20/04/2020,652
