iss_date,DATA_PRELIEVO_DIAGNOSI,CASI
11/01/2022,29/01/2020,<5
11/01/2022,06/02/2020,<5
11/01/2022,20/02/2020,<5
11/01/2022,21/02/2020,36
11/01/2022,22/02/2020,58
11/01/2022,23/02/2020,77
11/01/2022,24/02/2020,86
11/01/2022,25/02/2020,190
11/01/2022,26/02/2020,278
11/01/2022,27/02/2020,286
11/01/2022,28/02/2020,354
11/01/2022,29/02/2020,373
11/01/2022,01/03/2020,411
11/01/2022,02/03/2020,629
11/01/2022,03/03/2020,803
11/01/2022,04/03/2020,1077
11/01/2022,05/03/2020,1302
11/01/2022,06/03/2020,1530
11/01/2022,07/03/2020,1412
11/01/2022,08/03/2020,1451
11/01/2022,09/03/2020,2241
11/01/2022,10/03/2020,2451
11/01/2022,11/03/2020,2778
11/01/2022,12/03/2020,3143
11/01/2022,13/03/2020,4106
11/01/2022,14/03/2020,3535
11/01/2022,15/03/2020,2850
11/01/2022,16/03/2020,4820
11/01/2022,17/03/2020,5348
11/01/2022,18/03/2020,5693
11/01/2022,19/03/2020,5689
11/01/2022,20/03/2020,6258
11/01/2022,21/03/2020,4923
11/01/2022,22/03/2020,3926
11/01/2022,23/03/2020,6101
11/01/2022,24/03/2020,5916
11/01/2022,25/03/2020,5804
11/01/2022,26/03/2020,5707
11/01/2022,27/03/2020,5795
11/01/2022,28/03/2020,4528
11/01/2022,29/03/2020,3013
11/01/2022,30/03/2020,5086
11/01/2022,31/03/2020,5362
11/01/2022,01/04/2020,5026
11/01/2022,02/04/2020,4775
11/01/2022,03/04/2020,4449
11/01/2022,04/04/2020,3662
11/01/2022,05/04/2020,2601
11/01/2022,06/04/2020,4089
11/01/2022,07/04/2020,4141
11/01/2022,08/04/2020,4799
11/01/2022,09/04/2020,4688
11/01/2022,10/04/2020,5132
11/01/2022,11/04/2020,3429
11/01/2022,12/04/2020,1920
11/01/2022,13/04/2020,2268
11/01/2022,14/04/2020,3278
11/01/2022,15/04/2020,3950
11/01/2022,16/04/2020,3706
11/01/2022,17/04/2020,3502
11/01/2022,18/04/2020,2640
11/01/2022,19/04/2020,1388
11/01/2022,20/04/2020,3006
11/01/2022,21/04/2020,3077
11/01/2022,22/04/2020,2606
11/01/2022,23/04/2020,2813
11/01/2022,24/04/2020,2739
11/01/2022,25/04/2020,1667
11/01/2022,26/04/2020,1017
11/01/2022,27/04/2020,1982
11/01/2022,28/04/2020,2242
11/01/2022,29/04/2020,2328
11/01/2022,30/04/2020,2269
11/01/2022,01/05/2020,1086
11/01/2022,02/05/2020,1021
11/01/2022,03/05/2020,506
11/01/2022,04/05/2020,1457
11/01/2022,05/05/2020,1537
11/01/2022,06/05/2020,1442
11/01/2022,07/05/2020,1389
11/01/2022,08/05/2020,1380
11/01/2022,09/05/2020,731
11/01/2022,10/05/2020,337
11/01/2022,11/05/2020,873
11/01/2022,12/05/2020,915
11/01/2022,13/05/2020,890
11/01/2022,14/05/2020,901
11/01/2022,15/05/2020,791
11/01/2022,16/05/2020,606
11/01/2022,17/05/2020,298
11/01/2022,18/05/2020,655
11/01/2022,19/05/2020,720
11/01/2022,20/05/2020,674
11/01/2022,21/05/2020,622
11/01/2022,22/05/2020,685
11/01/2022,23/05/2020,356
11/01/2022,24/05/2020,147
11/01/2022,25/05/2020,513
11/01/2022,26/05/2020,541
11/01/2022,27/05/2020,524
11/01/2022,28/05/2020,516
11/01/2022,29/05/2020,386
11/01/2022,30/05/2020,286
11/01/2022,31/05/2020,89
11/01/2022,01/06/2020,377
11/01/2022,02/06/2020,87
11/01/2022,03/06/2020,358
11/01/2022,04/06/2020,361
11/01/2022,05/06/2020,385
11/01/2022,06/06/2020,203
11/01/2022,07/06/2020,84
11/01/2022,08/06/2020,300
11/01/2022,09/06/2020,368
11/01/2022,10/06/2020,394
11/01/2022,11/06/2020,449
11/01/2022,12/06/2020,369
11/01/2022,13/06/2020,215
11/01/2022,14/06/2020,68
11/01/2022,15/06/2020,276
11/01/2022,16/06/2020,280
11/01/2022,17/06/2020,302
11/01/2022,18/06/2020,233
11/01/2022,19/06/2020,290
11/01/2022,20/06/2020,165
11/01/2022,21/06/2020,62
11/01/2022,22/06/2020,338
11/01/2022,23/06/2020,288
11/01/2022,24/06/2020,206
11/01/2022,25/06/2020,202
11/01/2022,26/06/2020,184
11/01/2022,27/06/2020,124
11/01/2022,28/06/2020,66
11/01/2022,29/06/2020,230
11/01/2022,30/06/2020,199
11/01/2022,01/07/2020,235
11/01/2022,02/07/2020,247
11/01/2022,03/07/2020,241
11/01/2022,04/07/2020,222
11/01/2022,05/07/2020,76
11/01/2022,06/07/2020,235
11/01/2022,07/07/2020,223
11/01/2022,08/07/2020,285
11/01/2022,09/07/2020,220
11/01/2022,10/07/2020,249
11/01/2022,11/07/2020,163
11/01/2022,12/07/2020,62
11/01/2022,13/07/2020,186
11/01/2022,14/07/2020,238
11/01/2022,15/07/2020,238
11/01/2022,16/07/2020,256
11/01/2022,17/07/2020,284
11/01/2022,18/07/2020,167
11/01/2022,19/07/2020,110
11/01/2022,20/07/2020,317
11/01/2022,21/07/2020,279
11/01/2022,22/07/2020,276
11/01/2022,23/07/2020,270
11/01/2022,24/07/2020,305
11/01/2022,25/07/2020,194
11/01/2022,26/07/2020,92
11/01/2022,27/07/2020,324
11/01/2022,28/07/2020,317
11/01/2022,29/07/2020,470
11/01/2022,30/07/2020,315
11/01/2022,31/07/2020,321
11/01/2022,01/08/2020,202
11/01/2022,02/08/2020,105
11/01/2022,03/08/2020,420
11/01/2022,04/08/2020,393
11/01/2022,05/08/2020,507
11/01/2022,06/08/2020,398
11/01/2022,07/08/2020,497
11/01/2022,08/08/2020,343
11/01/2022,09/08/2020,195
11/01/2022,10/08/2020,501
11/01/2022,11/08/2020,538
11/01/2022,12/08/2020,626
11/01/2022,13/08/2020,549
11/01/2022,14/08/2020,631
11/01/2022,15/08/2020,323
11/01/2022,16/08/2020,298
11/01/2022,17/08/2020,704
11/01/2022,18/08/2020,926
11/01/2022,19/08/2020,1076
11/01/2022,20/08/2020,1165
11/01/2022,21/08/2020,1422
11/01/2022,22/08/2020,1057
11/01/2022,23/08/2020,722
11/01/2022,24/08/2020,1682
11/01/2022,25/08/2020,1591
11/01/2022,26/08/2020,1547
11/01/2022,27/08/2020,1524
11/01/2022,28/08/2020,1467
11/01/2022,29/08/2020,1076
11/01/2022,30/08/2020,579
11/01/2022,31/08/2020,1436
11/01/2022,01/09/2020,1428
