iss_date,DATARICOVERO1,RICOVERI
06/01/2021,20/02/2020,92
06/01/2021,21/02/2020,120
06/01/2021,22/02/2020,106
06/01/2021,23/02/2020,150
06/01/2021,24/02/2020,190
06/01/2021,25/02/2020,267
06/01/2021,26/02/2020,273
06/01/2021,27/02/2020,317
06/01/2021,28/02/2020,376
06/01/2021,29/02/2020,371
06/01/2021,01/03/2020,442
06/01/2021,02/03/2020,665
06/01/2021,03/03/2020,814
06/01/2021,04/03/2020,911
06/01/2021,05/03/2020,1089
06/01/2021,06/03/2020,1230
06/01/2021,07/03/2020,1198
06/01/2021,08/03/2020,1159
06/01/2021,09/03/2020,1450
06/01/2021,10/03/2020,1591
06/01/2021,11/03/2020,1748
06/01/2021,12/03/2020,1904
06/01/2021,13/03/2020,2319
06/01/2021,14/03/2020,1989
06/01/2021,15/03/2020,1900
06/01/2021,16/03/2020,2486
06/01/2021,17/03/2020,2665
06/01/2021,18/03/2020,2699
06/01/2021,19/03/2020,2781
06/01/2021,20/03/2020,2854
06/01/2021,21/03/2020,2537
06/01/2021,22/03/2020,2189
06/01/2021,23/03/2020,2699
06/01/2021,24/03/2020,2606
06/01/2021,25/03/2020,2313
06/01/2021,26/03/2020,2110
06/01/2021,27/03/2020,2208
06/01/2021,28/03/2020,1731
06/01/2021,29/03/2020,1421
06/01/2021,30/03/2020,1677
06/01/2021,31/03/2020,1553
06/01/2021,01/04/2020,1476
06/01/2021,02/04/2020,1442
06/01/2021,03/04/2020,1245
06/01/2021,04/04/2020,1008
06/01/2021,05/04/2020,833
06/01/2021,06/04/2020,1004
06/01/2021,07/04/2020,1012
06/01/2021,08/04/2020,1026
06/01/2021,09/04/2020,976
06/01/2021,10/04/2020,884
06/01/2021,11/04/2020,785
06/01/2021,12/04/2020,651
06/01/2021,13/04/2020,616
06/01/2021,14/04/2020,818
06/01/2021,15/04/2020,673
06/01/2021,16/04/2020,685
06/01/2021,17/04/2020,690
06/01/2021,18/04/2020,567
06/01/2021,19/04/2020,455
06/01/2021,20/04/2020,631
06/01/2021,21/04/2020,565
06/01/2021,22/04/2020,579
06/01/2021,23/04/2020,569
06/01/2021,24/04/2020,533
06/01/2021,25/04/2020,418
06/01/2021,26/04/2020,344
06/01/2021,27/04/2020,401
06/01/2021,28/04/2020,406
06/01/2021,29/04/2020,393
06/01/2021,30/04/2020,341
06/01/2021,01/05/2020,262
06/01/2021,02/05/2020,230
06/01/2021,03/05/2020,171
06/01/2021,04/05/2020,276
06/01/2021,05/05/2020,255
06/01/2021,06/05/2020,269
06/01/2021,07/05/2020,253
06/01/2021,08/05/2020,271
06/01/2021,09/05/2020,157
06/01/2021,10/05/2020,151
06/01/2021,11/05/2020,224
06/01/2021,12/05/2020,173
06/01/2021,13/05/2020,174
06/01/2021,14/05/2020,175
06/01/2021,15/05/2020,182
06/01/2021,16/05/2020,127
06/01/2021,17/05/2020,109
06/01/2021,18/05/2020,136
06/01/2021,19/05/2020,136
06/01/2021,20/05/2020,131
06/01/2021,21/05/2020,100
06/01/2021,22/05/2020,105
06/01/2021,23/05/2020,84
06/01/2021,24/05/2020,78
06/01/2021,25/05/2020,122
06/01/2021,26/05/2020,96
06/01/2021,27/05/2020,89
06/01/2021,28/05/2020,68
06/01/2021,29/05/2020,90
06/01/2021,30/05/2020,74
06/01/2021,31/05/2020,45
06/01/2021,01/06/2020,91
06/01/2021,02/06/2020,56
06/01/2021,03/06/2020,75
06/01/2021,04/06/2020,68
06/01/2021,05/06/2020,70
06/01/2021,06/06/2020,45
06/01/2021,07/06/2020,37
06/01/2021,08/06/2020,87
06/01/2021,09/06/2020,56
06/01/2021,10/06/2020,62
06/01/2021,11/06/2020,46
06/01/2021,12/06/2020,58
