iss_date,DATA_PRELIEVO_DIAGNOSI,CASI
06/01/2021,29/01/2020,<5
06/01/2021,06/02/2020,<5
06/01/2021,20/02/2020,<5
06/01/2021,21/02/2020,36
06/01/2021,22/02/2020,56
06/01/2021,23/02/2020,76
06/01/2021,24/02/2020,86
06/01/2021,25/02/2020,190
06/01/2021,26/02/2020,278
06/01/2021,27/02/2020,285
06/01/2021,28/02/2020,357
06/01/2021,29/02/2020,371
06/01/2021,01/03/2020,412
06/01/2021,02/03/2020,630
06/01/2021,03/03/2020,806
06/01/2021,04/03/2020,1079
06/01/2021,05/03/2020,1299
06/01/2021,06/03/2020,1523
06/01/2021,07/03/2020,1441
06/01/2021,08/03/2020,1446
06/01/2021,09/03/2020,2245
06/01/2021,10/03/2020,2448
06/01/2021,11/03/2020,2768
06/01/2021,12/03/2020,3142
06/01/2021,13/03/2020,4101
06/01/2021,14/03/2020,3534
06/01/2021,15/03/2020,2854
06/01/2021,16/03/2020,4809
06/01/2021,17/03/2020,5344
06/01/2021,18/03/2020,5694
06/01/2021,19/03/2020,5689
06/01/2021,20/03/2020,6238
06/01/2021,21/03/2020,4918
06/01/2021,22/03/2020,3935
06/01/2021,23/03/2020,6085
06/01/2021,24/03/2020,5920
06/01/2021,25/03/2020,5775
06/01/2021,26/03/2020,5675
06/01/2021,27/03/2020,5763
06/01/2021,28/03/2020,4506
06/01/2021,29/03/2020,2960
06/01/2021,30/03/2020,5065
06/01/2021,31/03/2020,5344
06/01/2021,01/04/2020,4995
06/01/2021,02/04/2020,4720
06/01/2021,03/04/2020,4440
06/01/2021,04/04/2020,3646
06/01/2021,05/04/2020,2596
06/01/2021,06/04/2020,4081
06/01/2021,07/04/2020,4142
06/01/2021,08/04/2020,4796
06/01/2021,09/04/2020,4674
06/01/2021,10/04/2020,5122
06/01/2021,11/04/2020,3408
06/01/2021,12/04/2020,1915
06/01/2021,13/04/2020,2263
06/01/2021,14/04/2020,3277
06/01/2021,15/04/2020,3951
06/01/2021,16/04/2020,3696
06/01/2021,17/04/2020,3497
06/01/2021,18/04/2020,2640
06/01/2021,19/04/2020,1386
06/01/2021,20/04/2020,3002
06/01/2021,21/04/2020,3072
06/01/2021,22/04/2020,2603
06/01/2021,23/04/2020,2801
06/01/2021,24/04/2020,2730
06/01/2021,25/04/2020,1664
06/01/2021,26/04/2020,1024
06/01/2021,27/04/2020,1972
06/01/2021,28/04/2020,2237
06/01/2021,29/04/2020,2324
06/01/2021,30/04/2020,2264
06/01/2021,01/05/2020,1083
06/01/2021,02/05/2020,1019
06/01/2021,03/05/2020,504
06/01/2021,04/05/2020,1447
06/01/2021,05/05/2020,1544
06/01/2021,06/05/2020,1443
06/01/2021,07/05/2020,1388
06/01/2021,08/05/2020,1383
06/01/2021,09/05/2020,735
06/01/2021,10/05/2020,334
06/01/2021,11/05/2020,885
06/01/2021,12/05/2020,924
06/01/2021,13/05/2020,891
06/01/2021,14/05/2020,901
06/01/2021,15/05/2020,798
06/01/2021,16/05/2020,612
06/01/2021,17/05/2020,300
06/01/2021,18/05/2020,658
06/01/2021,19/05/2020,718
06/01/2021,20/05/2020,674
06/01/2021,21/05/2020,623
06/01/2021,22/05/2020,687
06/01/2021,23/05/2020,357
06/01/2021,24/05/2020,146
06/01/2021,25/05/2020,513
06/01/2021,26/05/2020,541
06/01/2021,27/05/2020,531
06/01/2021,28/05/2020,517
06/01/2021,29/05/2020,391
06/01/2021,30/05/2020,288
06/01/2021,31/05/2020,90
06/01/2021,01/06/2020,386
06/01/2021,02/06/2020,86
06/01/2021,03/06/2020,361
06/01/2021,04/06/2020,368
06/01/2021,05/06/2020,386
06/01/2021,06/06/2020,204
06/01/2021,07/06/2020,82
06/01/2021,08/06/2020,299
06/01/2021,09/06/2020,367
06/01/2021,10/06/2020,392
06/01/2021,11/06/2020,448
06/01/2021,12/06/2020,363
06/01/2021,13/06/2020,215
06/01/2021,14/06/2020,68
06/01/2021,15/06/2020,278
06/01/2021,16/06/2020,276
06/01/2021,17/06/2020,302
06/01/2021,18/06/2020,232
06/01/2021,19/06/2020,290
06/01/2021,20/06/2020,162
06/01/2021,21/06/2020,61
06/01/2021,22/06/2020,330
06/01/2021,23/06/2020,294
06/01/2021,24/06/2020,203
06/01/2021,25/06/2020,205
06/01/2021,26/06/2020,182
06/01/2021,27/06/2020,122
06/01/2021,28/06/2020,64
06/01/2021,29/06/2020,235
06/01/2021,30/06/2020,198
06/01/2021,01/07/2020,238
06/01/2021,02/07/2020,249
06/01/2021,03/07/2020,236
06/01/2021,04/07/2020,219
06/01/2021,05/07/2020,82
06/01/2021,06/07/2020,235
06/01/2021,07/07/2020,221
06/01/2021,08/07/2020,283
06/01/2021,09/07/2020,219
06/01/2021,10/07/2020,248
06/01/2021,11/07/2020,157
06/01/2021,12/07/2020,53
06/01/2021,13/07/2020,184
06/01/2021,14/07/2020,235
06/01/2021,15/07/2020,239
06/01/2021,16/07/2020,257
06/01/2021,17/07/2020,284
06/01/2021,18/07/2020,162
06/01/2021,19/07/2020,109
06/01/2021,20/07/2020,313
06/01/2021,21/07/2020,278
06/01/2021,22/07/2020,274
06/01/2021,23/07/2020,267
06/01/2021,24/07/2020,307
06/01/2021,25/07/2020,194
06/01/2021,26/07/2020,91
06/01/2021,27/07/2020,319
06/01/2021,28/07/2020,314
06/01/2021,29/07/2020,465
06/01/2021,30/07/2020,313
06/01/2021,31/07/2020,311
06/01/2021,01/08/2020,198
06/01/2021,02/08/2020,107
