iss_date,DATARICOVERO1,RICOVERI
05/03/2021,20/02/2020,93
05/03/2021,21/02/2020,121
05/03/2021,22/02/2020,106
05/03/2021,23/02/2020,152
05/03/2021,24/02/2020,191
05/03/2021,25/02/2020,268
05/03/2021,26/02/2020,275
05/03/2021,27/02/2020,319
05/03/2021,28/02/2020,379
05/03/2021,29/02/2020,371
05/03/2021,01/03/2020,444
05/03/2021,02/03/2020,665
05/03/2021,03/03/2020,814
05/03/2021,04/03/2020,914
05/03/2021,05/03/2020,1089
05/03/2021,06/03/2020,1232
05/03/2021,07/03/2020,1201
05/03/2021,08/03/2020,1159
05/03/2021,09/03/2020,1451
05/03/2021,10/03/2020,1593
05/03/2021,11/03/2020,1752
05/03/2021,12/03/2020,1905
05/03/2021,13/03/2020,2325
05/03/2021,14/03/2020,1995
05/03/2021,15/03/2020,1903
05/03/2021,16/03/2020,2487
05/03/2021,17/03/2020,2665
05/03/2021,18/03/2020,2705
05/03/2021,19/03/2020,2781
05/03/2021,20/03/2020,2852
05/03/2021,21/03/2020,2537
05/03/2021,22/03/2020,2191
05/03/2021,23/03/2020,2702
05/03/2021,24/03/2020,2609
05/03/2021,25/03/2020,2316
05/03/2021,26/03/2020,2117
05/03/2021,27/03/2020,2212
05/03/2021,28/03/2020,1735
05/03/2021,29/03/2020,1421
05/03/2021,30/03/2020,1676
05/03/2021,31/03/2020,1563
05/03/2021,01/04/2020,1481
05/03/2021,02/04/2020,1448
05/03/2021,03/04/2020,1254
05/03/2021,04/04/2020,1011
05/03/2021,05/04/2020,835
05/03/2021,06/04/2020,1009
05/03/2021,07/04/2020,1012
05/03/2021,08/04/2020,1031
05/03/2021,09/04/2020,981
05/03/2021,10/04/2020,893
05/03/2021,11/04/2020,793
05/03/2021,12/04/2020,655
05/03/2021,13/04/2020,618
05/03/2021,14/04/2020,825
05/03/2021,15/04/2020,682
05/03/2021,16/04/2020,686
05/03/2021,17/04/2020,697
05/03/2021,18/04/2020,569
05/03/2021,19/04/2020,456
05/03/2021,20/04/2020,638
05/03/2021,21/04/2020,572
05/03/2021,22/04/2020,582
05/03/2021,23/04/2020,572
05/03/2021,24/04/2020,535
05/03/2021,25/04/2020,424
05/03/2021,26/04/2020,345
05/03/2021,27/04/2020,408
05/03/2021,28/04/2020,411
05/03/2021,29/04/2020,397
05/03/2021,30/04/2020,345
05/03/2021,01/05/2020,264
05/03/2021,02/05/2020,231
05/03/2021,03/05/2020,177
05/03/2021,04/05/2020,281
05/03/2021,05/05/2020,261
05/03/2021,06/05/2020,273
05/03/2021,07/05/2020,257
05/03/2021,08/05/2020,271
05/03/2021,09/05/2020,157
05/03/2021,10/05/2020,153
05/03/2021,11/05/2020,228
05/03/2021,12/05/2020,174
05/03/2021,13/05/2020,178
05/03/2021,14/05/2020,182
05/03/2021,15/05/2020,189
05/03/2021,16/05/2020,132
05/03/2021,17/05/2020,111
05/03/2021,18/05/2020,143
05/03/2021,19/05/2020,139
05/03/2021,20/05/2020,134
05/03/2021,21/05/2020,105
05/03/2021,22/05/2020,110
