iss_date,DATA_PRELIEVO_DIAGNOSI,CASI
05/03/2021,29/01/2020,<5
05/03/2021,06/02/2020,<5
05/03/2021,20/02/2020,<5
05/03/2021,21/02/2020,34
05/03/2021,22/02/2020,57
05/03/2021,23/02/2020,76
05/03/2021,24/02/2020,84
05/03/2021,25/02/2020,192
05/03/2021,26/02/2020,276
05/03/2021,27/02/2020,282
05/03/2021,28/02/2020,353
05/03/2021,29/02/2020,375
05/03/2021,01/03/2020,409
05/03/2021,02/03/2020,630
05/03/2021,03/03/2020,802
05/03/2021,04/03/2020,1080
05/03/2021,05/03/2020,1306
05/03/2021,06/03/2020,1526
05/03/2021,07/03/2020,1424
05/03/2021,08/03/2020,1452
05/03/2021,09/03/2020,2240
05/03/2021,10/03/2020,2462
05/03/2021,11/03/2020,2761
05/03/2021,12/03/2020,3138
05/03/2021,13/03/2020,4106
05/03/2021,14/03/2020,3532
05/03/2021,15/03/2020,2850
05/03/2021,16/03/2020,4809
05/03/2021,17/03/2020,5339
05/03/2021,18/03/2020,5691
05/03/2021,19/03/2020,5689
05/03/2021,20/03/2020,6238
05/03/2021,21/03/2020,4911
05/03/2021,22/03/2020,3930
05/03/2021,23/03/2020,6090
05/03/2021,24/03/2020,5904
05/03/2021,25/03/2020,5773
05/03/2021,26/03/2020,5674
05/03/2021,27/03/2020,5762
05/03/2021,28/03/2020,4507
05/03/2021,29/03/2020,2962
05/03/2021,30/03/2020,5065
05/03/2021,31/03/2020,5343
05/03/2021,01/04/2020,4997
05/03/2021,02/04/2020,4722
05/03/2021,03/04/2020,4442
05/03/2021,04/04/2020,3644
05/03/2021,05/04/2020,2593
05/03/2021,06/04/2020,4078
05/03/2021,07/04/2020,4139
05/03/2021,08/04/2020,4797
05/03/2021,09/04/2020,4672
05/03/2021,10/04/2020,5122
05/03/2021,11/04/2020,3412
05/03/2021,12/04/2020,1915
05/03/2021,13/04/2020,2263
05/03/2021,14/04/2020,3276
05/03/2021,15/04/2020,3951
05/03/2021,16/04/2020,3702
05/03/2021,17/04/2020,3492
05/03/2021,18/04/2020,2638
05/03/2021,19/04/2020,1388
05/03/2021,20/04/2020,3002
05/03/2021,21/04/2020,3073
05/03/2021,22/04/2020,2606
05/03/2021,23/04/2020,2800
05/03/2021,24/04/2020,2737
05/03/2021,25/04/2020,1665
05/03/2021,26/04/2020,1016
05/03/2021,27/04/2020,1973
05/03/2021,28/04/2020,2239
05/03/2021,29/04/2020,2322
05/03/2021,30/04/2020,2266
05/03/2021,01/05/2020,1081
05/03/2021,02/05/2020,1019
05/03/2021,03/05/2020,504
05/03/2021,04/05/2020,1447
05/03/2021,05/05/2020,1543
05/03/2021,06/05/2020,1445
05/03/2021,07/05/2020,1388
05/03/2021,08/05/2020,1386
05/03/2021,09/05/2020,734
05/03/2021,10/05/2020,334
05/03/2021,11/05/2020,885
05/03/2021,12/05/2020,924
05/03/2021,13/05/2020,891
05/03/2021,14/05/2020,900
05/03/2021,15/05/2020,801
05/03/2021,16/05/2020,616
05/03/2021,17/05/2020,300
05/03/2021,18/05/2020,658
05/03/2021,19/05/2020,721
05/03/2021,20/05/2020,675
05/03/2021,21/05/2020,624
05/03/2021,22/05/2020,687
05/03/2021,23/05/2020,357
05/03/2021,24/05/2020,146
05/03/2021,25/05/2020,514
05/03/2021,26/05/2020,541
05/03/2021,27/05/2020,530
05/03/2021,28/05/2020,517
05/03/2021,29/05/2020,391
05/03/2021,30/05/2020,285
05/03/2021,31/05/2020,90
05/03/2021,01/06/2020,387
05/03/2021,02/06/2020,87
05/03/2021,03/06/2020,361
05/03/2021,04/06/2020,368
05/03/2021,05/06/2020,386
05/03/2021,06/06/2020,204
05/03/2021,07/06/2020,83
05/03/2021,08/06/2020,301
05/03/2021,09/06/2020,368
05/03/2021,10/06/2020,392
05/03/2021,11/06/2020,449
05/03/2021,12/06/2020,365
05/03/2021,13/06/2020,216
05/03/2021,14/06/2020,69
05/03/2021,15/06/2020,278
05/03/2021,16/06/2020,278
05/03/2021,17/06/2020,302
05/03/2021,18/06/2020,232
05/03/2021,19/06/2020,291
05/03/2021,20/06/2020,162
05/03/2021,21/06/2020,61
05/03/2021,22/06/2020,331
05/03/2021,23/06/2020,294
05/03/2021,24/06/2020,203
05/03/2021,25/06/2020,204
05/03/2021,26/06/2020,184
05/03/2021,27/06/2020,122
05/03/2021,28/06/2020,64
05/03/2021,29/06/2020,235
05/03/2021,30/06/2020,198
05/03/2021,01/07/2020,238
05/03/2021,02/07/2020,251
05/03/2021,03/07/2020,239
05/03/2021,04/07/2020,218
05/03/2021,05/07/2020,82
05/03/2021,06/07/2020,236
05/03/2021,07/07/2020,222
05/03/2021,08/07/2020,282
05/03/2021,09/07/2020,219
05/03/2021,10/07/2020,249
05/03/2021,11/07/2020,157
05/03/2021,12/07/2020,54
05/03/2021,13/07/2020,184
05/03/2021,14/07/2020,237
05/03/2021,15/07/2020,239
05/03/2021,16/07/2020,256
05/03/2021,17/07/2020,285
05/03/2021,18/07/2020,162
05/03/2021,19/07/2020,110
05/03/2021,20/07/2020,316
05/03/2021,21/07/2020,278
05/03/2021,22/07/2020,278
05/03/2021,23/07/2020,269
05/03/2021,24/07/2020,309
05/03/2021,25/07/2020,193
05/03/2021,26/07/2020,90
05/03/2021,27/07/2020,323
05/03/2021,28/07/2020,317
05/03/2021,29/07/2020,469
05/03/2021,30/07/2020,332
05/03/2021,31/07/2020,323
05/03/2021,01/08/2020,201
05/03/2021,02/08/2020,103
05/03/2021,03/08/2020,422
05/03/2021,04/08/2020,393
05/03/2021,05/08/2020,506
05/03/2021,06/08/2020,395
05/03/2021,07/08/2020,495
05/03/2021,08/08/2020,347
05/03/2021,09/08/2020,193
05/03/2021,10/08/2020,505
05/03/2021,11/08/2020,529
05/03/2021,12/08/2020,632
05/03/2021,13/08/2020,546
05/03/2021,14/08/2020,634
05/03/2021,15/08/2020,324
05/03/2021,16/08/2020,298
05/03/2021,17/08/2020,707
05/03/2021,18/08/2020,923
05/03/2021,19/08/2020,1069
05/03/2021,20/08/2020,1160
05/03/2021,21/08/2020,1413
05/03/2021,22/08/2020,1083
05/03/2021,23/08/2020,717
05/03/2021,24/08/2020,1670
05/03/2021,25/08/2020,1607
05/03/2021,26/08/2020,1549
05/03/2021,27/08/2020,1517
05/03/2021,28/08/2020,1481
05/03/2021,29/08/2020,1058
05/03/2021,30/08/2020,571
05/03/2021,31/08/2020,1438
05/03/2021,01/09/2020,1420
05/03/2021,02/09/2020,1646
05/03/2021,03/09/2020,1593
05/03/2021,04/09/2020,1658
05/03/2021,05/09/2020,1121
05/03/2021,06/09/2020,551
05/03/2021,07/09/2020,1608
05/03/2021,08/09/2020,1630
05/03/2021,09/09/2020,1652
05/03/2021,10/09/2020,1684
05/03/2021,11/09/2020,1606
05/03/2021,12/09/2020,1218
05/03/2021,13/09/2020,599
05/03/2021,14/09/2020,1667
05/03/2021,15/09/2020,1832
05/03/2021,16/09/2020,1613
05/03/2021,17/09/2020,1744
05/03/2021,18/09/2020,1902
05/03/2021,19/09/2020,1307
05/03/2021,20/09/2020,649
05/03/2021,21/09/2020,2023
05/03/2021,22/09/2020,1951
05/03/2021,23/09/2020,2082
05/03/2021,24/09/2020,2009
05/03/2021,25/09/2020,2130
05/03/2021,26/09/2020,1522
05/03/2021,27/09/2020,918
05/03/2021,28/09/2020,2341
05/03/2021,29/09/2020,2342
05/03/2021,30/09/2020,2608
05/03/2021,01/10/2020,3054
05/03/2021,02/10/2020,3317
05/03/2021,03/10/2020,2619
05/03/2021,04/10/2020,1755
05/03/2021,05/10/2020,4898
05/03/2021,06/10/2020,4908
05/03/2021,07/10/2020,5460
05/03/2021,08/10/2020,6099
05/03/2021,09/10/2020,6859
05/03/2021,10/10/2020,6123
05/03/2021,11/10/2020,3412
05/03/2021,12/10/2020,9595
05/03/2021,13/10/2020,10493
05/03/2021,14/10/2020,11345
05/03/2021,15/10/2020,11953
05/03/2021,16/10/2020,13406
05/03/2021,17/10/2020,11702
05/03/2021,18/10/2020,6310
05/03/2021,19/10/2020,17560
05/03/2021,20/10/2020,19469
05/03/2021,21/10/2020,22400
05/03/2021,22/10/2020,23771
05/03/2021,23/10/2020,25576
05/03/2021,24/10/2020,19955
05/03/2021,25/10/2020,11136
05/03/2021,26/10/2020,28403
05/03/2021,27/10/2020,31458
05/03/2021,28/10/2020,34095
05/03/2021,29/10/2020,33049
05/03/2021,30/10/2020,35399
05/03/2021,31/10/2020,25595
05/03/2021,01/11/2020,13554
05/03/2021,02/11/2020,34945
05/03/2021,03/11/2020,37532
05/03/2021,04/11/2020,41036
05/03/2021,05/11/2020,39919
05/03/2021,06/11/2020,41439
05/03/2021,07/11/2020,29957
05/03/2021,08/11/2020,15593
05/03/2021,09/11/2020,38554
05/03/2021,10/11/2020,40238
05/03/2021,11/11/2020,39180
05/03/2021,12/11/2020,38482
05/03/2021,13/11/2020,39347
05/03/2021,14/11/2020,28722
05/03/2021,15/11/2020,14207
05/03/2021,16/11/2020,36054
05/03/2021,17/11/2020,38046
05/03/2021,18/11/2020,36543
05/03/2021,19/11/2020,35010
05/03/2021,20/11/2020,32408
05/03/2021,21/11/2020,22543
05/03/2021,22/11/2020,10675
05/03/2021,23/11/2020,28120
05/03/2021,24/11/2020,28565
05/03/2021,25/11/2020,27120
05/03/2021,26/11/2020,26120
05/03/2021,27/11/2020,24219
05/03/2021,28/11/2020,18002
05/03/2021,29/11/2020,8137
05/03/2021,30/11/2020,22408
05/03/2021,01/12/2020,23115
05/03/2021,02/12/2020,21434
05/03/2021,03/12/2020,20061
05/03/2021,04/12/2020,20328
05/03/2021,05/12/2020,15274
05/03/2021,06/12/2020,6264
05/03/2021,07/12/2020,19364
05/03/2021,08/12/2020,7673
05/03/2021,09/12/2020,19988
05/03/2021,10/12/2020,20605
05/03/2021,11/12/2020,19664
05/03/2021,12/12/2020,14178
05/03/2021,13/12/2020,5720
05/03/2021,14/12/2020,18036
05/03/2021,15/12/2020,18489
05/03/2021,16/12/2020,16908
05/03/2021,17/12/2020,16443
05/03/2021,18/12/2020,16870
