iss_date,DATA_INIZIO_SINTOMI,CASI
15/12/2020,28/01/2020,10
15/12/2020,29/01/2020,16
15/12/2020,30/01/2020,20
15/12/2020,31/01/2020,17
15/12/2020,01/02/2020,50
15/12/2020,02/02/2020,36
15/12/2020,03/02/2020,24
15/12/2020,04/02/2020,22
15/12/2020,05/02/2020,30
15/12/2020,06/02/2020,26
15/12/2020,07/02/2020,18
15/12/2020,08/02/2020,14
15/12/2020,09/02/2020,16
15/12/2020,10/02/2020,62
15/12/2020,11/02/2020,27
15/12/2020,12/02/2020,48
15/12/2020,13/02/2020,48
15/12/2020,14/02/2020,65
15/12/2020,15/02/2020,146
15/12/2020,16/02/2020,81
15/12/2020,17/02/2020,138
15/12/2020,18/02/2020,164
15/12/2020,19/02/2020,139
15/12/2020,20/02/2020,403
15/12/2020,21/02/2020,313
15/12/2020,22/02/2020,387
15/12/2020,23/02/2020,510
15/12/2020,24/02/2020,676
15/12/2020,25/02/2020,817
15/12/2020,26/02/2020,738
15/12/2020,27/02/2020,887
15/12/2020,28/02/2020,1206
15/12/2020,29/02/2020,1079
15/12/2020,01/03/2020,2471
15/12/2020,02/03/2020,1948
15/12/2020,03/03/2020,2250
15/12/2020,04/03/2020,1945
15/12/2020,05/03/2020,2631
15/12/2020,06/03/2020,2967
15/12/2020,07/03/2020,3130
15/12/2020,08/03/2020,3663
15/12/2020,09/03/2020,4423
15/12/2020,10/03/2020,6128
15/12/2020,11/03/2020,4203
15/12/2020,12/03/2020,4754
15/12/2020,13/03/2020,5340
15/12/2020,14/03/2020,4697
15/12/2020,15/03/2020,5872
15/12/2020,16/03/2020,5316
15/12/2020,17/03/2020,4512
15/12/2020,18/03/2020,4810
15/12/2020,19/03/2020,4257
15/12/2020,20/03/2020,6122
15/12/2020,21/03/2020,3816
15/12/2020,22/03/2020,3750
15/12/2020,23/03/2020,4381
15/12/2020,24/03/2020,3551
15/12/2020,25/03/2020,3823
15/12/2020,26/03/2020,3294
15/12/2020,27/03/2020,3540
15/12/2020,28/03/2020,3133
15/12/2020,29/03/2020,2374
15/12/2020,30/03/2020,3636
15/12/2020,31/03/2020,2585
15/12/2020,01/04/2020,4070
15/12/2020,02/04/2020,2656
15/12/2020,03/04/2020,2694
15/12/2020,04/04/2020,2293
15/12/2020,05/04/2020,2027
15/12/2020,06/04/2020,2452
15/12/2020,07/04/2020,2221
15/12/2020,08/04/2020,2110
15/12/2020,09/04/2020,1999
15/12/2020,10/04/2020,2699
15/12/2020,11/04/2020,1584
15/12/2020,12/04/2020,1627
15/12/2020,13/04/2020,1485
15/12/2020,14/04/2020,1797
15/12/2020,15/04/2020,2114
15/12/2020,16/04/2020,1607
15/12/2020,17/04/2020,1570
15/12/2020,18/04/2020,1255
15/12/2020,19/04/2020,977
15/12/2020,20/04/2020,1857
15/12/2020,21/04/2020,1164
15/12/2020,22/04/2020,1186
15/12/2020,23/04/2020,1203
15/12/2020,24/04/2020,1078
15/12/2020,25/04/2020,857
15/12/2020,26/04/2020,649
15/12/2020,27/04/2020,1090
15/12/2020,28/04/2020,838
15/12/2020,29/04/2020,892
15/12/2020,30/04/2020,841
15/12/2020,01/05/2020,665
15/12/2020,02/05/2020,474
15/12/2020,03/05/2020,384
15/12/2020,04/05/2020,606
15/12/2020,05/05/2020,606
15/12/2020,06/05/2020,531
15/12/2020,07/05/2020,480
15/12/2020,08/05/2020,486
15/12/2020,09/05/2020,268
15/12/2020,10/05/2020,333
15/12/2020,11/05/2020,383
15/12/2020,12/05/2020,432
15/12/2020,13/05/2020,362
15/12/2020,14/05/2020,311
15/12/2020,15/05/2020,312
15/12/2020,16/05/2020,221
15/12/2020,17/05/2020,173
15/12/2020,18/05/2020,296
15/12/2020,19/05/2020,237
15/12/2020,20/05/2020,273
15/12/2020,21/05/2020,194
15/12/2020,22/05/2020,174
15/12/2020,23/05/2020,124
15/12/2020,24/05/2020,80
15/12/2020,25/05/2020,205
15/12/2020,26/05/2020,173
15/12/2020,27/05/2020,193
15/12/2020,28/05/2020,145
15/12/2020,29/05/2020,136
15/12/2020,30/05/2020,114
15/12/2020,31/05/2020,60
15/12/2020,01/06/2020,168
15/12/2020,02/06/2020,63
15/12/2020,03/06/2020,130
15/12/2020,04/06/2020,117
15/12/2020,05/06/2020,141
15/12/2020,06/06/2020,87
15/12/2020,07/06/2020,65
15/12/2020,08/06/2020,126
15/12/2020,09/06/2020,114
15/12/2020,10/06/2020,115
15/12/2020,11/06/2020,92
15/12/2020,12/06/2020,115
15/12/2020,13/06/2020,65
15/12/2020,14/06/2020,75
15/12/2020,15/06/2020,105
15/12/2020,16/06/2020,93
15/12/2020,17/06/2020,88
15/12/2020,18/06/2020,90
15/12/2020,19/06/2020,82
15/12/2020,20/06/2020,60
15/12/2020,21/06/2020,57
15/12/2020,22/06/2020,87
15/12/2020,23/06/2020,71
15/12/2020,24/06/2020,88
15/12/2020,25/06/2020,83
15/12/2020,26/06/2020,94
15/12/2020,27/06/2020,75
15/12/2020,28/06/2020,50
15/12/2020,29/06/2020,98
15/12/2020,30/06/2020,67
15/12/2020,01/07/2020,114
15/12/2020,02/07/2020,87
15/12/2020,03/07/2020,74
15/12/2020,04/07/2020,79
15/12/2020,05/07/2020,66
15/12/2020,06/07/2020,97
15/12/2020,07/07/2020,100
15/12/2020,08/07/2020,103
15/12/2020,09/07/2020,83
15/12/2020,10/07/2020,110
15/12/2020,11/07/2020,76
15/12/2020,12/07/2020,73
15/12/2020,13/07/2020,102
15/12/2020,14/07/2020,116
15/12/2020,15/07/2020,98
15/12/2020,16/07/2020,86
15/12/2020,17/07/2020,103
15/12/2020,18/07/2020,91
15/12/2020,19/07/2020,87
15/12/2020,20/07/2020,137
15/12/2020,21/07/2020,120
15/12/2020,22/07/2020,114
15/12/2020,23/07/2020,131
15/12/2020,24/07/2020,116
15/12/2020,25/07/2020,131
15/12/2020,26/07/2020,94
15/12/2020,27/07/2020,132
15/12/2020,28/07/2020,134
15/12/2020,29/07/2020,132
15/12/2020,30/07/2020,122
15/12/2020,31/07/2020,126
15/12/2020,01/08/2020,156
15/12/2020,02/08/2020,121
15/12/2020,03/08/2020,208
15/12/2020,04/08/2020,189
15/12/2020,05/08/2020,207
15/12/2020,06/08/2020,215
15/12/2020,07/08/2020,211
15/12/2020,08/08/2020,252
15/12/2020,09/08/2020,210
15/12/2020,10/08/2020,292
15/12/2020,11/08/2020,268
15/12/2020,12/08/2020,279
15/12/2020,13/08/2020,307
15/12/2020,14/08/2020,310
15/12/2020,15/08/2020,348
15/12/2020,16/08/2020,362
15/12/2020,17/08/2020,562
15/12/2020,18/08/2020,627
15/12/2020,19/08/2020,568
15/12/2020,20/08/2020,580
15/12/2020,21/08/2020,614
15/12/2020,22/08/2020,574
15/12/2020,23/08/2020,587
15/12/2020,24/08/2020,671
15/12/2020,25/08/2020,626
15/12/2020,26/08/2020,624
15/12/2020,27/08/2020,578
15/12/2020,28/08/2020,584
15/12/2020,29/08/2020,429
15/12/2020,30/08/2020,425
15/12/2020,31/08/2020,551
15/12/2020,01/09/2020,727
15/12/2020,02/09/2020,633
15/12/2020,03/09/2020,575
15/12/2020,04/09/2020,642
15/12/2020,05/09/2020,541
15/12/2020,06/09/2020,512
15/12/2020,07/09/2020,797
15/12/2020,08/09/2020,674
15/12/2020,09/09/2020,665
15/12/2020,10/09/2020,755
15/12/2020,11/09/2020,652
15/12/2020,12/09/2020,635
15/12/2020,13/09/2020,582
15/12/2020,14/09/2020,873
15/12/2020,15/09/2020,859
15/12/2020,16/09/2020,804
15/12/2020,17/09/2020,816
15/12/2020,18/09/2020,841
15/12/2020,19/09/2020,817
15/12/2020,20/09/2020,816
15/12/2020,21/09/2020,936
15/12/2020,22/09/2020,945
15/12/2020,23/09/2020,856
15/12/2020,24/09/2020,842
15/12/2020,25/09/2020,960
15/12/2020,26/09/2020,925
15/12/2020,27/09/2020,953
15/12/2020,28/09/2020,1317
15/12/2020,29/09/2020,1280
15/12/2020,30/09/2020,1689
15/12/2020,01/10/2020,2288
15/12/2020,02/10/2020,2253
15/12/2020,03/10/2020,2324
15/12/2020,04/10/2020,2291
15/12/2020,05/10/2020,3303
15/12/2020,06/10/2020,3089
15/12/2020,07/10/2020,3655
15/12/2020,08/10/2020,3971
15/12/2020,09/10/2020,4440
15/12/2020,10/10/2020,4897
15/12/2020,11/10/2020,4272
15/12/2020,12/10/2020,6887
15/12/2020,13/10/2020,6461
15/12/2020,14/10/2020,7106
15/12/2020,15/10/2020,7932
15/12/2020,16/10/2020,9030
15/12/2020,17/10/2020,8703
15/12/2020,18/10/2020,8819
15/12/2020,19/10/2020,12540
15/12/2020,20/10/2020,13215
15/12/2020,21/10/2020,12784
15/12/2020,22/10/2020,12786
15/12/2020,23/10/2020,14266
15/12/2020,24/10/2020,13364
15/12/2020,25/10/2020,13372
15/12/2020,26/10/2020,18011
15/12/2020,27/10/2020,15956
15/12/2020,28/10/2020,16771
15/12/2020,29/10/2020,17198
15/12/2020,30/10/2020,16730
15/12/2020,31/10/2020,13823
15/12/2020,01/11/2020,16757
15/12/2020,02/11/2020,19739
15/12/2020,03/11/2020,16390
15/12/2020,04/11/2020,17709
15/12/2020,05/11/2020,16525
15/12/2020,06/11/2020,17309
15/12/2020,07/11/2020,16109
15/12/2020,08/11/2020,13653
15/12/2020,09/11/2020,17998
15/12/2020,10/11/2020,17173
15/12/2020,11/11/2020,14942
15/12/2020,12/11/2020,14454
15/12/2020,13/11/2020,15735
15/12/2020,14/11/2020,13752
15/12/2020,15/11/2020,13465
15/12/2020,16/11/2020,14521
15/12/2020,17/11/2020,11861
15/12/2020,18/11/2020,12781
15/12/2020,19/11/2020,10049
15/12/2020,20/11/2020,11657
15/12/2020,21/11/2020,9084
15/12/2020,22/11/2020,7647
15/12/2020,23/11/2020,10359
15/12/2020,24/11/2020,8683
15/12/2020,25/11/2020,8677
15/12/2020,26/11/2020,8315
15/12/2020,27/11/2020,8179
15/12/2020,28/11/2020,7784
15/12/2020,29/11/2020,5305
15/12/2020,30/11/2020,7773
15/12/2020,01/12/2020,7699
15/12/2020,02/12/2020,6634
15/12/2020,03/12/2020,5781
15/12/2020,04/12/2020,5536
15/12/2020,05/12/2020,4813
15/12/2020,06/12/2020,3928
15/12/2020,07/12/2020,4423
