iss_date,DATA_DECESSO,DECESSI
15/12/2020,21/02/2020,<5
15/12/2020,22/02/2020,<5
15/12/2020,23/02/2020,<5
15/12/2020,24/02/2020,<5
15/12/2020,25/02/2020,8
15/12/2020,26/02/2020,6
15/12/2020,27/02/2020,8
15/12/2020,28/02/2020,11
15/12/2020,29/02/2020,15
15/12/2020,01/03/2020,26
15/12/2020,02/03/2020,25
15/12/2020,03/03/2020,56
15/12/2020,04/03/2020,57
15/12/2020,05/03/2020,81
15/12/2020,06/03/2020,112
15/12/2020,07/03/2020,167
15/12/2020,08/03/2020,178
15/12/2020,09/03/2020,226
15/12/2020,10/03/2020,280
15/12/2020,11/03/2020,312
15/12/2020,12/03/2020,325
15/12/2020,13/03/2020,380
15/12/2020,14/03/2020,446
15/12/2020,15/03/2020,438
15/12/2020,16/03/2020,513
15/12/2020,17/03/2020,576
15/12/2020,18/03/2020,645
15/12/2020,19/03/2020,657
15/12/2020,20/03/2020,755
15/12/2020,21/03/2020,818
15/12/2020,22/03/2020,818
15/12/2020,23/03/2020,866
15/12/2020,24/03/2020,823
15/12/2020,25/03/2020,872
15/12/2020,26/03/2020,839
15/12/2020,27/03/2020,888
15/12/2020,28/03/2020,929
15/12/2020,29/03/2020,770
15/12/2020,30/03/2020,795
15/12/2020,31/03/2020,711
15/12/2020,01/04/2020,720
15/12/2020,02/04/2020,695
15/12/2020,03/04/2020,681
15/12/2020,04/04/2020,642
15/12/2020,05/04/2020,604
15/12/2020,06/04/2020,595
15/12/2020,07/04/2020,615
15/12/2020,08/04/2020,606
15/12/2020,09/04/2020,547
15/12/2020,10/04/2020,610
15/12/2020,11/04/2020,587
15/12/2020,12/04/2020,580
15/12/2020,13/04/2020,535
15/12/2020,14/04/2020,545
15/12/2020,15/04/2020,511
15/12/2020,16/04/2020,453
15/12/2020,17/04/2020,477
15/12/2020,18/04/2020,465
15/12/2020,19/04/2020,466
15/12/2020,20/04/2020,448
15/12/2020,21/04/2020,368
15/12/2020,22/04/2020,383
15/12/2020,23/04/2020,359
15/12/2020,24/04/2020,385
15/12/2020,25/04/2020,360
15/12/2020,26/04/2020,317
15/12/2020,27/04/2020,330
15/12/2020,28/04/2020,312
15/12/2020,29/04/2020,299
15/12/2020,30/04/2020,263
15/12/2020,01/05/2020,257
15/12/2020,02/05/2020,255
15/12/2020,03/05/2020,243
15/12/2020,04/05/2020,217
15/12/2020,05/05/2020,227
15/12/2020,06/05/2020,220
15/12/2020,07/05/2020,178
15/12/2020,08/05/2020,173
15/12/2020,09/05/2020,201
15/12/2020,10/05/2020,168
15/12/2020,11/05/2020,165
15/12/2020,12/05/2020,160
15/12/2020,13/05/2020,143
15/12/2020,14/05/2020,143
15/12/2020,15/05/2020,154
15/12/2020,16/05/2020,103
15/12/2020,17/05/2020,117
15/12/2020,18/05/2020,103
15/12/2020,19/05/2020,93
15/12/2020,20/05/2020,90
15/12/2020,21/05/2020,78
15/12/2020,22/05/2020,86
15/12/2020,23/05/2020,98
15/12/2020,24/05/2020,86
15/12/2020,25/05/2020,75
15/12/2020,26/05/2020,61
15/12/2020,27/05/2020,50
15/12/2020,28/05/2020,73
15/12/2020,29/05/2020,66
15/12/2020,30/05/2020,49
15/12/2020,31/05/2020,49
15/12/2020,01/06/2020,60
15/12/2020,02/06/2020,57
15/12/2020,03/06/2020,52
15/12/2020,04/06/2020,59
15/12/2020,05/06/2020,51
15/12/2020,06/06/2020,36
15/12/2020,07/06/2020,36
15/12/2020,08/06/2020,38
15/12/2020,09/06/2020,36
15/12/2020,10/06/2020,33
15/12/2020,11/06/2020,35
15/12/2020,12/06/2020,29
15/12/2020,13/06/2020,23
15/12/2020,14/06/2020,23
15/12/2020,15/06/2020,31
15/12/2020,16/06/2020,36
15/12/2020,17/06/2020,32
15/12/2020,18/06/2020,33
15/12/2020,19/06/2020,22
15/12/2020,20/06/2020,19
15/12/2020,21/06/2020,23
15/12/2020,22/06/2020,18
15/12/2020,23/06/2020,31
15/12/2020,24/06/2020,20
15/12/2020,25/06/2020,19
15/12/2020,26/06/2020,18
15/12/2020,27/06/2020,24
15/12/2020,28/06/2020,12
15/12/2020,29/06/2020,13
15/12/2020,30/06/2020,12
15/12/2020,01/07/2020,12
15/12/2020,02/07/2020,13
15/12/2020,03/07/2020,11
15/12/2020,04/07/2020,7
15/12/2020,05/07/2020,10
15/12/2020,06/07/2020,13
15/12/2020,07/07/2020,10
15/12/2020,08/07/2020,6
15/12/2020,09/07/2020,9
15/12/2020,10/07/2020,8
15/12/2020,11/07/2020,7
15/12/2020,12/07/2020,9
15/12/2020,13/07/2020,18
15/12/2020,14/07/2020,6
15/12/2020,15/07/2020,<5
15/12/2020,16/07/2020,15
15/12/2020,17/07/2020,5
15/12/2020,18/07/2020,14
15/12/2020,19/07/2020,10
15/12/2020,20/07/2020,7
15/12/2020,21/07/2020,8
15/12/2020,22/07/2020,11
15/12/2020,23/07/2020,<5
15/12/2020,24/07/2020,7
15/12/2020,25/07/2020,<5
15/12/2020,26/07/2020,5
15/12/2020,27/07/2020,16
15/12/2020,28/07/2020,<5
15/12/2020,29/07/2020,7
15/12/2020,30/07/2020,7
15/12/2020,31/07/2020,<5
15/12/2020,01/08/2020,<5
15/12/2020,02/08/2020,<5
15/12/2020,03/08/2020,7
15/12/2020,04/08/2020,<5
15/12/2020,05/08/2020,7
15/12/2020,06/08/2020,6
15/12/2020,07/08/2020,9
15/12/2020,08/08/2020,5
15/12/2020,09/08/2020,<5
15/12/2020,10/08/2020,9
15/12/2020,11/08/2020,7
15/12/2020,12/08/2020,<5
15/12/2020,13/08/2020,6
15/12/2020,14/08/2020,9
15/12/2020,16/08/2020,8
15/12/2020,17/08/2020,<5
15/12/2020,18/08/2020,5
15/12/2020,19/08/2020,7
15/12/2020,20/08/2020,11
15/12/2020,21/08/2020,<5
15/12/2020,22/08/2020,5
15/12/2020,23/08/2020,<5
15/12/2020,24/08/2020,7
15/12/2020,25/08/2020,7
15/12/2020,26/08/2020,10
15/12/2020,27/08/2020,7
15/12/2020,29/08/2020,<5
15/12/2020,30/08/2020,7
15/12/2020,31/08/2020,9
15/12/2020,01/09/2020,9
15/12/2020,02/09/2020,12
15/12/2020,03/09/2020,10
15/12/2020,04/09/2020,12
15/12/2020,05/09/2020,12
15/12/2020,06/09/2020,6
15/12/2020,07/09/2020,17
15/12/2020,08/09/2020,5
15/12/2020,09/09/2020,7
15/12/2020,10/09/2020,8
15/12/2020,11/09/2020,6
15/12/2020,12/09/2020,11
15/12/2020,13/09/2020,14
15/12/2020,14/09/2020,13
15/12/2020,15/09/2020,17
15/12/2020,16/09/2020,16
15/12/2020,17/09/2020,16
15/12/2020,18/09/2020,24
15/12/2020,19/09/2020,16
15/12/2020,20/09/2020,19
15/12/2020,21/09/2020,16
15/12/2020,22/09/2020,13
15/12/2020,23/09/2020,26
15/12/2020,24/09/2020,19
15/12/2020,25/09/2020,29
15/12/2020,26/09/2020,18
15/12/2020,27/09/2020,24
15/12/2020,28/09/2020,21
15/12/2020,29/09/2020,25
15/12/2020,30/09/2020,18
15/12/2020,01/10/2020,24
15/12/2020,02/10/2020,30
15/12/2020,03/10/2020,17
15/12/2020,04/10/2020,21
15/12/2020,05/10/2020,39
15/12/2020,06/10/2020,25
15/12/2020,07/10/2020,28
15/12/2020,08/10/2020,33
15/12/2020,09/10/2020,41
15/12/2020,10/10/2020,48
15/12/2020,11/10/2020,47
15/12/2020,12/10/2020,68
15/12/2020,13/10/2020,66
15/12/2020,14/10/2020,66
15/12/2020,15/10/2020,68
15/12/2020,16/10/2020,94
15/12/2020,17/10/2020,86
15/12/2020,18/10/2020,99
15/12/2020,19/10/2020,100
15/12/2020,20/10/2020,138
15/12/2020,21/10/2020,141
15/12/2020,22/10/2020,154
15/12/2020,23/10/2020,169
15/12/2020,24/10/2020,206
15/12/2020,25/10/2020,188
15/12/2020,26/10/2020,232
15/12/2020,27/10/2020,228
15/12/2020,28/10/2020,301
15/12/2020,29/10/2020,286
15/12/2020,30/10/2020,332
15/12/2020,31/10/2020,343
15/12/2020,01/11/2020,334
15/12/2020,02/11/2020,417
15/12/2020,03/11/2020,401
15/12/2020,04/11/2020,445
15/12/2020,05/11/2020,504
15/12/2020,06/11/2020,481
15/12/2020,07/11/2020,463
15/12/2020,08/11/2020,529
15/12/2020,09/11/2020,563
15/12/2020,10/11/2020,592
15/12/2020,11/11/2020,620
15/12/2020,12/11/2020,655
15/12/2020,13/11/2020,611
15/12/2020,14/11/2020,630
15/12/2020,15/11/2020,635
15/12/2020,16/11/2020,700
15/12/2020,17/11/2020,686
15/12/2020,18/11/2020,704
15/12/2020,19/11/2020,715
15/12/2020,20/11/2020,655
15/12/2020,21/11/2020,546
15/12/2020,22/11/2020,601
15/12/2020,23/11/2020,613
15/12/2020,24/11/2020,617
15/12/2020,25/11/2020,632
15/12/2020,26/11/2020,563
15/12/2020,27/11/2020,592
15/12/2020,28/11/2020,558
15/12/2020,29/11/2020,503
15/12/2020,30/11/2020,512
15/12/2020,01/12/2020,488
15/12/2020,02/12/2020,541
15/12/2020,03/12/2020,479
15/12/2020,04/12/2020,495
15/12/2020,05/12/2020,436
15/12/2020,06/12/2020,447
15/12/2020,07/12/2020,442
15/12/2020,08/12/2020,399
15/12/2020,09/12/2020,440
15/12/2020,10/12/2020,362
15/12/2020,11/12/2020,312
15/12/2020,12/12/2020,244
15/12/2020,13/12/2020,206
15/12/2020,14/12/2020,121
15/12/2020,15/12/2020,7
15/12/2020,,1774695
