iss_date,DATA_DECESSO,DECESSI
07/06/2022,20/02/2020,<5
07/06/2022,21/02/2020,<5
07/06/2022,22/02/2020,<5
07/06/2022,23/02/2020,<5
07/06/2022,24/02/2020,5
07/06/2022,25/02/2020,10
07/06/2022,26/02/2020,6
07/06/2022,27/02/2020,9
07/06/2022,28/02/2020,11
07/06/2022,29/02/2020,15
07/06/2022,01/03/2020,26
07/06/2022,02/03/2020,25
07/06/2022,03/03/2020,56
07/06/2022,04/03/2020,56
07/06/2022,05/03/2020,80
07/06/2022,06/03/2020,111
07/06/2022,07/03/2020,170
07/06/2022,08/03/2020,178
07/06/2022,09/03/2020,225
07/06/2022,10/03/2020,284
07/06/2022,11/03/2020,312
07/06/2022,12/03/2020,324
07/06/2022,13/03/2020,379
07/06/2022,14/03/2020,447
07/06/2022,15/03/2020,433
07/06/2022,16/03/2020,511
07/06/2022,17/03/2020,574
07/06/2022,18/03/2020,641
07/06/2022,19/03/2020,656
07/06/2022,20/03/2020,753
07/06/2022,21/03/2020,820
07/06/2022,22/03/2020,813
07/06/2022,23/03/2020,860
07/06/2022,24/03/2020,821
07/06/2022,25/03/2020,870
07/06/2022,26/03/2020,836
07/06/2022,27/03/2020,882
07/06/2022,28/03/2020,926
07/06/2022,29/03/2020,766
07/06/2022,30/03/2020,789
07/06/2022,31/03/2020,710
07/06/2022,01/04/2020,714
07/06/2022,02/04/2020,691
07/06/2022,03/04/2020,676
07/06/2022,04/04/2020,641
07/06/2022,05/04/2020,602
07/06/2022,06/04/2020,594
07/06/2022,07/04/2020,612
07/06/2022,08/04/2020,604
07/06/2022,09/04/2020,547
07/06/2022,10/04/2020,610
07/06/2022,11/04/2020,586
07/06/2022,12/04/2020,579
07/06/2022,13/04/2020,533
07/06/2022,14/04/2020,539
07/06/2022,15/04/2020,511
07/06/2022,16/04/2020,449
07/06/2022,17/04/2020,477
07/06/2022,18/04/2020,463
07/06/2022,19/04/2020,461
07/06/2022,20/04/2020,445
07/06/2022,21/04/2020,365
07/06/2022,22/04/2020,385
07/06/2022,23/04/2020,356
07/06/2022,24/04/2020,386
07/06/2022,25/04/2020,358
07/06/2022,26/04/2020,319
07/06/2022,27/04/2020,330
07/06/2022,28/04/2020,314
07/06/2022,29/04/2020,300
07/06/2022,30/04/2020,261
07/06/2022,01/05/2020,259
07/06/2022,02/05/2020,253
07/06/2022,03/05/2020,243
