iss_date,DATARICOVERO1,RICOVERI
07/06/2022,20/02/2020,92
07/06/2022,21/02/2020,123
07/06/2022,22/02/2020,108
07/06/2022,23/02/2020,151
07/06/2022,24/02/2020,191
07/06/2022,25/02/2020,267
07/06/2022,26/02/2020,273
07/06/2022,27/02/2020,317
07/06/2022,28/02/2020,380
07/06/2022,29/02/2020,374
07/06/2022,01/03/2020,441
07/06/2022,02/03/2020,669
07/06/2022,03/03/2020,817
07/06/2022,04/03/2020,914
07/06/2022,05/03/2020,1096
07/06/2022,06/03/2020,1226
07/06/2022,07/03/2020,1204
07/06/2022,08/03/2020,1161
07/06/2022,09/03/2020,1459
07/06/2022,10/03/2020,1585
07/06/2022,11/03/2020,1758
07/06/2022,12/03/2020,1908
07/06/2022,13/03/2020,2338
07/06/2022,14/03/2020,1995
07/06/2022,15/03/2020,1909
07/06/2022,16/03/2020,2494
07/06/2022,17/03/2020,2667
07/06/2022,18/03/2020,2711
07/06/2022,19/03/2020,2788
07/06/2022,20/03/2020,2862
07/06/2022,21/03/2020,2547
07/06/2022,22/03/2020,2197
07/06/2022,23/03/2020,2716
07/06/2022,24/03/2020,2627
07/06/2022,25/03/2020,2319
07/06/2022,26/03/2020,2129
07/06/2022,27/03/2020,2246
07/06/2022,28/03/2020,1751
07/06/2022,29/03/2020,1441
07/06/2022,30/03/2020,1688
07/06/2022,31/03/2020,1594
07/06/2022,01/04/2020,1513
07/06/2022,02/04/2020,1466
07/06/2022,03/04/2020,1270
07/06/2022,04/04/2020,1031
07/06/2022,05/04/2020,845
07/06/2022,06/04/2020,1035
07/06/2022,07/04/2020,1038
07/06/2022,08/04/2020,1056
07/06/2022,09/04/2020,1009
07/06/2022,10/04/2020,933
07/06/2022,11/04/2020,826
07/06/2022,12/04/2020,669
07/06/2022,13/04/2020,627
07/06/2022,14/04/2020,870
07/06/2022,15/04/2020,721
07/06/2022,16/04/2020,719
07/06/2022,17/04/2020,732
07/06/2022,18/04/2020,578
07/06/2022,19/04/2020,472
07/06/2022,20/04/2020,669
07/06/2022,21/04/2020,612
07/06/2022,22/04/2020,612
07/06/2022,23/04/2020,596
07/06/2022,24/04/2020,562
07/06/2022,25/04/2020,431
07/06/2022,26/04/2020,363
07/06/2022,27/04/2020,451
07/06/2022,28/04/2020,443
07/06/2022,29/04/2020,419
07/06/2022,30/04/2020,376
07/06/2022,01/05/2020,284
07/06/2022,02/05/2020,249
07/06/2022,03/05/2020,188
