iss_date,DATA_INIZIO_SINTOMI,CASI
07/06/2022,28/01/2020,15
07/06/2022,29/01/2020,21
07/06/2022,30/01/2020,29
07/06/2022,31/01/2020,34
07/06/2022,01/02/2020,53
07/06/2022,02/02/2020,42
07/06/2022,03/02/2020,25
07/06/2022,04/02/2020,24
07/06/2022,05/02/2020,29
07/06/2022,06/02/2020,26
07/06/2022,07/02/2020,22
07/06/2022,08/02/2020,17
07/06/2022,09/02/2020,17
07/06/2022,10/02/2020,61
07/06/2022,11/02/2020,33
07/06/2022,12/02/2020,54
07/06/2022,13/02/2020,51
07/06/2022,14/02/2020,68
07/06/2022,15/02/2020,151
07/06/2022,16/02/2020,83
07/06/2022,17/02/2020,146
07/06/2022,18/02/2020,164
07/06/2022,19/02/2020,145
07/06/2022,20/02/2020,408
07/06/2022,21/02/2020,317
07/06/2022,22/02/2020,402
07/06/2022,23/02/2020,502
07/06/2022,24/02/2020,677
07/06/2022,25/02/2020,816
07/06/2022,26/02/2020,741
07/06/2022,27/02/2020,898
07/06/2022,28/02/2020,1209
07/06/2022,29/02/2020,1080
07/06/2022,01/03/2020,2480
07/06/2022,02/03/2020,1942
07/06/2022,03/03/2020,2249
07/06/2022,04/03/2020,1956
07/06/2022,05/03/2020,2626
07/06/2022,06/03/2020,2969
07/06/2022,07/03/2020,3128
07/06/2022,08/03/2020,3701
07/06/2022,09/03/2020,4445
07/06/2022,10/03/2020,6142
07/06/2022,11/03/2020,4239
07/06/2022,12/03/2020,4811
07/06/2022,13/03/2020,5373
07/06/2022,14/03/2020,4690
07/06/2022,15/03/2020,5860
07/06/2022,16/03/2020,5345
07/06/2022,17/03/2020,4554
07/06/2022,18/03/2020,4788
07/06/2022,19/03/2020,4270
07/06/2022,20/03/2020,6191
07/06/2022,21/03/2020,3848
07/06/2022,22/03/2020,3802
07/06/2022,23/03/2020,4384
07/06/2022,24/03/2020,3580
07/06/2022,25/03/2020,3832
07/06/2022,26/03/2020,3295
07/06/2022,27/03/2020,3530
07/06/2022,28/03/2020,3153
07/06/2022,29/03/2020,2375
07/06/2022,30/03/2020,3676
07/06/2022,31/03/2020,2597
07/06/2022,01/04/2020,4117
07/06/2022,02/04/2020,2710
07/06/2022,03/04/2020,2722
07/06/2022,04/04/2020,2358
07/06/2022,05/04/2020,2055
