iss_date,DATA_INIZIO_SINTOMI,CASI_SINT
07/06/2022,28/01/2020,13
07/06/2022,29/01/2020,17
07/06/2022,30/01/2020,26
07/06/2022,31/01/2020,29
07/06/2022,01/02/2020,44
07/06/2022,02/02/2020,35
07/06/2022,03/02/2020,23
07/06/2022,04/02/2020,22
07/06/2022,05/02/2020,28
07/06/2022,06/02/2020,23
07/06/2022,07/02/2020,19
07/06/2022,08/02/2020,16
07/06/2022,09/02/2020,17
07/06/2022,10/02/2020,55
07/06/2022,11/02/2020,24
07/06/2022,12/02/2020,50
07/06/2022,13/02/2020,44
07/06/2022,14/02/2020,63
07/06/2022,15/02/2020,140
07/06/2022,16/02/2020,77
07/06/2022,17/02/2020,136
07/06/2022,18/02/2020,151
07/06/2022,19/02/2020,135
07/06/2022,20/02/2020,385
07/06/2022,21/02/2020,299
07/06/2022,22/02/2020,381
07/06/2022,23/02/2020,465
07/06/2022,24/02/2020,614
07/06/2022,25/02/2020,771
07/06/2022,26/02/2020,689
07/06/2022,27/02/2020,809
07/06/2022,28/02/2020,1137
07/06/2022,29/02/2020,1009
07/06/2022,01/03/2020,2267
07/06/2022,02/03/2020,1795
07/06/2022,03/03/2020,2035
07/06/2022,04/03/2020,1768
07/06/2022,05/03/2020,2382
07/06/2022,06/03/2020,2662
07/06/2022,07/03/2020,2855
07/06/2022,08/03/2020,3377
07/06/2022,09/03/2020,3962
07/06/2022,10/03/2020,5477
07/06/2022,11/03/2020,3749
07/06/2022,12/03/2020,4263
07/06/2022,13/03/2020,4752
07/06/2022,14/03/2020,4092
07/06/2022,15/03/2020,5204
07/06/2022,16/03/2020,4729
07/06/2022,17/03/2020,4046
07/06/2022,18/03/2020,4188
07/06/2022,19/03/2020,3743
07/06/2022,20/03/2020,5402
07/06/2022,21/03/2020,3346
07/06/2022,22/03/2020,3367
07/06/2022,23/03/2020,3810
07/06/2022,24/03/2020,3052
07/06/2022,25/03/2020,3249
07/06/2022,26/03/2020,2769
07/06/2022,27/03/2020,2991
07/06/2022,28/03/2020,2667
07/06/2022,29/03/2020,2083
07/06/2022,30/03/2020,3066
07/06/2022,31/03/2020,2161
07/06/2022,01/04/2020,3388
07/06/2022,02/04/2020,2195
07/06/2022,03/04/2020,2250
07/06/2022,04/04/2020,1907
07/06/2022,05/04/2020,1718
07/06/2022,06/04/2020,1941
07/06/2022,07/04/2020,1830
07/06/2022,08/04/2020,1805
07/06/2022,09/04/2020,1659
07/06/2022,10/04/2020,2182
07/06/2022,11/04/2020,1295
07/06/2022,12/04/2020,1441
07/06/2022,13/04/2020,1311
07/06/2022,14/04/2020,1578
07/06/2022,15/04/2020,1760
07/06/2022,16/04/2020,1406
07/06/2022,17/04/2020,1366
07/06/2022,18/04/2020,1148
07/06/2022,19/04/2020,912
07/06/2022,20/04/2020,1626
07/06/2022,21/04/2020,1025
07/06/2022,22/04/2020,1052
07/06/2022,23/04/2020,962
07/06/2022,24/04/2020,845
07/06/2022,25/04/2020,743
07/06/2022,26/04/2020,589
07/06/2022,27/04/2020,918
07/06/2022,28/04/2020,663
07/06/2022,29/04/2020,625
07/06/2022,30/04/2020,571
07/06/2022,01/05/2020,563
07/06/2022,02/05/2020,417
07/06/2022,03/05/2020,328
